purchase_detail_id,purchase_id,sell_id,purchase_det_number,purchase_det_price,purchase_det_state
4495,1475,12985,2,28000,2
4496,1476,8165,2,23000,2
4497,1476,8057,3,28000,2
4498,1476,7695,2,30000,2
4499,1477,12697,1,22000,2
4500,1478,9279,3,37000,2
4501,1478,8987,2,25000,2
4502,1479,3112,2,22000,1
4503,1479,3318,1,23000,1
4504,1480,7591,3,22000,2
4505,1480,7416,1,28000,1
4506,1480,7569,3,27000,2
4507,1480,7311,3,23000,2
4508,1480,14808,2,30000,2
4509,1481,3776,2,32000,2
4510,1482,14396,2,30000,2
4511,1482,2565,1,32000,2
4512,1483,6959,2,37000,2
4513,1483,7011,2,32000,2
4514,1484,13135,2,23000,2
4515,1484,15003,2,35000,2
4516,1485,10602,1,18000,2
4517,1486,12928,3,30000,2
4518,1487,7532,2,18000,2
4519,1487,7392,3,35000,1
4520,1488,7490,1,20000,2
4521,1489,7822,2,23000,2
4522,1489,7617,1,28000,1
4523,1489,7995,1,30000,2
4524,1489,7957,2,28000,2
4525,1489,13919,3,22000,2
4526,1490,6734,2,25000,2
4527,1490,12445,2,20000,1
4528,1490,6840,1,33000,2
4529,1490,12465,3,25000,2
4530,1490,6801,1,22000,2
4531,1491,858,2,25000,2
4532,1492,10033,3,33000,2
4533,1492,14988,1,37000,2
4534,1492,9899,1,28000,2
4535,1493,11051,3,27000,2
4536,1493,10840,3,33000,2
4537,1493,15043,3,28000,1
4538,1493,10837,2,33000,2
4539,1494,1814,1,18000,2
4540,1495,2126,3,30000,2
4541,1495,2088,3,18000,2
4542,1495,2231,2,27000,2
4543,1496,4777,1,33000,2
4544,1496,4515,3,22000,2
4545,1497,14527,3,32000,2
4546,1498,9786,3,27000,2
4547,1498,12984,3,33000,2
4548,1498,9801,3,33000,1
4549,1499,11395,3,28000,2
4550,1499,87,3,35000,2
4551,1499,166,2,27000,2
4552,1499,14202,1,32000,2
4553,1500,4209,1,22000,1
4554,1501,1378,2,32000,2
4555,1501,1320,2,30000,2
4556,1501,14268,2,22000,2
4557,1501,1182,3,23000,2
4558,1502,9415,1,23000,2
4559,1502,9600,2,30000,2
4560,1502,9523,2,25000,2
4561,1502,9391,2,33000,2
4562,1503,1772,2,20000,1
4563,1504,7273,1,20000,2
4564,1504,7589,1,32000,1
4565,1504,7482,2,20000,2
4566,1504,7241,3,20000,1
4567,1505,310,1,32000,2
4568,1505,11429,1,23000,1
4569,1505,289,1,33000,2
4570,1505,11423,3,37000,2
4571,1506,8709,2,28000,2
4572,1506,8802,2,18000,2
4573,1506,8707,1,37000,2
4574,1506,8722,2,20000,2
4575,1507,462,1,32000,1
4576,1508,9767,1,32000,1
4577,1508,9775,1,30000,2
4578,1508,9779,3,25000,2
4579,1508,9799,1,33000,2
4580,1508,9746,3,35000,2
4581,1509,37,1,25000,1
4582,1509,11388,1,35000,2
4583,1510,8892,2,37000,2
4584,1511,13551,3,20000,2
4585,1511,3426,1,37000,1
4586,1511,3440,1,28000,2
4587,1512,13024,3,27000,1
4588,1512,9820,2,37000,2
4589,1513,1270,2,33000,2
4590,1514,9739,2,25000,2
4591,1514,9744,2,22000,1
4592,1514,9801,2,33000,2
4593,1514,9786,1,27000,2
4594,1515,5953,2,27000,2
4595,1515,12346,3,28000,2
4596,1515,12352,2,35000,2
4597,1515,14676,3,28000,2
4598,1516,13792,3,33000,2
4599,1516,6300,2,35000,1
4600,1517,414,3,20000,2
4601,1517,11424,2,18000,1
4602,1517,391,2,30000,1
4603,1517,253,2,32000,2
4604,1518,7545,2,23000,2
4605,1519,5549,2,28000,2
4606,1519,5543,1,25000,2
4607,1520,13537,3,22000,2
4608,1521,9534,2,32000,2
4609,1522,1735,2,25000,2
4610,1522,1964,3,30000,2
4611,1522,2023,1,37000,2
4612,1523,11025,3,35000,1
4613,1523,11191,1,27000,2
4614,1523,10998,1,30000,2
4615,1523,11049,3,22000,2
4616,1524,4643,2,23000,1
4617,1525,9234,3,33000,2
4618,1525,9345,2,32000,2
4619,1525,9123,1,22000,2
4620,1526,1369,1,23000,2
4621,1526,13358,3,20000,2
4622,1526,1194,3,22000,2
4623,1526,941,3,20000,2
4624,1526,1119,2,37000,2
4625,1527,4463,2,25000,2
4626,1528,14659,1,33000,2
4627,1529,2411,2,37000,2
4628,1529,2457,2,25000,2
4629,1529,11767,1,20000,2
4630,1529,2478,1,25000,2
4631,1530,2410,3,20000,2
4632,1530,2380,2,23000,2
4633,1530,13471,3,37000,2
4634,1530,2258,1,28000,2
4635,1530,2383,3,18000,2
4636,1531,5138,2,30000,1
4637,1531,5161,3,28000,2
4638,1531,5286,1,22000,2
4639,1532,8772,3,30000,1
4640,1532,12819,1,30000,2
4641,1533,2144,2,20000,2
4642,1533,13454,3,35000,2
4643,1533,2191,1,22000,2
4644,1534,114,3,18000,1
4645,1534,8,2,23000,2
4646,1534,189,1,27000,2
4647,1535,7162,3,22000,2
4648,1536,6340,1,33000,2
4649,1537,7042,3,32000,2
4650,1537,7076,1,20000,2
4651,1537,7194,1,18000,2
4652,1537,6990,3,30000,2
4653,1538,654,3,28000,1
4654,1538,504,3,27000,2
4655,1538,477,1,20000,2
4656,1538,616,3,23000,2
4657,1538,11474,3,27000,2
4658,1539,14194,1,28000,2
4659,1539,14196,3,33000,2
4660,1539,102,1,25000,2
4661,1539,14200,1,35000,2
4662,1540,6089,2,22000,2
4663,1540,6005,1,28000,2
4664,1540,6107,2,35000,2
4665,1540,12369,2,32000,2
4666,1540,14669,1,37000,2
4667,1541,9692,1,22000,1
4668,1542,2567,2,20000,1
4669,1542,2839,1,28000,1
4670,1542,2655,3,25000,2
4671,1542,2494,1,25000,2
4672,1542,2850,3,27000,1
4673,1543,5293,3,32000,1
4674,1543,5144,3,28000,2
4675,1543,5441,3,18000,1
4676,1543,5204,2,33000,2
4677,1543,5462,2,28000,2
4678,1544,389,2,27000,2
4679,1544,316,1,30000,2
4680,1544,422,3,30000,2
4681,1544,375,3,23000,2
4682,1544,330,3,33000,2
4683,1545,15060,1,27000,1
4684,1545,11147,2,20000,2
4685,1546,9392,2,18000,2
4686,1546,9504,2,28000,2
4687,1547,8950,3,20000,2
4688,1547,8958,2,33000,2
4689,1547,8963,1,20000,2
4690,1548,12890,3,23000,2
4691,1549,6746,2,37000,1
4692,1549,6718,3,18000,2
4693,1550,10073,2,25000,1
4694,1551,2243,1,35000,2
4695,1551,2114,3,28000,2
4696,1551,2228,2,30000,2
4697,1552,4506,2,22000,2
4698,1552,4774,2,33000,1
4699,1552,4465,2,23000,1
4700,1553,1889,1,22000,2
4701,1553,1861,3,18000,2
4702,1553,1886,1,27000,1
4703,1554,12837,1,22000,2
4704,1554,12826,3,33000,2
4705,1554,8833,2,18000,2
4706,1554,8907,2,32000,2
4707,1554,8908,3,28000,2
4708,1555,5680,1,18000,2
4709,1555,12327,3,37000,2
4710,1555,5530,2,23000,2
4711,1555,5747,2,35000,2
4712,1555,5856,2,28000,2
4713,1556,9140,1,33000,2
4714,1556,12859,2,35000,2
4715,1557,844,3,22000,2
4716,1558,12896,3,23000,2
4717,1559,12827,2,25000,2
4718,1559,12831,2,30000,2
4719,1559,8851,2,37000,2
4720,1559,12842,3,28000,2
4721,1560,2467,1,30000,2
4722,1561,3344,1,37000,2
4723,1562,7253,2,32000,2
4724,1562,7282,2,25000,2
4725,1562,7315,3,27000,1
4726,1562,7343,1,28000,2
4727,1563,7769,1,18000,2
4728,1563,8029,1,23000,2
4729,1563,7715,2,30000,1
4730,1563,8182,3,32000,2
4731,1563,7738,3,35000,2
4732,1564,12179,3,32000,2
4733,1564,13681,1,18000,2
4734,1565,3886,1,30000,2
4735,1565,4128,1,32000,2
4736,1566,989,1,28000,2
4737,1566,856,3,23000,2
4738,1566,992,1,30000,2
4739,1566,877,1,27000,2
4740,1566,11601,2,30000,2
4741,1567,9127,3,35000,2
4742,1567,12863,1,18000,2
4743,1567,14018,3,32000,2
4744,1567,9096,3,22000,2
4745,1568,9770,1,28000,2
4746,1568,9782,3,18000,1
4747,1568,9753,1,37000,2
4748,1569,8926,2,28000,2
4749,1569,8826,1,30000,1
4750,1569,8837,2,30000,2
4751,1569,8898,2,25000,1
4752,1569,8890,3,30000,2
4753,1570,13750,3,33000,2
4754,1571,3369,2,23000,2
4755,1571,13549,1,27000,1
4756,1571,11918,1,18000,2
4757,1571,14438,2,23000,2
4758,1572,12862,2,32000,2
4759,1572,12903,3,27000,2
4760,1573,2175,2,35000,2
4761,1573,2158,2,22000,2
4762,1573,11731,3,23000,2
4763,1574,14586,2,20000,2
4764,1574,5021,2,23000,2
4765,1575,4831,3,37000,2
4766,1575,4617,2,25000,2
4767,1575,13672,2,22000,1
4768,1575,4778,2,32000,2
4769,1576,13729,3,37000,2
4770,1576,5792,3,23000,2
4771,1576,5514,1,18000,1
4772,1577,5140,3,27000,1
4773,1577,5222,1,37000,2
4774,1577,5196,1,32000,2
4775,1577,12236,3,18000,2
4776,1578,5723,3,18000,2
4777,1578,5617,1,30000,2
4778,1578,5548,2,32000,1
4779,1578,5750,1,18000,2
4780,1578,5686,2,28000,2
4781,1579,3507,3,22000,2
4782,1579,3536,3,20000,2
4783,1579,3681,1,18000,2
4784,1579,3656,2,20000,2
4785,1580,3309,3,30000,2
4786,1580,3297,1,32000,2
4787,1580,3104,2,20000,2
4788,1580,3170,2,33000,2
4789,1580,3173,1,18000,2
4790,1581,421,2,18000,2
4791,1582,7461,2,25000,2
4792,1582,7512,1,22000,1
4793,1582,7488,2,25000,2
4794,1582,12600,3,23000,2
4795,1582,7286,1,18000,2
4796,1583,4754,2,28000,2
4797,1583,4676,2,33000,2
4798,1584,5135,3,27000,2
4799,1584,12277,1,18000,1
4800,1584,5186,2,28000,1
4801,1585,11862,2,33000,2
4802,1585,2759,2,27000,2
4803,1586,10349,3,33000,1
4804,1586,10656,2,22000,2
4805,1586,10597,2,27000,1
4806,1586,10395,3,37000,2
4807,1587,11861,2,35000,2
4808,1587,3060,2,37000,1
4809,1588,6291,3,35000,1
4810,1588,6270,3,33000,2
4811,1588,12430,3,28000,2
4812,1588,6119,3,22000,1
4813,1588,6404,3,28000,2
4814,1589,241,3,35000,2
4815,1589,11424,1,18000,2
4816,1589,421,1,18000,1
4817,1590,3570,1,28000,2
4818,1590,3596,3,20000,2
4819,1590,11934,2,20000,1
4820,1590,3673,3,23000,2
4821,1591,10517,2,22000,2
4822,1592,626,2,22000,1
4823,1592,11505,2,25000,2
4824,1592,14227,1,25000,2
4825,1592,620,3,27000,2
4826,1592,715,2,20000,2
4827,1593,8827,1,27000,2
4828,1594,7740,1,23000,2
4829,1594,7721,1,30000,2
4830,1595,10076,3,20000,2
4831,1595,10048,1,25000,2
4832,1595,14078,2,33000,2
4833,1595,9939,3,32000,2
4834,1595,9885,1,37000,2
4835,1596,13210,2,32000,2
4836,1596,11305,3,32000,1
4837,1596,15089,3,28000,1
4838,1596,11115,3,18000,1
4839,1596,10782,1,37000,2
4840,1597,12437,3,18000,2
4841,1597,6543,1,30000,2
4842,1597,12442,1,35000,2
4843,1598,14916,2,35000,2
4844,1598,9154,1,22000,2
4845,1599,8721,2,22000,1
4846,1599,8795,1,18000,2
4847,1599,8764,1,27000,2
4848,1599,8731,2,23000,1
4849,1599,12812,1,22000,1
4850,1600,10597,1,27000,2
4851,1600,10625,1,25000,1
4852,1600,14108,2,25000,2
4853,1601,12266,1,22000,2
4854,1601,5303,2,18000,1
4855,1601,5241,1,20000,2
4856,1601,12252,3,25000,2
4857,1602,8784,1,37000,1
4858,1602,14882,2,28000,2
4859,1602,8703,2,18000,1
4860,1602,8661,2,28000,2
4861,1603,953,3,37000,2
4862,1603,1112,1,27000,2
4863,1603,1208,2,20000,2
4864,1603,1400,2,22000,2
4865,1603,13345,1,33000,2
4866,1604,4361,2,30000,2
4867,1604,4513,1,18000,2
4868,1604,4612,3,25000,1
4869,1604,12153,1,20000,2
4870,1604,4495,3,35000,1
4871,1605,9740,2,22000,2
4872,1605,9773,3,23000,1
4873,1605,9763,2,35000,2
4874,1605,9743,2,18000,2
4875,1606,13917,1,25000,1
4876,1606,8177,3,22000,2
4877,1606,7989,2,30000,2
4878,1606,8143,2,23000,2
4879,1606,7887,1,22000,2
4880,1607,8628,1,35000,2
4881,1608,2227,3,37000,2
4882,1608,2176,1,28000,1
4883,1609,11213,2,33000,2
4884,1609,11271,3,30000,2
4885,1610,8904,2,18000,2
4886,1610,8927,1,18000,2
4887,1610,13980,1,28000,2
4888,1610,8931,2,33000,2
4889,1611,1569,3,27000,2
4890,1611,11686,1,30000,2
4891,1612,2140,1,18000,2
4892,1613,8668,1,27000,2
4893,1614,9410,1,33000,1
4894,1614,14038,3,32000,2
4895,1614,9375,2,23000,2
4896,1615,7055,3,30000,1
4897,1615,6941,3,30000,1
4898,1615,7088,2,28000,2
4899,1615,6892,3,20000,2
4900,1616,7141,2,35000,2
4901,1617,5916,2,18000,2
4902,1617,6046,3,20000,1
4903,1617,13756,1,32000,2
4904,1618,8006,2,18000,2
4905,1618,8137,3,23000,2
4906,1618,12640,3,28000,1
4907,1619,8966,2,27000,2
4908,1619,8944,1,22000,2
4909,1619,14899,1,35000,2
4910,1619,8946,1,20000,2
4911,1619,14904,3,33000,1
4912,1620,13557,2,30000,2
4913,1620,3168,1,20000,2
4914,1621,14136,2,32000,2
4915,1622,9676,1,33000,2
4916,1622,14951,3,35000,2
4917,1622,9371,2,22000,2
4918,1622,9559,1,33000,2
4919,1623,9765,1,22000,2
4920,1623,9797,2,35000,1
4921,1623,14049,1,25000,1
4922,1623,9759,3,22000,2
4923,1623,9790,3,23000,2
4924,1624,12006,1,23000,2
4925,1624,4138,2,33000,2
4926,1624,4272,3,30000,1
4927,1624,4143,3,32000,1
4928,1624,4145,1,27000,2
4929,1625,11378,2,35000,2
4930,1625,14200,3,35000,2
4931,1625,184,1,23000,2
4932,1625,128,1,18000,2
4933,1625,183,3,25000,2
4934,1626,2257,1,20000,2
4935,1627,8791,3,37000,2
4936,1627,8698,2,22000,2
4937,1628,7255,2,32000,2
4938,1628,13880,2,27000,2
4939,1628,7568,1,22000,2
4940,1628,7478,2,23000,2
4941,1628,7262,1,23000,1
4942,1629,4895,3,22000,2
4943,1629,5032,3,33000,2
4944,1629,5097,3,18000,2
4945,1630,7511,2,35000,2
4946,1630,7227,2,27000,2
4947,1630,7532,3,18000,2
4948,1631,14398,2,20000,1
4949,1631,2883,3,32000,2
4950,1631,2963,3,22000,2
4951,1631,2833,3,18000,2
4952,1631,2669,3,22000,2
4953,1632,12440,1,35000,2
4954,1632,6632,3,18000,1
4955,1632,12492,3,23000,1
4956,1632,6493,3,22000,1
4957,1632,6832,3,25000,2
4958,1633,116,2,30000,2
4959,1634,6937,2,22000,1
4960,1634,14769,1,35000,1
4961,1634,12550,3,25000,2
4962,1635,3193,1,35000,2
4963,1635,3171,2,25000,2
4964,1635,3330,1,28000,2
4965,1635,3417,2,25000,2
4966,1636,3265,3,33000,2
4967,1636,3384,1,20000,2
4968,1636,3461,3,25000,2
4969,1636,11879,1,22000,2
4970,1637,5730,3,23000,2
4971,1637,5624,3,22000,2
4972,1638,11563,1,33000,2
4973,1638,1042,1,18000,2
4974,1638,1094,2,27000,2
4975,1638,1364,1,27000,1
4976,1638,1272,3,30000,2
4977,1639,4103,2,18000,2
4978,1639,4154,3,20000,2
4979,1639,13616,2,28000,2
4980,1639,4175,3,30000,2
4981,1640,4564,1,32000,2
4982,1640,4297,3,20000,2
4983,1640,4531,1,37000,2
4984,1641,10755,3,20000,2
4985,1641,10295,3,32000,2
4986,1641,10506,2,22000,2
4987,1641,10268,1,32000,2
4988,1642,1373,1,35000,1
4989,1642,1232,3,23000,2
4990,1642,1271,3,23000,1
4991,1642,14259,3,27000,2
4992,1643,1891,2,28000,2
4993,1643,1936,3,25000,2
4994,1643,1746,2,30000,2
4995,1644,12356,1,33000,2
4996,1644,13755,2,33000,2
4997,1645,609,1,32000,1
4998,1645,13317,1,32000,2
4999,1645,735,2,27000,1
5000,1645,597,2,33000,2
5001,1646,5580,1,23000,2
5002,1647,10162,1,18000,2
5003,1647,10129,2,23000,2
5004,1647,9895,1,18000,2
5005,1647,10041,2,30000,2
5006,1647,9942,2,37000,2
5007,1648,13059,2,22000,2
5008,1648,10411,3,18000,2
5009,1648,14108,2,25000,2
5010,1648,10503,2,25000,2
5011,1649,7711,3,20000,2
5012,1649,12648,2,22000,2
5013,1650,11388,2,35000,2
5014,1650,56,1,33000,2
5015,1650,72,3,27000,2
5016,1650,69,3,30000,2
5017,1650,11392,3,23000,2
5018,1651,206,2,35000,2
5019,1651,35,3,32000,1
5020,1651,89,2,33000,1
5021,1651,187,1,27000,2
5022,1652,5371,3,18000,2
5023,1652,5459,1,28000,1
5024,1652,13704,1,32000,2
5025,1652,5364,1,27000,2
5026,1653,8215,2,22000,2
5027,1653,8265,2,25000,2
5028,1653,8560,1,35000,2
5029,1654,3895,2,33000,1
5030,1655,6651,3,35000,2
5031,1655,6510,1,18000,2
5032,1655,6498,1,18000,2
5033,1656,9994,2,20000,2
5034,1656,10142,3,35000,1
5035,1656,9907,1,18000,2
5036,1657,2991,2,18000,2
5037,1657,2673,2,30000,2
5038,1657,2899,1,35000,2
5039,1657,11828,2,28000,2
5040,1658,422,1,30000,2
5041,1658,11435,3,27000,2
5042,1658,329,2,28000,2
5043,1658,11426,1,33000,2
5044,1659,14609,2,35000,1
5045,1659,14621,1,23000,2
5046,1659,5416,3,37000,2
5047,1660,9306,2,28000,1
5048,1660,9340,1,20000,1
5049,1661,8843,1,20000,1
5050,1662,1590,3,33000,2
5051,1662,1758,3,23000,2
5052,1662,1991,3,18000,2
5053,1662,1592,3,23000,2
5054,1663,13472,2,23000,2
5055,1663,2336,1,35000,2
5056,1663,2273,2,23000,2
5057,1663,2438,3,37000,2
5058,1664,11436,3,18000,2
5059,1664,11412,3,22000,2
5060,1664,11419,1,27000,2
5061,1664,400,1,33000,2
5062,1664,11416,3,33000,2
5063,1665,7433,2,33000,2
5064,1665,7237,1,23000,2
5065,1665,13870,1,30000,2
5066,1665,7454,2,20000,2
5067,1666,4746,3,35000,1
5068,1666,4586,1,25000,2
5069,1666,12168,1,27000,2
5070,1666,4816,3,28000,2
5071,1667,13752,1,22000,2
5072,1667,5902,2,35000,2
5073,1667,6021,1,30000,2
5074,1667,5886,2,35000,2
5075,1668,9782,1,18000,2
5076,1668,9764,3,18000,1
5077,1668,9777,1,22000,2
5078,1668,9794,1,27000,2
5079,1668,9788,2,32000,2
5080,1669,14929,1,18000,2
5081,1670,7591,3,22000,2
5082,1670,7535,2,33000,2
5083,1670,7345,1,35000,2
5084,1671,4716,3,22000,1
5085,1671,12116,2,32000,2
5086,1671,4626,2,28000,2
5087,1671,12091,1,28000,1
5088,1671,4380,3,18000,2
5089,1672,5482,3,28000,2
5090,1672,5230,3,23000,2
5091,1672,5284,3,37000,1
5092,1672,5337,3,18000,2
5093,1673,5409,3,37000,2
5094,1674,1095,1,35000,2
5095,1674,13364,2,32000,2
5096,1675,22,1,37000,2
5097,1675,111,3,18000,2
5098,1675,119,3,30000,2
5099,1676,9685,1,35000,2
5100,1676,9473,2,30000,2
5101,1677,3500,2,20000,2
5102,1678,13966,2,27000,2
5103,1678,14893,3,20000,2
5104,1679,8577,1,22000,2
5105,1679,8256,2,35000,2
5106,1679,8257,3,18000,1
5107,1679,8377,3,30000,2
5108,1679,8247,2,20000,2
5109,1680,6101,2,22000,2
5110,1680,5959,1,30000,2
5111,1680,5931,1,35000,2
5112,1680,6006,3,30000,1
5113,1681,8062,2,22000,2
5114,1682,1537,2,35000,2
5115,1682,11616,1,33000,2
5116,1683,105,2,20000,1
5117,1683,164,1,35000,2
5118,1683,10,1,33000,2
5119,1683,136,3,30000,1
5120,1684,9355,2,25000,2
5121,1684,9528,1,35000,2
5122,1684,9487,2,33000,2
5123,1684,14045,1,33000,1
5124,1684,12976,3,22000,1
5125,1685,5809,3,35000,2
5126,1685,5831,3,18000,2
5127,1685,5723,2,18000,2
5128,1685,12302,3,23000,2
5129,1686,10033,2,33000,2
5130,1686,9897,1,22000,2
5131,1687,9059,2,28000,2
5132,1688,13314,3,18000,2
5133,1688,785,1,30000,2
5134,1688,545,2,22000,2
5135,1688,746,2,32000,1
5136,1689,13621,3,20000,2
5137,1689,13629,3,20000,2
5138,1689,11972,1,20000,2
5139,1689,3821,3,28000,2
5140,1689,3891,3,25000,2
5141,1690,10322,1,30000,1
5142,1690,14102,3,32000,2
5143,1690,10357,3,25000,2
5144,1690,13144,2,35000,2
5145,1691,10214,2,22000,2
5146,1691,10340,1,28000,2
5147,1691,10599,3,25000,2
5148,1692,13546,3,25000,2
5149,1693,11055,1,32000,2
5150,1693,13183,2,27000,2
5151,1693,11316,1,27000,2
5152,1694,51,1,33000,2
5153,1694,199,2,25000,2
5154,1695,4560,3,37000,2
5155,1695,14567,2,27000,1
5156,1695,4709,3,27000,2
5157,1696,10270,2,37000,2
5158,1696,10668,2,25000,2
5159,1696,10427,3,20000,2
5160,1697,9258,2,27000,2
5161,1698,5082,2,22000,2
5162,1698,4926,3,25000,2
5163,1699,8627,1,32000,1
5164,1699,14886,2,25000,2
5165,1700,3231,1,20000,2
5166,1700,3148,1,28000,2
5167,1700,3392,1,30000,2
5168,1701,14869,2,22000,2
5169,1701,8378,1,23000,2
5170,1702,1789,3,20000,2
5171,1702,11671,3,32000,2
5172,1702,13406,2,30000,2
5173,1702,2006,1,18000,2
5174,1702,1847,3,35000,2
5175,1703,5897,3,22000,2
5176,1703,5919,3,25000,2
5177,1703,6076,3,23000,1
5178,1703,6108,2,20000,1
5179,1704,3438,3,22000,1
5180,1704,3421,2,18000,1
5181,1705,1569,3,27000,2
5182,1705,1911,3,37000,2
5183,1705,1514,2,35000,2
5184,1705,1752,3,33000,2
5185,1706,9295,2,37000,2
5186,1706,14911,2,30000,2
5187,1706,12894,1,35000,2
5188,1707,3436,1,32000,2
5189,1707,3258,3,33000,1
5190,1707,3187,1,20000,2
5191,1707,14431,3,32000,1
5192,1707,3121,1,22000,2
5193,1708,6107,2,35000,2
5194,1708,5897,1,22000,1
5195,1708,5959,3,30000,1
5196,1708,12370,1,30000,2
5197,1709,1402,3,35000,2
5198,1709,871,1,28000,2
5199,1709,1168,3,27000,2
5200,1709,1158,3,32000,2
5201,1709,1401,3,32000,2
5202,1710,3188,2,30000,2
5203,1710,3388,3,20000,2
5204,1710,3184,3,37000,2
5205,1710,3235,3,28000,1
5206,1710,11911,3,27000,2
5207,1711,5466,3,25000,1
5208,1712,1871,1,22000,2
5209,1712,11609,2,22000,2
5210,1712,1523,2,20000,1
5211,1712,1796,3,18000,2
5212,1713,9460,2,20000,2
5213,1713,9352,1,32000,2
5214,1714,5424,1,35000,2
5215,1714,5149,3,35000,2
5216,1714,5470,1,27000,2
5217,1714,12260,2,25000,2
5218,1715,9112,2,23000,2
5219,1715,9289,3,23000,1
5220,1716,2704,1,18000,2
5221,1716,3045,1,32000,2
5222,1717,10802,2,32000,2
5223,1717,11273,3,20000,2
5224,1717,11049,1,22000,2
5225,1718,13319,3,32000,2
5226,1718,593,3,28000,2
5227,1718,494,3,28000,1
5228,1719,5988,2,32000,1
5229,1720,7254,1,30000,2
5230,1721,5016,3,32000,2
5231,1721,4976,3,28000,2
5232,1721,5022,2,35000,2
5233,1721,4928,3,23000,2
5234,1721,5052,2,25000,2
5235,1722,7561,3,22000,1
5236,1722,14809,3,23000,2
5237,1722,7335,3,28000,2
5238,1722,7397,1,37000,2
5239,1722,12599,1,20000,2
5240,1723,12023,3,37000,2
5241,1723,3801,2,20000,2
5242,1723,3775,1,28000,1
5243,1724,13290,2,22000,1
5244,1725,7527,3,22000,2
5245,1725,14807,3,20000,2
5246,1725,7395,3,33000,1
5247,1726,7076,1,20000,1
5248,1727,1489,1,32000,2
5249,1727,1722,3,18000,2
5250,1728,4220,3,35000,2
5251,1728,14489,1,20000,2
5252,1729,14372,2,32000,2
5253,1730,4906,3,23000,2
5254,1731,3334,3,22000,2
5255,1731,3331,1,23000,2
5256,1731,3453,1,23000,2
5257,1731,11925,3,37000,2
5258,1732,4991,1,27000,1
5259,1732,5054,1,23000,2
5260,1732,4926,1,25000,2
5261,1732,5008,2,23000,2
5262,1732,4932,2,20000,2
5263,1733,11449,2,32000,2
5264,1733,345,3,20000,2
5265,1733,279,1,20000,2
5266,1733,442,3,30000,1
5267,1734,1294,2,32000,2
5268,1734,1164,1,22000,2
5269,1735,10459,1,25000,2
5270,1736,8639,3,20000,2
5271,1736,8626,1,33000,2
5272,1737,413,1,23000,2
5273,1737,313,2,32000,2
5274,1737,394,1,18000,1
5275,1737,268,3,37000,1
5276,1737,328,3,28000,2
5277,1738,10167,1,33000,2
5278,1738,9819,2,27000,2
5279,1739,11385,2,23000,1
5280,1739,177,3,37000,1
5281,1739,103,2,23000,2
5282,1739,222,2,33000,2
5283,1740,4979,1,28000,2
5284,1741,7931,3,20000,1
5285,1741,8207,3,25000,2
5286,1741,8174,1,22000,2
5287,1741,8006,1,18000,2
5288,1742,13938,1,30000,2
5289,1742,8247,3,20000,2
5290,1742,8350,3,20000,2
5291,1742,8392,3,25000,2
5292,1742,8276,3,18000,2
5293,1743,8295,3,37000,2
5294,1743,8274,3,23000,2
5295,1743,8540,3,32000,2
5296,1743,8454,2,35000,1
5297,1743,8507,2,30000,1
5298,1744,14000,1,22000,2
5299,1744,9313,2,33000,2
5300,1744,12898,1,20000,2
5301,1744,8976,2,25000,2
5302,1745,7827,1,25000,2
5303,1745,7956,3,20000,1
5304,1745,8081,2,25000,1
5305,1745,8066,2,35000,2
5306,1745,7675,3,25000,2
5307,1746,619,3,22000,2
5308,1746,14239,1,23000,2
5309,1746,782,3,35000,2
5310,1746,688,2,20000,2
5311,1747,5321,1,37000,2
5312,1747,5140,1,27000,2
5313,1748,7033,3,32000,1
5314,1748,7222,1,22000,2
5315,1748,7056,1,23000,2
5316,1748,12553,3,25000,2
5317,1748,12542,3,22000,2
5318,1749,7920,1,35000,2
5319,1749,8014,1,33000,2
5320,1749,14835,3,28000,2
5321,1750,78,1,18000,2
5322,1751,326,1,37000,2
5323,1751,235,1,20000,2
5324,1752,2248,3,18000,1
5325,1753,10057,3,18000,2
5326,1753,10062,1,27000,2
5327,1753,14077,3,35000,2
5328,1753,10127,1,28000,2
5329,1753,14079,2,23000,2
5330,1754,4974,2,20000,2
5331,1754,4978,2,22000,2
5332,1754,12190,3,27000,2
5333,1754,14594,3,22000,2
5334,1754,4963,3,28000,1
5335,1755,12978,1,25000,2
5336,1756,5778,3,32000,2
5337,1756,5678,2,28000,2
5338,1756,5523,3,32000,2
5339,1756,5623,3,18000,2
5340,1757,1483,3,22000,2
5341,1757,1480,2,25000,2
5342,1758,5988,1,32000,2
5343,1758,6071,2,30000,2
5344,1759,1169,2,27000,2
5345,1759,1356,3,30000,1
5346,1759,940,1,30000,1
5347,1760,1451,3,28000,1
5348,1761,9650,2,23000,2
5349,1762,14037,1,27000,2
5350,1762,9695,3,20000,2
5351,1762,9412,3,18000,2
5352,1763,14783,1,20000,2
5353,1763,7570,1,28000,2
5354,1763,7414,1,37000,2
5355,1764,10636,2,35000,2
5356,1764,10646,3,27000,2
5357,1765,3577,3,27000,2
5358,1765,3668,1,25000,1
5359,1766,1191,1,22000,2
5360,1766,878,3,32000,1
5361,1766,1299,3,33000,2
5362,1766,891,2,33000,2
5363,1767,13798,3,28000,2
5364,1767,14718,2,23000,2
5365,1768,1774,3,27000,2
5366,1768,11619,1,18000,2
5367,1768,1620,1,22000,2
5368,1768,1504,1,22000,2
5369,1769,1243,3,35000,1
5370,1769,1099,1,35000,2
5371,1770,11873,1,25000,2
