detail_view_n_id,wine_id,detail_view_n_time
2846,116,2023-07-01 00:45:48
2847,1061,2023-07-01 00:45:58
2848,466,2023-07-01 00:46:08
2849,904,2023-07-01 00:46:18
2850,690,2023-07-01 00:46:28
2851,251,2023-07-01 00:46:38
2852,1323,2023-07-01 00:46:48
2853,207,2023-07-01 00:46:58
2854,877,2023-07-01 00:47:08
2855,711,2023-07-01 00:47:18
2856,242,2023-07-01 00:47:28
2857,1196,2023-07-01 00:47:38
2858,1340,2023-07-01 00:47:48
2859,555,2023-07-01 00:47:58
2860,537,2023-07-01 00:48:08
2861,1272,2023-07-01 00:48:18
2862,1294,2023-07-01 00:48:28
2863,1013,2023-07-01 00:48:38
2864,529,2023-07-01 00:48:48
2865,743,2023-07-01 00:48:58
2866,1154,2023-07-01 00:49:08
2867,628,2023-07-01 00:49:18
2868,1359,2023-07-01 00:49:28
2869,365,2023-07-01 00:49:38
2870,1020,2023-07-01 00:49:48
2871,162,2023-07-01 00:49:58
2872,731,2023-07-01 00:50:08
2873,771,2023-07-01 00:50:18
2874,783,2023-07-01 00:50:28
2875,386,2023-07-01 00:50:38
2876,551,2023-07-01 00:50:48
2877,1313,2023-07-01 00:50:58
2878,412,2023-07-01 00:51:08
2879,625,2023-07-01 00:51:18
2880,942,2023-07-01 00:51:28
2881,284,2023-07-01 00:51:38
2882,881,2023-07-01 00:51:48
2883,718,2023-07-01 00:51:58
2884,523,2023-07-01 00:52:08
2885,276,2023-07-01 00:52:18
2886,531,2023-07-01 00:52:28
2887,125,2023-07-01 00:52:38
2888,1123,2023-07-01 00:52:48
2889,1363,2023-07-01 00:52:58
2890,174,2023-07-01 00:53:08
2891,1087,2023-07-01 00:53:18
2892,239,2023-07-01 00:53:28
2893,1284,2023-07-01 00:53:38
2894,325,2023-07-01 00:53:48
2895,706,2023-07-01 00:53:58
2896,23,2023-07-01 00:54:08
2897,187,2023-07-01 00:54:18
2898,150,2023-07-01 00:54:28
2899,1350,2023-07-01 00:54:38
2900,71,2023-07-01 00:54:48
2901,488,2023-07-01 00:54:58
2902,788,2023-07-01 00:55:08
2903,663,2023-07-01 00:55:18
2904,8,2023-07-01 00:55:28
2905,705,2023-07-01 00:55:38
2906,753,2023-07-01 00:55:48
2907,617,2023-07-01 00:55:58
2908,2,2023-07-01 00:56:08
2909,1140,2023-07-01 00:56:18
2910,980,2023-07-01 00:56:28
2911,505,2023-07-01 00:56:38
2912,529,2023-07-01 00:56:48
2913,493,2023-07-01 00:56:58
2914,622,2023-07-01 00:57:08
2915,39,2023-07-01 00:57:18
2916,520,2023-07-01 00:57:28
2917,35,2023-07-01 00:57:38
2918,110,2023-07-01 00:57:48
2919,1054,2023-07-01 00:57:58
2920,88,2023-07-01 00:58:08
2921,760,2023-07-01 00:58:18
2922,1206,2023-07-01 00:58:28
2923,771,2023-07-01 00:58:38
2924,1158,2023-07-01 00:58:48
2925,1087,2023-07-01 00:58:58
2926,43,2023-07-01 00:59:08
2927,248,2023-07-01 00:59:18
2928,832,2023-07-01 00:59:28
2929,292,2023-07-01 00:59:38
2930,1148,2023-07-01 00:59:48
2931,630,2023-07-01 00:59:58
2932,310,2023-07-01 01:00:08
2933,469,2023-07-01 01:00:18
2934,481,2023-07-01 01:00:28
2935,191,2023-07-01 01:00:38
2936,554,2023-07-01 01:00:48
2937,690,2023-07-01 01:00:58
2938,1152,2023-07-01 01:01:08
2939,1070,2023-07-01 01:01:18
2940,641,2023-07-01 01:01:28
2941,102,2023-07-01 01:01:38
2942,779,2023-07-01 01:01:48
2943,800,2023-07-01 01:01:58
2944,1365,2023-07-01 01:02:08
2945,1064,2023-07-01 01:02:18
2946,1042,2023-07-01 01:02:28
2947,1220,2023-07-01 01:02:38
2948,757,2023-07-01 01:02:48
2949,372,2023-07-01 01:02:58
2950,382,2023-07-01 01:03:08
2951,1268,2023-07-01 01:03:18
2952,1316,2023-07-01 01:03:28
2953,700,2023-07-01 01:03:38
2954,1130,2023-07-01 01:03:48
2955,1062,2023-07-01 01:03:58
2956,504,2023-07-01 01:04:08
2957,1155,2023-07-01 01:04:18
2958,643,2023-07-01 01:04:28
2959,998,2023-07-01 01:04:38
2960,272,2023-07-01 01:04:48
2961,378,2023-07-01 01:04:58
2962,946,2023-07-01 01:05:08
2963,478,2023-07-01 01:05:18
2964,768,2023-07-01 01:05:28
2965,151,2023-07-01 01:05:38
2966,431,2023-07-01 01:05:48
2967,1269,2023-07-01 01:05:58
2968,569,2023-07-01 01:06:08
2969,1254,2023-07-01 01:06:18
2970,314,2023-07-01 01:06:28
2971,562,2023-07-01 01:06:38
2972,725,2023-07-01 01:06:48
2973,954,2023-07-01 01:06:58
2974,433,2023-07-01 01:07:08
2975,1108,2023-07-01 01:07:18
2976,1064,2023-07-01 01:07:28
2977,748,2023-07-01 01:07:38
2978,317,2023-07-01 01:07:48
2979,444,2023-07-01 01:07:58
2980,673,2023-07-01 01:08:08
2981,1385,2023-07-01 01:08:18
2982,213,2023-07-01 01:08:28
2983,1167,2023-07-01 01:08:38
2984,1157,2023-07-01 01:08:48
2985,316,2023-07-01 01:08:58
2986,1118,2023-07-01 01:09:08
2987,1044,2023-07-01 01:09:18
2988,773,2023-07-01 01:09:28
2989,216,2023-07-01 01:09:38
2990,371,2023-07-01 01:09:48
2991,1232,2023-07-01 01:09:58
2992,1196,2023-07-01 01:10:08
2993,676,2023-07-01 01:10:18
2994,518,2023-07-01 01:10:28
2995,256,2023-07-01 01:10:38
2996,578,2023-07-01 01:10:48
2997,251,2023-07-01 01:10:58
2998,1181,2023-07-01 01:11:08
2999,689,2023-07-01 01:11:18
3000,1138,2023-07-01 01:11:28
3001,1012,2023-07-01 01:11:38
3002,596,2023-07-01 01:11:48
3003,331,2023-07-01 01:11:58
3004,669,2023-07-01 01:12:08
3005,870,2023-07-01 01:12:18
3006,1073,2023-07-01 01:12:28
3007,1225,2023-07-01 01:12:38
3008,417,2023-07-01 01:12:48
3009,463,2023-07-01 01:12:58
3010,509,2023-07-01 01:13:08
3011,229,2023-07-01 01:13:18
3012,1003,2023-07-01 01:13:28
3013,266,2023-07-01 01:13:38
3014,1216,2023-07-01 01:13:48
3015,1143,2023-07-01 01:13:58
3016,965,2023-07-01 01:14:08
3017,1376,2023-07-01 01:14:18
3018,426,2023-07-01 01:14:28
3019,1017,2023-07-01 01:14:38
3020,914,2023-07-01 01:14:48
3021,1378,2023-07-01 01:14:58
3022,1150,2023-07-01 01:15:08
3023,1163,2023-07-01 01:15:18
3024,12,2023-07-01 01:15:28
3025,83,2023-07-01 01:15:38
3026,294,2023-07-01 01:15:48
3027,1303,2023-07-01 01:15:58
3028,748,2023-07-01 01:16:08
3029,978,2023-07-01 01:16:18
3030,55,2023-07-01 01:16:28
3031,205,2023-07-01 01:16:38
3032,204,2023-07-01 01:16:48
3033,1016,2023-07-01 01:16:58
3034,1112,2023-07-01 01:17:08
3035,1229,2023-07-01 01:17:18
3036,1005,2023-07-01 01:17:28
3037,102,2023-07-01 01:17:38
3038,849,2023-07-01 01:17:48
3039,1191,2023-07-01 01:17:58
3040,42,2023-07-01 01:18:08
3041,374,2023-07-01 01:18:18
3042,682,2023-07-01 01:18:28
3043,507,2023-07-01 01:18:38
3044,170,2023-07-01 01:18:48
3045,739,2023-07-01 01:18:58
3046,848,2023-07-01 01:19:08
3047,463,2023-07-01 01:19:18
3048,927,2023-07-01 01:19:28
3049,1104,2023-07-01 01:19:38
3050,983,2023-07-01 01:19:48
3051,1366,2023-07-01 01:19:58
3052,1357,2023-07-01 01:20:08
3053,268,2023-07-01 01:20:18
3054,347,2023-07-01 01:20:28
3055,12,2023-07-01 01:20:38
3056,1040,2023-07-01 01:20:48
3057,1340,2023-07-01 01:20:58
3058,563,2023-07-01 01:21:08
3059,293,2023-07-01 01:21:18
3060,1177,2023-07-01 01:21:28
3061,966,2023-07-01 01:21:38
3062,1231,2023-07-01 01:21:48
3063,1337,2023-07-01 01:21:58
3064,1003,2023-07-01 01:22:08
3065,651,2023-07-01 01:22:18
3066,917,2023-07-01 01:22:28
3067,658,2023-07-01 01:22:38
3068,412,2023-07-01 01:22:48
3069,1128,2023-07-01 01:22:58
3070,873,2023-07-01 01:23:08
3071,850,2023-07-01 01:23:18
3072,223,2023-07-01 01:23:28
3073,336,2023-07-01 01:23:38
3074,189,2023-07-01 01:23:48
3075,1224,2023-07-01 01:23:58
3076,334,2023-07-01 01:24:08
3077,784,2023-07-01 01:24:18
3078,79,2023-07-01 01:24:28
3079,156,2023-07-01 01:24:38
3080,1012,2023-07-01 01:24:48
3081,28,2023-07-01 01:24:58
3082,1355,2023-07-01 01:25:08
3083,1027,2023-07-01 01:25:18
3084,441,2023-07-01 01:25:28
3085,416,2023-07-01 01:25:38
3086,1280,2023-07-01 01:25:48
3087,721,2023-07-01 01:25:58
3088,367,2023-07-01 01:26:08
3089,25,2023-07-01 01:26:18
3090,251,2023-07-01 01:26:28
3091,241,2023-07-01 01:26:38
3092,162,2023-07-01 01:26:48
3093,58,2023-07-01 01:26:58
3094,1284,2023-07-01 01:27:08
3095,1049,2023-07-01 01:27:18
3096,40,2023-07-01 01:27:28
3097,415,2023-07-01 01:27:38
3098,1252,2023-07-01 01:27:48
3099,1326,2023-07-01 01:27:58
3100,283,2023-07-01 01:28:08
3101,85,2023-07-01 01:28:18
3102,919,2023-07-01 01:28:28
3103,920,2023-07-01 01:28:38
3104,1115,2023-07-01 01:28:48
3105,199,2023-07-01 01:28:58
3106,987,2023-07-01 01:29:08
3107,709,2023-07-01 01:29:18
3108,712,2023-07-01 01:29:28
3109,1353,2023-07-01 01:29:38
3110,1111,2023-07-01 01:29:48
3111,1032,2023-07-01 01:29:58
3112,873,2023-07-01 01:30:08
3113,379,2023-07-01 01:30:18
3114,827,2023-07-01 01:30:28
3115,93,2023-07-01 01:30:38
3116,367,2023-07-01 01:30:48
3117,793,2023-07-01 01:30:58
3118,541,2023-07-01 01:31:08
3119,1123,2023-07-01 01:31:18
3120,143,2023-07-01 01:31:28
3121,162,2023-07-01 01:31:38
3122,1300,2023-07-01 01:31:48
3123,403,2023-07-01 01:31:58
3124,508,2023-07-01 01:32:08
3125,966,2023-07-01 01:32:18
3126,1122,2023-07-01 01:32:28
3127,656,2023-07-01 01:32:38
3128,33,2023-07-01 01:32:48
3129,1388,2023-07-01 01:32:58
3130,1233,2023-07-01 01:33:08
3131,275,2023-07-01 01:33:18
3132,1004,2023-07-01 01:33:28
3133,1002,2023-07-01 01:33:38
3134,152,2023-07-01 01:33:48
3135,1143,2023-07-01 01:33:58
3136,19,2023-07-01 01:34:08
3137,410,2023-07-01 01:34:18
3138,1055,2023-07-01 01:34:28
3139,585,2023-07-01 01:34:38
3140,890,2023-07-01 01:34:48
3141,127,2023-07-01 01:34:58
3142,984,2023-07-01 01:35:08
3143,678,2023-07-01 01:35:18
3144,853,2023-07-01 01:35:28
3145,1237,2023-07-01 01:35:38
3146,194,2023-07-01 01:35:48
3147,1193,2023-07-01 01:35:58
3148,1,2023-07-01 01:36:08
3149,1286,2023-07-01 01:36:18
3150,625,2023-07-01 01:36:28
3151,512,2023-07-01 01:36:38
3152,173,2023-07-01 01:36:48
3153,443,2023-07-01 01:36:58
3154,865,2023-07-01 01:37:08
3155,1375,2023-07-01 01:37:18
3156,181,2023-07-01 01:37:28
3157,222,2023-07-01 01:37:38
3158,1008,2023-07-01 01:37:48
3159,70,2023-07-01 01:37:58
3160,988,2023-07-01 01:38:08
3161,672,2023-07-01 01:38:18
3162,131,2023-07-01 01:38:28
3163,544,2023-07-01 01:38:38
3164,285,2023-07-01 01:38:48
3165,103,2023-07-01 01:38:58
3166,197,2023-07-01 01:39:08
3167,936,2023-07-01 01:39:18
3168,1263,2023-07-01 01:39:28
3169,326,2023-07-01 01:39:38
3170,664,2023-07-01 01:39:48
3171,960,2023-07-01 01:39:58
3172,833,2023-07-01 01:40:08
3173,1085,2023-07-01 01:40:18
3174,1127,2023-07-01 01:40:28
3175,1121,2023-07-01 01:40:38
3176,1068,2023-07-01 01:40:48
3177,1258,2023-07-01 01:40:58
3178,593,2023-07-01 01:41:08
3179,948,2023-07-01 01:41:18
3180,765,2023-07-01 01:41:28
3181,77,2023-07-01 01:41:38
3182,744,2023-07-01 01:41:48
3183,266,2023-07-01 01:41:58
3184,787,2023-07-01 01:42:08
3185,1018,2023-07-01 01:42:18
3186,979,2023-07-01 01:42:28
3187,77,2023-07-01 01:42:38
3188,1176,2023-07-01 01:42:48
3189,914,2023-07-01 01:42:58
3190,200,2023-07-01 01:43:08
3191,1110,2023-07-01 01:43:18
3192,42,2023-07-01 01:43:28
3193,605,2023-07-01 01:43:38
3194,813,2023-07-01 01:43:48
3195,64,2023-07-01 01:43:58
3196,269,2023-07-01 01:44:08
3197,665,2023-07-01 01:44:18
3198,422,2023-07-01 01:44:28
3199,1163,2023-07-01 01:44:38
3200,163,2023-07-01 01:44:48
3201,1250,2023-07-01 01:44:58
3202,85,2023-07-01 01:45:08
3203,764,2023-07-01 01:45:18
3204,1224,2023-07-01 01:45:28
3205,351,2023-07-01 01:45:38
3206,682,2023-07-01 01:45:48
3207,1258,2023-07-01 01:45:58
3208,285,2023-07-01 01:46:08
3209,1344,2023-07-01 01:46:18
3210,745,2023-07-01 01:46:28
3211,420,2023-07-01 01:46:38
3212,75,2023-07-01 01:46:48
3213,719,2023-07-01 01:46:58
3214,1192,2023-07-01 01:47:08
3215,1155,2023-07-01 01:47:18
3216,551,2023-07-01 01:47:28
3217,658,2023-07-01 01:47:38
3218,1107,2023-07-01 01:47:48
3219,1376,2023-07-01 01:47:58
3220,262,2023-07-01 01:48:08
3221,372,2023-07-01 01:48:18
3222,496,2023-07-01 01:48:28
3223,1,2023-07-01 01:48:38
3224,30,2023-07-01 01:48:48
3225,897,2023-07-01 01:48:58
3226,661,2023-07-01 01:49:08
3227,161,2023-07-01 01:49:18
3228,849,2023-07-01 01:49:28
3229,1255,2023-07-01 01:49:38
3230,483,2023-07-01 01:49:48
3231,633,2023-07-01 01:49:58
3232,1194,2023-07-01 01:50:08
3233,729,2023-07-01 01:50:18
3234,637,2023-07-01 01:50:28
3235,1149,2023-07-01 01:50:38
3236,807,2023-07-01 01:50:48
3237,667,2023-07-01 01:50:58
3238,1274,2023-07-01 01:51:08
3239,686,2023-07-01 01:51:18
3240,1154,2023-07-01 01:51:28
3241,137,2023-07-01 01:51:38
3242,788,2023-07-01 01:51:48
3243,385,2023-07-01 01:51:58
3244,1118,2023-07-01 01:52:08
3245,575,2023-07-01 01:52:18
3246,34,2023-07-01 01:52:28
3247,885,2023-07-01 01:52:38
3248,10,2023-07-01 01:52:48
3249,673,2023-07-01 01:52:58
3250,1342,2023-07-01 01:53:08
3251,312,2023-07-01 01:53:18
3252,854,2023-07-01 01:53:28
3253,1179,2023-07-01 01:53:38
3254,288,2023-07-01 01:53:48
3255,992,2023-07-01 01:53:58
3256,180,2023-07-01 01:54:08
3257,376,2023-07-01 01:54:18
3258,1228,2023-07-01 01:54:28
3259,1098,2023-07-01 01:54:38
3260,358,2023-07-01 01:54:48
3261,183,2023-07-01 01:54:58
3262,1180,2023-07-01 01:55:08
3263,659,2023-07-01 01:55:18
3264,1055,2023-07-01 01:55:28
3265,871,2023-07-01 01:55:38
3266,414,2023-07-01 01:55:48
3267,195,2023-07-01 01:55:58
3268,321,2023-07-01 01:56:08
3269,1238,2023-07-01 01:56:18
3270,893,2023-07-01 01:56:28
3271,803,2023-07-01 01:56:38
3272,796,2023-07-01 01:56:48
3273,460,2023-07-01 01:56:58
3274,1041,2023-07-01 01:57:08
3275,635,2023-07-01 01:57:18
3276,158,2023-07-01 01:57:28
3277,1136,2023-07-01 01:57:38
3278,1106,2023-07-01 01:57:48
3279,160,2023-07-01 01:57:58
3280,465,2023-07-01 01:58:08
3281,1047,2023-07-01 01:58:18
3282,795,2023-07-01 01:58:28
3283,356,2023-07-01 01:58:38
3284,569,2023-07-01 01:58:48
3285,550,2023-07-01 01:58:58
3286,818,2023-07-01 01:59:08
3287,1345,2023-07-01 01:59:18
3288,751,2023-07-01 01:59:28
3289,475,2023-07-01 01:59:38
3290,342,2023-07-01 01:59:48
3291,19,2023-07-01 01:59:58
3292,77,2023-07-01 02:00:08
3293,305,2023-07-01 02:00:18
3294,214,2023-07-01 02:00:28
3295,572,2023-07-01 02:00:38
3296,1376,2023-07-01 02:00:48
3297,1320,2023-07-01 02:00:58
3298,900,2023-07-01 02:01:08
3299,637,2023-07-01 02:01:18
3300,1387,2023-07-01 02:01:28
3301,672,2023-07-01 02:01:38
3302,369,2023-07-01 02:01:48
3303,835,2023-07-01 02:01:58
3304,32,2023-07-01 02:02:08
3305,112,2023-07-01 02:02:18
3306,620,2023-07-01 02:02:28
3307,1108,2023-07-01 02:02:38
3308,388,2023-07-01 02:02:48
3309,23,2023-07-01 02:02:58
3310,345,2023-07-01 02:03:08
3311,360,2023-07-01 02:03:18
3312,1080,2023-07-01 02:03:28
3313,132,2023-07-01 02:03:38
3314,282,2023-07-01 02:03:48
3315,1114,2023-07-01 02:03:58
3316,750,2023-07-01 02:04:08
3317,1337,2023-07-01 02:04:18
3318,591,2023-07-01 02:04:28
3319,1275,2023-07-01 02:04:38
3320,1256,2023-07-01 02:04:48
3321,378,2023-07-01 02:04:58
3322,1267,2023-07-01 02:05:08
3323,1061,2023-07-01 02:05:18
3324,372,2023-07-01 02:05:28
3325,379,2023-07-01 02:05:38
3326,954,2023-07-01 02:05:48
3327,256,2023-07-01 02:05:58
3328,910,2023-07-01 02:06:08
3329,497,2023-07-01 02:06:18
3330,805,2023-07-01 02:06:28
3331,1265,2023-07-01 02:06:38
3332,486,2023-07-01 02:06:48
3333,281,2023-07-01 02:06:58
3334,1228,2023-07-01 02:07:08
3335,890,2023-07-01 02:07:18
3336,728,2023-07-01 02:07:28
3337,750,2023-07-01 02:07:38
3338,1226,2023-07-01 02:07:48
3339,378,2023-07-01 02:07:58
3340,1293,2023-07-01 02:08:08
3341,1369,2023-07-01 02:08:18
3342,502,2023-07-01 02:08:28
3343,998,2023-07-01 02:08:38
3344,148,2023-07-01 02:08:48
3345,749,2023-07-01 02:08:58
3346,887,2023-07-01 02:09:08
3347,336,2023-07-01 02:09:18
3348,785,2023-07-01 02:09:28
3349,1301,2023-07-01 02:09:38
3350,588,2023-07-01 02:09:48
3351,1254,2023-07-01 02:09:58
3352,400,2023-07-01 02:10:08
3353,820,2023-07-01 02:10:18
3354,1310,2023-07-01 02:10:28
3355,1068,2023-07-01 02:10:38
3356,1245,2023-07-01 02:10:48
3357,179,2023-07-01 02:10:58
3358,825,2023-07-01 02:11:08
3359,1141,2023-07-01 02:11:18
3360,181,2023-07-01 02:11:28
3361,789,2023-07-01 02:11:38
3362,346,2023-07-01 02:11:48
3363,300,2023-07-01 02:11:58
3364,112,2023-07-01 02:12:08
3365,295,2023-07-01 02:12:18
3366,689,2023-07-01 02:12:28
3367,182,2023-07-01 02:12:38
3368,401,2023-07-01 02:12:48
3369,924,2023-07-01 02:12:58
3370,610,2023-07-01 02:13:08
3371,898,2023-07-01 02:13:18
3372,1036,2023-07-01 02:13:28
3373,99,2023-07-01 02:13:38
3374,1263,2023-07-01 02:13:48
3375,797,2023-07-01 02:13:58
3376,1199,2023-07-01 02:14:08
3377,592,2023-07-01 02:14:18
3378,299,2023-07-01 02:14:28
3379,389,2023-07-01 02:14:38
3380,491,2023-07-01 02:14:48
3381,494,2023-07-01 02:14:58
3382,792,2023-07-01 02:15:08
3383,449,2023-07-01 02:15:18
3384,426,2023-07-01 02:15:28
3385,191,2023-07-01 02:15:38
3386,751,2023-07-01 02:15:48
3387,1349,2023-07-01 02:15:58
3388,653,2023-07-01 02:16:08
3389,106,2023-07-01 02:16:18
3390,624,2023-07-01 02:16:28
3391,934,2023-07-01 02:16:38
3392,507,2023-07-01 02:16:48
3393,257,2023-07-01 02:16:58
3394,288,2023-07-01 02:17:08
3395,151,2023-07-01 02:17:18
3396,1328,2023-07-01 02:17:28
3397,1297,2023-07-01 02:17:38
3398,1261,2023-07-01 02:17:48
3399,726,2023-07-01 02:17:58
3400,296,2023-07-01 02:18:08
3401,599,2023-07-01 02:18:18
3402,7,2023-07-01 02:18:28
3403,817,2023-07-01 02:18:38
3404,866,2023-07-01 02:18:48
3405,759,2023-07-01 02:18:58
3406,910,2023-07-01 02:19:08
3407,254,2023-07-01 02:19:18
3408,650,2023-07-01 02:19:28
3409,960,2023-07-01 02:19:38
3410,419,2023-07-01 02:19:48
3411,1004,2023-07-01 02:19:58
3412,1254,2023-07-01 02:20:08
3413,1367,2023-07-01 02:20:18
3414,354,2023-07-01 02:20:28
3415,507,2023-07-01 02:20:38
3416,791,2023-07-01 02:20:48
3417,968,2023-07-01 02:20:58
3418,152,2023-07-01 02:21:08
3419,1341,2023-07-01 02:21:18
3420,301,2023-07-01 02:21:28
3421,798,2023-07-01 02:21:38
3422,388,2023-07-01 02:21:48
3423,712,2023-07-01 02:21:58
3424,327,2023-07-01 02:22:08
3425,1343,2023-07-01 02:22:18
3426,901,2023-07-01 02:22:28
3427,214,2023-07-01 02:22:38
3428,766,2023-07-01 02:22:48
3429,588,2023-07-01 02:22:58
3430,425,2023-07-01 02:23:08
3431,326,2023-07-01 02:23:18
3432,1237,2023-07-01 02:23:28
3433,162,2023-07-01 02:23:38
3434,1135,2023-07-01 02:23:48
3435,579,2023-07-01 02:23:58
3436,1345,2023-07-01 02:24:08
3437,383,2023-07-01 02:24:18
3438,826,2023-07-01 02:24:28
3439,904,2023-07-01 02:24:38
3440,1368,2023-07-01 02:24:48
3441,907,2023-07-01 02:24:58
3442,947,2023-07-01 02:25:08
3443,327,2023-07-01 02:25:18
3444,172,2023-07-01 02:25:28
3445,1186,2023-07-01 02:25:38
3446,924,2023-07-01 02:25:48
3447,1102,2023-07-01 02:25:58
3448,163,2023-07-01 02:26:08
3449,21,2023-07-01 02:26:18
3450,817,2023-07-01 02:26:28
3451,80,2023-07-01 02:26:38
3452,71,2023-07-01 02:26:48
3453,575,2023-07-01 02:26:58
3454,501,2023-07-01 02:27:08
3455,1292,2023-07-01 02:27:18
3456,72,2023-07-01 02:27:28
3457,761,2023-07-01 02:27:38
3458,316,2023-07-01 02:27:48
3459,1198,2023-07-01 02:27:58
3460,1024,2023-07-01 02:28:08
3461,87,2023-07-01 02:28:18
3462,780,2023-07-01 02:28:28
3463,1155,2023-07-01 02:28:38
3464,359,2023-07-01 02:28:48
3465,884,2023-07-01 02:28:58
3466,53,2023-07-01 02:29:08
3467,23,2023-07-01 02:29:18
3468,734,2023-07-01 02:29:28
3469,903,2023-07-01 02:29:38
3470,1316,2023-07-01 02:29:48
3471,47,2023-07-01 02:29:58
3472,232,2023-07-01 02:30:08
3473,54,2023-07-01 02:30:18
3474,18,2023-07-01 02:30:28
3475,1033,2023-07-01 02:30:38
3476,1010,2023-07-01 02:30:48
3477,281,2023-07-01 02:30:58
3478,1005,2023-07-01 02:31:08
3479,128,2023-07-01 02:31:18
3480,1182,2023-07-01 02:31:28
3481,645,2023-07-01 02:31:38
3482,1301,2023-07-01 02:31:48
3483,222,2023-07-01 02:31:58
3484,1118,2023-07-01 02:32:08
3485,742,2023-07-01 02:32:18
3486,11,2023-07-01 02:32:28
3487,1270,2023-07-01 02:32:38
3488,640,2023-07-01 02:32:48
3489,916,2023-07-01 02:32:58
3490,357,2023-07-01 02:33:08
3491,1198,2023-07-01 02:33:18
3492,176,2023-07-01 02:33:28
3493,1131,2023-07-01 02:33:38
3494,640,2023-07-01 02:33:48
3495,794,2023-07-01 02:33:58
3496,91,2023-07-01 02:34:08
3497,690,2023-07-01 02:34:18
3498,914,2023-07-01 02:34:28
3499,824,2023-07-01 02:34:38
3500,157,2023-07-01 02:34:48
3501,1340,2023-07-01 02:34:58
3502,1188,2023-07-01 02:35:08
3503,537,2023-07-01 02:35:18
3504,1096,2023-07-01 02:35:28
3505,1056,2023-07-01 02:35:38
3506,773,2023-07-01 02:35:48
3507,71,2023-07-01 02:35:58
3508,1035,2023-07-01 02:36:08
3509,714,2023-07-01 02:36:18
3510,1307,2023-07-01 02:36:28
3511,970,2023-07-01 02:36:38
3512,1137,2023-07-01 02:36:48
3513,1363,2023-07-01 02:36:58
3514,1,2023-07-01 02:37:08
3515,1029,2023-07-01 02:37:18
3516,102,2023-07-01 02:37:28
3517,814,2023-07-01 02:37:38
3518,182,2023-07-01 02:37:48
3519,1102,2023-07-01 02:37:58
3520,564,2023-07-01 02:38:08
3521,1344,2023-07-01 02:38:18
3522,817,2023-07-01 02:38:28
3523,1384,2023-07-01 02:38:38
3524,954,2023-07-01 02:38:48
3525,795,2023-07-01 02:38:58
3526,1353,2023-07-01 02:39:08
3527,254,2023-07-01 02:39:18
3528,575,2023-07-01 02:39:28
3529,419,2023-07-01 02:39:38
3530,234,2023-07-01 02:39:48
3531,125,2023-07-01 02:39:58
3532,1238,2023-07-01 02:40:08
3533,833,2023-07-01 02:40:18
3534,1256,2023-07-01 02:40:28
3535,658,2023-07-01 02:40:38
3536,458,2023-07-01 02:40:48
3537,43,2023-07-01 02:40:58
3538,68,2023-07-01 02:41:08
3539,263,2023-07-01 02:41:18
3540,404,2023-07-01 02:41:28
3541,57,2023-07-01 02:41:38
3542,580,2023-07-01 02:41:48
3543,1201,2023-07-01 02:41:58
3544,84,2023-07-01 02:42:08
3545,1013,2023-07-01 02:42:18
3546,660,2023-07-01 02:42:28
3547,768,2023-07-01 02:42:38
3548,818,2023-07-01 02:42:48
3549,449,2023-07-01 02:42:58
3550,116,2023-07-01 02:43:08
3551,843,2023-07-01 02:43:18
3552,1177,2023-07-01 02:43:28
3553,696,2023-07-01 02:43:38
3554,1100,2023-07-01 02:43:48
3555,1002,2023-07-01 02:43:58
3556,265,2023-07-01 02:44:08
3557,1156,2023-07-01 02:44:18
3558,731,2023-07-01 02:44:28
3559,295,2023-07-01 02:44:38
3560,85,2023-07-01 02:44:48
3561,1217,2023-07-01 02:44:58
3562,366,2023-07-01 02:45:08
3563,107,2023-07-01 02:45:18
3564,310,2023-07-01 02:45:28
3565,133,2023-07-01 02:45:38
3566,1249,2023-07-01 02:45:48
3567,208,2023-07-01 02:45:58
3568,253,2023-07-01 02:46:08
3569,727,2023-07-01 02:46:18
3570,866,2023-07-01 02:46:28
3571,303,2023-07-01 02:46:38
3572,779,2023-07-01 02:46:48
3573,736,2023-07-01 02:46:58
3574,1336,2023-07-01 02:47:08
3575,514,2023-07-01 02:47:18
3576,205,2023-07-01 02:47:28
3577,1145,2023-07-01 02:47:38
3578,1238,2023-07-01 02:47:48
3579,925,2023-07-01 02:47:58
3580,917,2023-07-01 02:48:08
3581,1198,2023-07-01 02:48:18
3582,681,2023-07-01 02:48:28
3583,1349,2023-07-01 02:48:38
3584,1192,2023-07-01 02:48:48
3585,636,2023-07-01 02:48:58
3586,533,2023-07-01 02:49:08
3587,182,2023-07-01 02:49:18
3588,469,2023-07-01 02:49:28
3589,755,2023-07-01 02:49:38
3590,786,2023-07-01 02:49:48
3591,1093,2023-07-01 02:49:58
3592,1133,2023-07-01 02:50:08
3593,771,2023-07-01 02:50:18
3594,124,2023-07-01 02:50:28
3595,1126,2023-07-01 02:50:38
3596,167,2023-07-01 02:50:48
3597,652,2023-07-01 02:50:58
3598,331,2023-07-01 02:51:08
3599,366,2023-07-01 02:51:18
3600,469,2023-07-01 02:51:28
3601,919,2023-07-01 02:51:38
3602,11,2023-07-01 02:51:48
3603,1230,2023-07-01 02:51:58
3604,907,2023-07-01 02:52:08
3605,290,2023-07-01 02:52:18
3606,374,2023-07-01 02:52:28
3607,349,2023-07-01 02:52:38
3608,1215,2023-07-01 02:52:48
3609,155,2023-07-01 02:52:58
