user_id,wine_id,purchase_det_number
user152,1257,3.0
user140,1257,3.0
user278,1257,3.0
user207,1257,2.0
user274,1257,2.0
user228,1257,2.0
user189,1257,1.0
user078,1257,2.0
user241,1257,2.0
user147,1257,2.0
user220,1257,1.0
user101,1257,1.0
user327,1257,3.0
user293,1257,3.0
user031,1257,1.0
user017,1257,1.0
user310,1257,3.0
user224,1257,1.0
user236,1257,3.0
user191,1257,1.0
user044,1257,2.0
user031,1257,2.0
user036,1257,2.0
user326,1257,3.0
user330,1257,1.0
user111,1257,3.0
user190,1257,2.0
user152,1142,1.0
user045,1142,1.0
user108,1142,1.0
user239,1142,1.0
user310,1142,2.0
user066,1142,1.0
user110,1142,3.0
user270,1142,3.0
user194,1142,3.0
user270,1142,2.0
user270,1142,3.0
user241,1142,1.0
user222,1142,3.0
user094,1142,1.0
user043,1142,2.0
user243,1142,2.0
user256,1142,2.0
user258,1142,3.0
user071,1142,1.0
user014,1142,3.0
user048,1142,1.0
user271,1142,3.0
user152,591,2.0
user106,591,3.0
user204,591,2.0
user054,591,3.0
user036,591,2.0
user117,591,3.0
user327,591,2.0
user098,591,1.0
user011,591,3.0
user101,591,3.0
user208,591,3.0
user327,591,3.0
user001,591,3.0
user170,591,2.0
user129,591,1.0
user298,591,3.0
user010,591,1.0
user200,591,3.0
user239,591,2.0
user295,591,2.0
user161,591,3.0
user171,591,1.0
user217,591,3.0
user314,591,3.0
user183,591,1.0
user120,591,2.0
user193,591,2.0
user054,591,1.0
user113,591,1.0
user325,591,2.0
user152,106,3.0
user250,106,1.0
user222,106,2.0
user320,106,2.0
user220,106,3.0
user280,106,2.0
user314,106,2.0
user173,106,1.0
user191,106,2.0
user212,106,3.0
user071,106,1.0
user049,106,3.0
user097,106,2.0
user242,106,3.0
user047,106,3.0
user312,106,3.0
user207,106,3.0
user017,106,2.0
user131,106,1.0
user170,106,1.0
user073,106,3.0
user182,106,1.0
user102,106,3.0
user200,106,1.0
user136,106,2.0
user254,106,3.0
user273,392,1.0
user095,392,2.0
user166,392,1.0
user046,392,3.0
user295,392,3.0
user256,392,2.0
user293,392,3.0
user272,392,2.0
user285,392,3.0
user248,392,1.0
user262,392,1.0
user051,392,2.0
user300,392,2.0
user230,392,3.0
user175,392,2.0
user320,392,3.0
user131,392,1.0
user311,392,2.0
user154,392,3.0
user111,392,1.0
user037,392,1.0
user215,392,2.0
user010,392,3.0
user289,392,2.0
user138,392,2.0
user126,392,1.0
user167,392,3.0
user251,392,1.0
user174,392,3.0
user273,350,1.0
user191,350,2.0
user168,350,1.0
user273,350,3.0
user244,350,3.0
user018,350,2.0
user254,350,3.0
user142,350,3.0
user243,350,2.0
user320,350,1.0
user283,350,1.0
user253,350,1.0
user268,350,3.0
user076,350,1.0
user305,350,2.0
user175,350,2.0
user064,350,3.0
user229,350,1.0
user083,350,2.0
user041,350,3.0
user243,350,3.0
user108,350,3.0
user296,350,1.0
user076,350,2.0
user115,350,1.0
user156,350,2.0
user265,350,3.0
user037,350,3.0
user273,1233,3.0
user075,1233,2.0
user017,1233,2.0
user178,1233,1.0
user121,1233,3.0
user260,1233,2.0
user119,1233,2.0
user237,1233,1.0
user078,1233,2.0
user325,1233,3.0
user229,1233,2.0
user204,1233,2.0
user017,1233,2.0
user101,1233,3.0
user048,1233,3.0
user219,1233,2.0
user313,1233,1.0
user264,1233,2.0
user230,1233,2.0
user196,1233,2.0
user273,1178,2.0
user304,1178,1.0
user137,1178,1.0
user180,1178,1.0
user136,1178,3.0
user117,1178,1.0
user260,1178,1.0
user077,1178,2.0
user100,1178,2.0
user159,1178,3.0
user111,1178,2.0
user304,1178,3.0
user049,1178,1.0
user019,1178,1.0
user264,1178,1.0
user094,1178,3.0
user237,1178,3.0
user179,1178,2.0
user068,1178,3.0
user203,1089,1.0
user110,1089,3.0
user014,1089,2.0
user327,1089,2.0
user213,1089,3.0
user054,1089,2.0
user095,1089,3.0
user328,1089,2.0
user051,1089,2.0
user222,1089,1.0
user140,1089,1.0
user213,277,3.0
user247,277,2.0
user307,277,1.0
user167,277,3.0
user128,277,2.0
user251,277,2.0
user315,277,3.0
user070,277,3.0
user305,277,3.0
user231,277,2.0
user271,277,2.0
user139,277,3.0
user119,277,1.0
user178,277,3.0
user233,277,2.0
user139,277,2.0
user103,277,3.0
user253,277,1.0
user301,277,1.0
user228,277,3.0
user193,277,3.0
user200,277,2.0
user247,277,2.0
user022,277,1.0
user195,277,3.0
user013,277,1.0
user213,1227,2.0
user200,1227,3.0
user135,1227,2.0
user212,1227,2.0
user310,1227,3.0
user212,1227,2.0
user236,1227,1.0
user231,1227,1.0
user251,1227,1.0
user300,1227,1.0
user300,1227,1.0
user306,1227,1.0
user139,1227,1.0
user287,1227,2.0
user094,1227,2.0
user270,1227,3.0
user173,1227,2.0
user268,1227,3.0
user257,1227,2.0
user127,1227,2.0
user032,1227,1.0
user187,1227,3.0
user243,1227,2.0
user230,1227,3.0
user227,1227,1.0
user281,1227,1.0
user316,1227,3.0
user330,1227,1.0
user103,1227,1.0
user021,1227,1.0
user043,1227,3.0
user088,1227,2.0
user140,1227,2.0
user172,1227,2.0
user100,1227,2.0
user295,1227,3.0
user298,1227,3.0
user278,1227,3.0
user046,1227,2.0
user252,1227,2.0
user210,1227,3.0
user090,1227,2.0
user267,1227,3.0
user199,934,1.0
user028,934,1.0
user181,934,1.0
user294,934,3.0
user229,934,1.0
user135,934,1.0
user325,934,2.0
user294,934,3.0
user263,934,3.0
user028,934,1.0
user278,934,3.0
user028,934,3.0
user001,934,3.0
user234,934,2.0
user263,934,1.0
user072,934,1.0
user135,934,3.0
user072,934,3.0
user186,934,3.0
user177,934,3.0
user304,934,3.0
user200,934,1.0
user198,934,3.0
user183,934,2.0
user056,934,2.0
user321,934,3.0
user209,934,2.0
user148,934,3.0
user076,934,2.0
user038,934,1.0
user158,934,3.0
user298,934,3.0
user207,934,2.0
user279,934,3.0
user081,934,2.0
user313,934,2.0
user199,794,2.0
user002,794,1.0
user234,794,3.0
user278,794,2.0
user199,794,2.0
user293,794,2.0
user101,794,3.0
user108,794,3.0
user181,794,2.0
user182,794,2.0
user259,794,2.0
user237,794,1.0
user275,794,2.0
user285,794,1.0
user122,794,3.0
user074,794,2.0
user055,794,3.0
user161,794,2.0
user193,794,1.0
user013,794,2.0
user304,794,3.0
user013,794,1.0
user117,794,1.0
user263,794,3.0
user291,794,2.0
user265,794,1.0
user157,794,2.0
user186,794,3.0
user255,794,2.0
user206,794,1.0
user198,794,3.0
user301,794,3.0
user198,794,2.0
user115,794,3.0
user255,794,1.0
user088,794,1.0
user306,794,1.0
user238,794,1.0
user238,794,1.0
user292,1341,2.0
user325,1341,1.0
user263,1341,2.0
user102,1341,2.0
user073,1341,2.0
user149,1341,3.0
user209,1341,3.0
user119,1341,1.0
user123,1341,2.0
user217,1341,3.0
user056,1341,3.0
user272,1341,1.0
user214,1341,3.0
user014,1341,3.0
user022,1341,1.0
user080,1341,1.0
user228,1341,1.0
user292,293,3.0
user265,293,3.0
user263,293,2.0
user109,293,2.0
user229,293,3.0
user207,293,2.0
user213,293,2.0
user045,293,1.0
user134,293,2.0
user046,293,1.0
user002,293,3.0
user017,293,1.0
user295,293,3.0
user285,293,1.0
user263,293,2.0
user193,293,3.0
user273,293,3.0
user199,293,3.0
user001,293,3.0
user192,293,2.0
user100,293,2.0
user137,293,3.0
user140,293,3.0
user087,293,2.0
user304,293,3.0
user143,293,3.0
user308,293,2.0
user132,293,2.0
user262,293,1.0
user055,293,2.0
user074,293,3.0
user061,293,3.0
user257,293,2.0
user190,293,3.0
user011,293,3.0
user160,293,1.0
user081,293,2.0
user174,293,3.0
user292,427,1.0
user324,427,1.0
user294,427,2.0
user317,427,2.0
user044,427,1.0
user152,427,2.0
user246,427,3.0
user069,427,1.0
user138,427,2.0
user184,427,1.0
user187,427,3.0
user253,427,1.0
user194,427,3.0
user078,427,1.0
user200,427,2.0
user107,427,2.0
user012,427,2.0
user271,427,3.0
user250,754,3.0
user145,754,2.0
user257,754,2.0
user177,754,1.0
user151,754,3.0
user279,754,1.0
user302,754,1.0
user270,754,1.0
user045,754,1.0
user062,754,3.0
user071,754,1.0
user214,754,3.0
user056,754,1.0
user261,754,1.0
user329,754,2.0
user081,754,2.0
user028,754,2.0
user299,754,3.0
user041,754,1.0
user028,754,2.0
user229,754,1.0
user269,754,1.0
user170,754,3.0
user097,754,3.0
user201,754,2.0
user044,754,2.0
user166,754,3.0
user054,754,3.0
user252,754,2.0
user010,754,3.0
user117,754,1.0
user117,754,1.0
user250,243,3.0
user241,243,2.0
user283,243,3.0
user178,243,2.0
user099,243,3.0
user299,243,3.0
user250,243,3.0
user271,243,3.0
user092,243,2.0
user233,243,1.0
user246,243,2.0
user277,243,2.0
user129,243,2.0
user170,243,2.0
user285,243,2.0
user324,243,1.0
user135,243,2.0
user010,243,2.0
user295,243,1.0
user307,243,3.0
user307,243,3.0
user195,243,3.0
user180,243,1.0
user089,243,1.0
user284,243,3.0
user277,243,2.0
user277,243,3.0
user247,243,1.0
user277,243,2.0
user002,243,2.0
user002,243,3.0
user152,243,1.0
user210,243,2.0
user175,243,2.0
user174,243,1.0
user302,243,3.0
user250,1204,3.0
user147,1204,1.0
user297,1204,2.0
user123,1204,3.0
user194,1204,2.0
user309,1204,1.0
user056,1204,2.0
user261,1204,3.0
user312,1204,1.0
user071,1204,1.0
user175,1204,2.0
user305,1204,3.0
user076,1204,2.0
user069,1204,2.0
user078,1204,1.0
user178,1204,3.0
user103,1204,3.0
user025,1204,1.0
user161,1204,2.0
user160,1204,3.0
user250,968,2.0
user119,968,3.0
user127,968,3.0
user281,968,2.0
user109,968,3.0
user017,968,1.0
user045,968,3.0
user122,968,3.0
user218,968,2.0
user135,968,3.0
user244,968,1.0
user184,968,2.0
user302,968,2.0
user302,968,2.0
user311,968,3.0
user293,968,2.0
user328,968,1.0
user225,968,1.0
user221,968,3.0
user136,968,1.0
user226,968,2.0
user214,968,1.0
user073,968,2.0
user190,968,3.0
user259,968,1.0
user279,968,1.0
user105,968,1.0
user031,968,2.0
user273,968,2.0
user129,968,2.0
user238,968,2.0
user145,290,2.0
user222,290,3.0
user222,290,3.0
user305,290,3.0
user330,290,2.0
user280,290,3.0
user296,290,2.0
user315,290,3.0
user147,290,2.0
user313,290,2.0
user251,290,1.0
user271,290,2.0
user185,290,3.0
user283,290,3.0
user279,290,2.0
user185,290,3.0
user230,290,1.0
user017,290,3.0
user104,290,1.0
user104,290,3.0
user307,290,1.0
user327,290,2.0
user154,290,2.0
user100,290,3.0
user130,290,3.0
user072,290,2.0
user054,1130,3.0
user044,1130,1.0
user087,1130,2.0
user135,1130,3.0
user255,1130,1.0
user217,1130,2.0
user217,1130,1.0
user156,1130,1.0
user062,1130,3.0
user255,1130,1.0
user247,1130,3.0
user164,1130,3.0
user247,1130,3.0
user244,1130,2.0
user279,1130,2.0
user142,1130,2.0
user187,1130,2.0
user165,1130,3.0
user066,1130,2.0
user284,1130,1.0
user285,1130,2.0
user028,1130,3.0
user312,1130,2.0
user159,1130,2.0
user161,1130,3.0
user217,1130,2.0
user046,1130,3.0
user213,1130,1.0
user140,1130,3.0
user313,1130,2.0
user147,1130,3.0
user164,1130,3.0
user252,1130,2.0
user167,1130,1.0
user324,1130,2.0
user054,1001,1.0
user307,1001,1.0
user191,1001,2.0
user040,1001,2.0
user144,1001,3.0
user053,1001,3.0
user314,1001,2.0
user011,1001,2.0
user054,1001,3.0
user202,1001,2.0
user066,1001,3.0
user132,1001,2.0
user188,1001,2.0
user099,1001,1.0
user226,1029,1.0
user117,1029,2.0
user036,1029,3.0
user173,1029,2.0
user187,1029,2.0
user048,1029,2.0
user257,1029,3.0
user303,1029,3.0
user078,1029,3.0
user230,1029,2.0
user262,1029,1.0
user014,1029,3.0
user164,1029,3.0
user090,1029,1.0
user232,1029,2.0
user219,1029,1.0
user280,1029,2.0
user238,1029,1.0
user069,1029,2.0
user179,1029,2.0
user306,1029,1.0
user079,1029,3.0
user226,457,1.0
user025,457,2.0
user057,457,2.0
user221,457,2.0
user143,457,1.0
user196,457,2.0
user021,457,3.0
user017,457,3.0
user208,457,3.0
user218,457,2.0
user287,457,2.0
user019,457,3.0
user120,457,1.0
user174,457,1.0
user259,457,3.0
user259,457,2.0
user144,228,2.0
user154,228,2.0
user323,228,3.0
user298,228,1.0
user224,228,2.0
user054,228,3.0
user146,228,2.0
user286,228,2.0
user247,228,3.0
user087,228,2.0
user253,228,3.0
user257,228,1.0
user140,228,1.0
user184,228,2.0
user206,228,3.0
user137,228,1.0
user329,228,2.0
user172,228,1.0
user144,1206,1.0
user274,1206,3.0
user025,1206,3.0
user056,1206,3.0
user246,1206,1.0
user222,1206,1.0
user284,1206,2.0
user256,1206,2.0
user273,1206,1.0
user299,1206,3.0
user019,1206,2.0
user090,1206,2.0
user219,1206,3.0
user214,1206,3.0
user164,1206,3.0
user168,1206,2.0
user156,1206,1.0
user261,1206,3.0
user261,1206,2.0
user111,1206,3.0
user079,1206,1.0
user213,1206,1.0
user122,1206,3.0
user204,1206,2.0
user285,1206,3.0
user119,1206,1.0
user113,1206,3.0
user036,1206,3.0
user189,1206,3.0
user144,658,2.0
user156,658,1.0
user033,658,1.0
user025,658,2.0
user320,658,1.0
user145,658,2.0
user253,658,1.0
user178,658,3.0
user276,658,2.0
user261,658,2.0
user330,658,1.0
user249,658,2.0
user231,658,2.0
user043,658,2.0
user253,658,3.0
user198,658,3.0
user223,658,3.0
user291,658,2.0
user201,658,2.0
user107,658,3.0
user074,658,2.0
user194,658,1.0
user055,658,2.0
user253,658,1.0
user200,658,2.0
user049,658,2.0
user120,658,2.0
user317,658,3.0
user144,614,2.0
user235,614,3.0
user174,614,3.0
user288,614,3.0
user319,614,2.0
user210,614,3.0
user071,614,2.0
user115,614,2.0
user249,614,1.0
user319,614,3.0
user056,614,3.0
user081,614,1.0
user233,614,3.0
user328,614,2.0
user014,614,1.0
user057,614,1.0
user208,614,3.0
user307,614,2.0
user292,614,2.0
user229,614,1.0
user130,614,1.0
user126,614,3.0
user290,121,1.0
user149,121,3.0
user327,121,1.0
user191,121,2.0
user212,121,3.0
user307,121,3.0
user135,121,3.0
user131,121,1.0
user017,121,3.0
user273,121,2.0
user102,121,3.0
user227,121,3.0
user045,121,3.0
user159,121,1.0
user296,121,3.0
user060,121,2.0
user237,121,1.0
user187,121,3.0
user148,121,1.0
user204,121,2.0
user160,121,1.0
user019,121,3.0
user179,121,1.0
user300,121,3.0
user132,121,2.0
user324,121,3.0
user178,571,2.0
user297,571,2.0
user190,571,3.0
user196,571,3.0
user125,571,1.0
user252,571,3.0
user036,571,1.0
user090,571,2.0
user203,571,3.0
user077,571,1.0
user123,571,2.0
user123,571,3.0
user214,571,1.0
user104,571,1.0
user091,571,1.0
user227,571,1.0
user109,571,2.0
user278,571,3.0
user254,571,1.0
user320,571,1.0
user315,571,1.0
user150,571,2.0
user135,571,1.0
user278,571,2.0
user121,571,3.0
user294,571,2.0
user178,967,1.0
user253,967,1.0
user283,967,2.0
user220,967,2.0
user173,967,3.0
user055,967,3.0
user043,967,2.0
user055,967,1.0
user047,967,3.0
user092,967,1.0
user261,967,1.0
user210,967,1.0
user301,967,3.0
user090,967,3.0
user317,967,2.0
user121,967,2.0
user260,967,2.0
user243,967,3.0
user127,967,3.0
user276,967,2.0
user271,967,3.0
user043,967,3.0
user179,967,1.0
user077,593,2.0
user022,593,3.0
user022,593,3.0
user047,593,3.0
user172,593,2.0
user056,593,2.0
user056,593,1.0
user160,593,1.0
user232,593,2.0
user033,593,2.0
user156,593,1.0
user012,593,1.0
user296,593,2.0
user315,593,1.0
user076,593,1.0
user075,593,3.0
user193,593,2.0
user102,593,1.0
user275,593,3.0
user277,593,2.0
user315,593,2.0
user251,593,2.0
user140,593,1.0
user063,593,2.0
user196,593,3.0
user300,593,2.0
user301,593,1.0
user321,593,2.0
user252,593,3.0
user086,593,1.0
user300,593,3.0
user205,593,1.0
user145,593,1.0
user061,593,1.0
user111,593,3.0
user083,593,2.0
user323,593,3.0
user028,593,2.0
user207,593,3.0
user296,593,1.0
user304,593,1.0
user077,833,3.0
user161,833,3.0
user122,833,1.0
user261,833,2.0
user056,833,3.0
user235,833,1.0
user047,833,2.0
user273,833,1.0
user180,833,1.0
user087,833,1.0
user054,833,2.0
user196,833,1.0
user153,833,1.0
user322,833,1.0
user315,833,3.0
user289,833,1.0
user267,833,1.0
user280,833,2.0
user283,833,3.0
user238,833,1.0
user015,833,3.0
user179,833,1.0
user069,833,1.0
user039,833,2.0
user105,47,3.0
user215,47,1.0
user154,47,3.0
user053,47,3.0
user251,47,3.0
user209,47,2.0
user152,47,1.0
user240,47,2.0
user182,47,1.0
user137,47,2.0
user012,47,1.0
user282,47,1.0
user208,47,1.0
user047,47,3.0
user039,47,2.0
user040,47,2.0
user088,47,1.0
user319,47,1.0
user028,47,1.0
user221,47,1.0
user215,47,1.0
user098,47,2.0
user208,871,3.0
user163,871,1.0
user054,871,1.0
user117,871,3.0
user087,871,2.0
user101,871,1.0
user180,871,1.0
user034,871,3.0
user122,871,2.0
user183,871,1.0
user036,871,1.0
user212,871,3.0
user183,871,2.0
user057,871,1.0
user274,871,2.0
user025,871,2.0
user132,871,3.0
user197,871,2.0
user300,871,1.0
user139,871,2.0
user098,871,2.0
user226,871,2.0
user195,871,1.0
user140,871,2.0
user305,871,1.0
user208,654,1.0
user163,654,2.0
user135,654,2.0
user135,654,1.0
user013,654,1.0
user304,654,1.0
user308,654,1.0
user121,654,1.0
user322,654,2.0
user329,654,1.0
user164,654,2.0
user172,654,3.0
user103,654,1.0
user237,654,1.0
user102,654,3.0
user173,654,3.0
user187,654,2.0
user179,654,3.0
user099,654,1.0
user097,654,2.0
user082,654,3.0
user208,1013,2.0
user010,1013,3.0
user087,1013,1.0
user034,1013,2.0
user109,1013,2.0
user184,1013,1.0
user204,1013,3.0
user294,1013,3.0
user135,1013,3.0
user298,1013,3.0
user289,1013,1.0
user097,1013,1.0
user282,1013,2.0
user186,1013,3.0
user284,1013,3.0
user080,1013,2.0
user199,1013,1.0
user317,1013,3.0
user215,1013,1.0
user116,1013,1.0
user172,1013,3.0
user083,1013,1.0
user095,1013,1.0
user044,1013,1.0
user044,1013,3.0
user158,1013,2.0
user091,1013,2.0
user300,1013,1.0
user220,1013,2.0
user043,1013,1.0
user222,1013,2.0
user075,1013,3.0
user307,1013,2.0
user193,1013,1.0
user293,1013,3.0
user199,1013,2.0
user127,1013,3.0
user139,1013,2.0
user019,1013,3.0
user167,1013,3.0
user233,1013,2.0
user155,1013,3.0
user249,1013,1.0
user160,1013,2.0
user082,1013,3.0
user245,1013,3.0
user186,1013,1.0
user135,1013,3.0
user122,1013,1.0
user208,1243,1.0
user239,1243,3.0
user166,1243,2.0
user280,1243,2.0
user021,1243,3.0
user070,1243,1.0
user171,1243,3.0
user297,1243,1.0
user262,1243,3.0
user324,1243,3.0
user240,1243,1.0
user105,1243,2.0
user258,1243,1.0
user322,1243,1.0
user210,1243,2.0
user074,1243,2.0
user179,1243,1.0
user173,1243,1.0
user119,1243,1.0
user101,1243,1.0
user207,1164,2.0
user275,1164,2.0
user066,1164,1.0
user178,1164,1.0
user053,1164,3.0
user168,1164,3.0
user193,1164,2.0
user168,1164,3.0
user168,1164,1.0
user306,1164,1.0
user140,1164,1.0
user061,1164,1.0
user069,1164,2.0
user233,1164,2.0
user330,1164,3.0
user231,1164,1.0
user287,1164,3.0
user144,1164,1.0
user088,1164,3.0
user247,1164,2.0
user077,1164,2.0
user317,1164,3.0
user226,1164,1.0
user062,1164,3.0
user189,1164,2.0
user318,1164,1.0
user326,1164,3.0
user214,1164,1.0
user207,585,1.0
user146,585,1.0
user056,585,3.0
user296,585,3.0
user299,585,2.0
user012,585,1.0
user081,585,3.0
user039,585,1.0
user100,585,2.0
user187,585,2.0
user066,585,3.0
user149,585,2.0
user132,585,1.0
user305,585,3.0
user225,585,1.0
user079,585,3.0
user227,585,1.0
user245,585,1.0
user075,585,2.0
user207,120,3.0
user017,120,2.0
user293,120,3.0
user294,120,3.0
user134,120,1.0
user292,120,1.0
user311,120,3.0
user043,120,2.0
user287,120,1.0
user071,120,2.0
user323,120,1.0
user264,120,2.0
user111,120,3.0
user295,120,3.0
user201,120,2.0
user077,120,2.0
user237,120,2.0
user082,120,2.0
user275,120,2.0
user325,120,2.0
user080,120,3.0
user229,120,2.0
user019,120,2.0
user214,120,1.0
user215,120,2.0
user189,120,1.0
user207,234,1.0
user277,234,2.0
user241,234,3.0
user051,234,1.0
user222,234,1.0
user300,234,2.0
user290,234,3.0
user034,234,1.0
user083,234,1.0
user226,234,2.0
user111,234,1.0
user129,234,1.0
user126,234,1.0
user159,234,1.0
user225,234,2.0
user066,762,3.0
user179,762,1.0
user249,762,1.0
user216,762,3.0
user235,762,1.0
user251,762,3.0
user231,762,2.0
user076,762,1.0
user070,762,3.0
user211,762,2.0
user069,762,3.0
user320,762,1.0
user096,762,1.0
user082,762,2.0
user259,762,3.0
user325,762,1.0
user017,762,3.0
user234,762,3.0
user152,762,1.0
user218,762,2.0
user246,762,1.0
user147,762,3.0
user241,762,2.0
user203,762,3.0
user031,762,2.0
user312,762,3.0
user276,762,2.0
user066,928,1.0
user011,928,1.0
user132,928,3.0
user268,928,1.0
user202,928,1.0
user145,928,1.0
user010,928,3.0
user090,928,3.0
user013,928,1.0
user154,928,1.0
user090,928,2.0
user322,928,3.0
user080,928,1.0
user289,928,3.0
user082,928,3.0
user286,928,1.0
user022,928,2.0
user285,928,3.0
user304,928,1.0
user312,928,2.0
user312,928,2.0
user153,928,1.0
user233,928,2.0
user300,928,2.0
user299,928,3.0
user279,928,2.0
user203,928,1.0
user102,928,3.0
user066,1319,2.0
user070,1319,3.0
user246,1319,1.0
user150,1319,3.0
user022,1319,1.0
user107,1319,2.0
user302,1319,1.0
user175,1319,1.0
user231,1319,2.0
user276,1319,2.0
user051,1319,1.0
user073,1319,1.0
user318,1319,3.0
user215,1319,2.0
user183,1319,2.0
user229,1319,1.0
user277,1319,1.0
user255,1319,3.0
user160,1319,1.0
user235,1319,1.0
user302,1319,3.0
user082,1319,3.0
user271,1319,1.0
user066,108,2.0
user048,108,1.0
user032,108,3.0
user119,108,1.0
user057,108,1.0
user135,108,1.0
user017,108,2.0
user089,108,2.0
user272,108,1.0
user114,108,3.0
user076,108,1.0
user251,108,3.0
user228,108,1.0
user319,108,1.0
user136,108,3.0
user274,108,1.0
user298,108,3.0
user046,108,1.0
user282,108,1.0
user327,108,3.0
user239,108,3.0
user129,108,2.0
user293,108,2.0
user303,108,1.0
user002,108,2.0
user199,108,2.0
user227,108,2.0
user127,108,1.0
user077,108,3.0
user066,108,2.0
user119,108,2.0
user308,108,3.0
user048,108,2.0
user098,108,3.0
user061,108,1.0
user194,108,2.0
user018,108,2.0
user110,108,2.0
user127,108,2.0
user113,108,2.0
user078,108,1.0
user235,108,1.0
user036,760,1.0
user274,760,1.0
user079,760,1.0
user119,760,3.0
user260,760,1.0
user151,760,1.0
user048,760,1.0
user174,760,1.0
user081,760,3.0
user306,760,3.0
user169,760,3.0
user040,760,1.0
user128,760,1.0
user019,760,3.0
user220,760,3.0
user146,760,1.0
user173,760,3.0
user308,760,2.0
user313,760,3.0
user122,1143,2.0
user330,1143,3.0
user147,1143,3.0
user043,1143,1.0
user280,1143,3.0
user205,1143,1.0
user220,1143,2.0
user183,1143,1.0
user198,1143,3.0
user213,1143,3.0
user229,1143,3.0
user244,1143,2.0
user028,1143,3.0
user117,1143,3.0
user096,1143,1.0
user202,1143,1.0
user107,1143,3.0
user122,1148,1.0
user239,1148,2.0
user089,1148,2.0
user176,1148,3.0
user057,1148,1.0
user158,1148,3.0
user200,1148,2.0
user010,1148,3.0
user073,1148,1.0
user073,1148,3.0
user148,1148,1.0
user096,1148,2.0
user066,1148,2.0
user232,1148,1.0
user206,1148,1.0
user274,1148,2.0
user172,1148,3.0
user047,1148,2.0
user114,1148,1.0
user313,1148,3.0
user197,1148,2.0
user160,1148,2.0
user021,1148,3.0
user183,1148,3.0
user100,550,3.0
user198,550,3.0
user322,550,2.0
user316,550,2.0
user043,550,3.0
user145,550,3.0
user263,550,3.0
user229,550,1.0
user328,550,1.0
user291,550,2.0
user034,550,2.0
user181,550,3.0
user013,550,2.0
user046,550,3.0
user089,550,2.0
user295,550,2.0
user180,550,2.0
user208,550,1.0
user304,550,2.0
user049,550,3.0
user200,550,3.0
user191,550,1.0
user304,550,1.0
user193,550,3.0
user273,550,1.0
user054,550,2.0
user104,550,1.0
user101,550,2.0
user280,550,1.0
user279,550,1.0
user066,550,1.0
user319,550,2.0
user198,550,3.0
user143,550,3.0
user100,717,2.0
user323,717,2.0
user319,717,1.0
user228,717,3.0
user252,717,2.0
user068,717,1.0
user071,717,2.0
user227,717,3.0
user136,717,2.0
user255,717,2.0
user291,717,3.0
user123,717,2.0
user032,717,3.0
user014,717,1.0
user270,717,2.0
user188,717,1.0
user148,717,2.0
user228,717,2.0
user159,717,2.0
user235,717,2.0
user235,717,2.0
user063,717,3.0
user150,717,3.0
user209,717,2.0
user100,583,3.0
user198,583,2.0
user264,583,3.0
user318,583,1.0
user303,583,2.0
user168,583,3.0
user104,583,1.0
user195,583,3.0
user031,583,2.0
user256,583,1.0
user149,583,3.0
user259,583,2.0
user102,583,2.0
user173,583,3.0
user196,583,2.0
user015,583,3.0
user171,583,1.0
user308,583,2.0
user057,583,3.0
user136,583,2.0
user303,583,3.0
user292,583,3.0
user038,583,1.0
user154,583,2.0
user172,583,3.0
user264,583,3.0
user235,583,1.0
user175,583,3.0
user033,583,2.0
user210,583,3.0
user068,583,1.0
user100,140,3.0
user288,140,1.0
user305,140,1.0
user090,140,2.0
user321,140,2.0
user015,140,2.0
user301,140,1.0
user232,140,2.0
user025,140,3.0
user142,140,1.0
user096,140,1.0
user186,140,3.0
user302,140,1.0
user113,140,2.0
user069,497,2.0
user271,497,2.0
user196,497,3.0
user261,497,1.0
user144,497,3.0
user129,497,1.0
user028,497,2.0
user263,497,1.0
user216,497,3.0
user117,497,1.0
user166,497,2.0
user169,497,1.0
user154,497,2.0
user090,497,3.0
user240,497,3.0
user230,497,3.0
user217,497,1.0
user046,497,1.0
user069,356,1.0
user048,356,1.0
user102,356,1.0
user073,356,2.0
user161,356,1.0
user267,356,3.0
user038,356,1.0
user115,356,1.0
user039,356,1.0
user062,356,2.0
user183,356,2.0
user068,356,3.0
user166,356,1.0
user046,356,3.0
user176,356,1.0
user208,356,2.0
user117,356,2.0
user239,356,3.0
user324,356,2.0
user160,356,1.0
user312,356,1.0
user073,356,2.0
user034,356,1.0
user078,356,1.0
user105,356,2.0
user198,356,2.0
user114,356,3.0
user111,356,3.0
user069,499,2.0
user211,499,2.0
user071,499,1.0
user159,499,3.0
user288,499,3.0
user309,499,2.0
user105,499,1.0
user261,499,3.0
user168,499,2.0
user295,499,2.0
user075,499,3.0
user038,499,1.0
user109,499,3.0
user227,499,2.0
user034,499,1.0
user108,499,3.0
user291,499,3.0
user222,499,3.0
user300,499,3.0
user280,499,1.0
user151,499,3.0
user082,499,3.0
user187,499,3.0
user094,499,1.0
user121,499,2.0
user227,499,3.0
user256,499,2.0
user272,499,3.0
user101,499,1.0
user128,499,1.0
user299,499,1.0
user292,499,3.0
user290,485,2.0
user190,485,3.0
user148,485,1.0
user096,485,3.0
user209,485,2.0
user183,485,2.0
user111,485,3.0
user309,485,2.0
user215,485,1.0
user214,485,1.0
user120,485,3.0
user326,485,3.0
user056,485,1.0
user060,485,3.0
user290,485,1.0
user154,485,1.0
user062,485,1.0
user274,485,3.0
user193,485,1.0
user044,485,3.0
