purchase_id,user_id,purchase_time,purchase_number,purchase_price
1104,user056,2023-06-30 19:42:51,5,145000
1105,user197,2023-06-30 19:43:01,7,175000
1106,user083,2023-06-30 19:43:11,7,146000
1107,user137,2023-06-30 19:43:21,6,165000
1108,user163,2023-06-30 19:43:31,9,230000
1109,user271,2023-06-30 19:43:41,6,181000
1110,user062,2023-06-30 19:43:51,9,241000
1111,user041,2023-06-30 19:44:01,5,94000
1112,user091,2023-06-30 19:44:11,4,115000
1113,user137,2023-06-30 19:44:21,1,37000
1114,user051,2023-06-30 19:44:31,7,177000
1115,user264,2023-06-30 19:44:41,9,258000
1116,user317,2023-06-30 19:44:51,5,169000
1117,user120,2023-06-30 19:45:01,8,211000
1118,user202,2023-06-30 19:45:11,7,193000
1119,user121,2023-06-30 19:45:21,4,114000
1120,user056,2023-06-30 19:45:31,7,179000
1121,user192,2023-06-30 19:45:41,5,156000
1122,user218,2023-06-30 19:45:51,3,100000
1123,user213,2023-06-30 19:46:01,11,270000
1124,user298,2023-06-30 19:46:11,6,189000
1125,user287,2023-06-30 19:46:21,6,159000
1126,user159,2023-06-30 19:46:31,5,126000
1127,user316,2023-06-30 19:46:41,5,123000
1128,user210,2023-06-30 19:46:51,10,225000
1129,user241,2023-06-30 19:47:01,6,134000
1130,user076,2023-06-30 19:47:11,4,146000
1131,user094,2023-06-30 19:47:21,4,104000
1132,user224,2023-06-30 19:47:31,4,128000
1133,user123,2023-06-30 19:47:41,5,154000
1134,user011,2023-06-30 19:47:51,10,257000
1135,user222,2023-06-30 19:48:01,9,273000
1136,user212,2023-06-30 19:48:11,9,272000
1137,user115,2023-06-30 19:48:21,2,40000
1138,user209,2023-06-30 19:48:31,5,134000
1139,user283,2023-06-30 19:48:41,8,243000
1140,user229,2023-06-30 19:48:51,4,139000
1141,user248,2023-06-30 19:49:01,5,118000
1142,user236,2023-06-30 19:49:11,7,205000
1143,user079,2023-06-30 19:49:21,5,159000
1144,user134,2023-06-30 19:49:31,10,280000
1145,user075,2023-06-30 19:49:41,9,249000
1146,user178,2023-06-30 19:49:51,7,192000
1147,user041,2023-06-30 19:50:01,1,30000
1148,user121,2023-06-30 19:50:11,5,120000
1149,user104,2023-06-30 19:50:21,9,232000
1150,user128,2023-06-30 19:50:31,3,60000
1151,user279,2023-06-30 19:50:41,9,253000
1152,user259,2023-06-30 19:50:51,1,33000
1153,user299,2023-06-30 19:51:01,10,257000
1154,user019,2023-06-30 19:51:11,10,235000
1155,user017,2023-06-30 19:51:21,8,200000
1156,user281,2023-06-30 19:51:31,3,60000
1157,user048,2023-06-30 19:51:41,7,207000
1158,user129,2023-06-30 19:51:51,3,79000
1159,user326,2023-06-30 19:52:01,5,156000
1160,user033,2023-06-30 19:52:11,6,138000
1161,user048,2023-06-30 19:52:21,8,184000
1162,user321,2023-06-30 19:52:31,2,52000
1163,user094,2023-06-30 19:52:41,9,238000
1164,user039,2023-06-30 19:52:51,9,184000
1165,user114,2023-06-30 19:53:01,3,111000
1166,user148,2023-06-30 19:53:11,4,82000
1167,user013,2023-06-30 19:53:21,8,230000
1168,user082,2023-06-30 19:53:31,7,154000
1169,user213,2023-06-30 19:53:41,6,137000
1170,user257,2023-06-30 19:53:51,3,94000
1171,user072,2023-06-30 19:54:01,3,99000
1172,user300,2023-06-30 19:54:11,1,28000
1173,user217,2023-06-30 19:54:21,8,187000
1174,user117,2023-06-30 19:54:31,4,137000
1175,user109,2023-06-30 19:54:41,5,145000
1176,user244,2023-06-30 19:54:51,5,130000
1177,user249,2023-06-30 19:55:01,10,323000
1178,user265,2023-06-30 19:55:11,1,22000
1179,user233,2023-06-30 19:55:21,7,194000
1180,user328,2023-06-30 19:55:31,1,22000
1181,user194,2023-06-30 19:55:41,8,239000
1182,user127,2023-06-30 19:55:51,7,217000
1183,user192,2023-06-30 19:56:01,5,120000
1184,user161,2023-06-30 19:56:11,2,56000
1185,user047,2023-06-30 19:56:21,11,304000
1186,user075,2023-06-30 19:56:31,1,27000
1187,user106,2023-06-30 19:56:41,3,81000
1188,user123,2023-06-30 19:56:51,11,307000
1189,user045,2023-06-30 19:57:01,2,36000
1190,user109,2023-06-30 19:57:11,5,124000
1191,user164,2023-06-30 19:57:21,2,60000
1192,user284,2023-06-30 19:57:31,7,166000
1193,user322,2023-06-30 19:57:41,6,173000
1194,user181,2023-06-30 19:57:51,7,207000
1195,user238,2023-06-30 19:58:01,3,82000
1196,user304,2023-06-30 19:58:11,9,282000
1197,user037,2023-06-30 19:58:21,4,109000
1198,user064,2023-06-30 19:58:31,9,213000
1199,user127,2023-06-30 19:58:41,4,123000
1200,user044,2023-06-30 19:58:51,10,322000
1201,user043,2023-06-30 19:59:01,5,137000
1202,user274,2023-06-30 19:59:11,4,106000
1203,user078,2023-06-30 19:59:21,3,66000
1204,user230,2023-06-30 19:59:31,4,118000
1205,user054,2023-06-30 19:59:41,4,91000
1206,user283,2023-06-30 19:59:51,5,138000
1207,user205,2023-06-30 20:00:01,7,178000
1208,user047,2023-06-30 20:00:11,8,154000
1209,user289,2023-06-30 20:00:21,3,111000
1210,user214,2023-06-30 20:00:31,1,30000
1211,user282,2023-06-30 20:00:41,13,315000
1212,user312,2023-06-30 20:00:51,13,427000
1213,user088,2023-06-30 20:01:01,12,299000
1214,user328,2023-06-30 20:01:11,3,60000
1215,user147,2023-06-30 20:01:21,12,331000
1216,user305,2023-06-30 20:01:31,10,294000
1217,user319,2023-06-30 20:01:41,5,135000
1218,user125,2023-06-30 20:01:51,1,27000
1219,user040,2023-06-30 20:02:01,4,108000
1220,user105,2023-06-30 20:02:11,7,226000
1221,user099,2023-06-30 20:02:21,14,370000
1222,user224,2023-06-30 20:02:31,8,218000
1223,user277,2023-06-30 20:02:41,3,69000
1224,user175,2023-06-30 20:02:51,8,228000
1225,user073,2023-06-30 20:03:01,10,217000
1226,user306,2023-06-30 20:03:11,3,101000
1227,user237,2023-06-30 20:03:21,3,76000
1228,user096,2023-06-30 20:03:31,2,74000
1229,user017,2023-06-30 20:03:41,11,301000
1230,user019,2023-06-30 20:03:51,7,207000
1231,user048,2023-06-30 20:04:01,10,304000
1232,user038,2023-06-30 20:04:11,6,182000
1233,user015,2023-06-30 20:04:21,6,134000
1234,user265,2023-06-30 20:04:31,2,54000
1235,user298,2023-06-30 20:04:41,4,110000
1236,user143,2023-06-30 20:04:51,5,129000
1237,user276,2023-06-30 20:05:01,4,114000
1238,user137,2023-06-30 20:05:11,4,115000
1239,user162,2023-06-30 20:05:21,10,314000
1240,user212,2023-06-30 20:05:31,4,124000
1241,user122,2023-06-30 20:05:41,7,211000
1242,user056,2023-06-30 20:05:51,9,250000
1243,user144,2023-06-30 20:06:01,6,216000
1244,user012,2023-06-30 20:06:11,3,100000
1245,user045,2023-06-30 20:06:21,11,285000
1246,user018,2023-06-30 20:06:31,4,113000
1247,user011,2023-06-30 20:06:41,1,28000
1248,user305,2023-06-30 20:06:51,5,135000
1249,user129,2023-06-30 20:07:01,5,160000
1250,user107,2023-06-30 20:07:11,1,25000
1251,user113,2023-06-30 20:07:21,3,73000
1252,user242,2023-06-30 20:07:31,13,379000
1253,user098,2023-06-30 20:07:41,12,309000
1254,user091,2023-06-30 20:07:51,1,20000
1255,user173,2023-06-30 20:08:01,3,78000
1256,user166,2023-06-30 20:08:11,4,129000
1257,user249,2023-06-30 20:08:21,1,30000
1258,user202,2023-06-30 20:08:31,11,283000
1259,user247,2023-06-30 20:08:41,2,55000
1260,user106,2023-06-30 20:08:51,10,293000
1261,user278,2023-06-30 20:09:01,13,326000
1262,user081,2023-06-30 20:09:11,10,297000
1263,user164,2023-06-30 20:09:21,6,186000
1264,user082,2023-06-30 20:09:31,6,192000
1265,user063,2023-06-30 20:09:41,3,75000
1266,user066,2023-06-30 20:09:51,6,161000
1267,user312,2023-06-30 20:10:01,6,162000
1268,user234,2023-06-30 20:10:11,2,36000
1269,user283,2023-06-30 20:10:21,6,171000
1270,user047,2023-06-30 20:10:31,5,142000
1271,user054,2023-06-30 20:10:41,4,142000
1272,user318,2023-06-30 20:10:51,10,271000
1273,user241,2023-06-30 20:11:01,14,329000
1274,user074,2023-06-30 20:11:11,7,224000
1275,user275,2023-06-30 20:11:21,11,316000
1276,user198,2023-06-30 20:11:31,10,263000
1277,user262,2023-06-30 20:11:41,5,156000
1278,user195,2023-06-30 20:11:51,2,44000
1279,user190,2023-06-30 20:12:01,10,310000
1280,user092,2023-06-30 20:12:11,2,46000
1281,user043,2023-06-30 20:12:21,7,171000
1282,user289,2023-06-30 20:12:31,3,81000
1283,user323,2023-06-30 20:12:41,3,60000
1284,user284,2023-06-30 20:12:51,9,267000
1285,user075,2023-06-30 20:13:01,12,273000
1286,user312,2023-06-30 20:13:11,13,416000
1287,user134,2023-06-30 20:13:21,4,130000
1288,user145,2023-06-30 20:13:31,9,242000
1289,user192,2023-06-30 20:13:41,9,206000
1290,user137,2023-06-30 20:13:51,5,162000
1291,user070,2023-06-30 20:14:01,11,307000
1292,user156,2023-06-30 20:14:11,3,73000
1293,user116,2023-06-30 20:14:21,9,246000
1294,user168,2023-06-30 20:14:31,7,203000
1295,user278,2023-06-30 20:14:41,5,128000
1296,user070,2023-06-30 20:14:51,7,153000
1297,user234,2023-06-30 20:15:01,8,230000
1298,user111,2023-06-30 20:15:11,8,226000
1299,user190,2023-06-30 20:15:21,1,35000
1300,user183,2023-06-30 20:15:31,6,141000
1301,user109,2023-06-30 20:15:41,4,123000
1302,user017,2023-06-30 20:15:51,3,83000
1303,user213,2023-06-30 20:16:01,3,84000
1304,user155,2023-06-30 20:16:11,6,179000
1305,user187,2023-06-30 20:16:21,10,231000
1306,user305,2023-06-30 20:16:31,6,183000
1307,user299,2023-06-30 20:16:41,11,343000
1308,user136,2023-06-30 20:16:51,11,294000
1309,user021,2023-06-30 20:17:01,12,286000
1310,user323,2023-06-30 20:17:11,9,283000
1311,user159,2023-06-30 20:17:21,3,105000
1312,user115,2023-06-30 20:17:31,7,201000
1313,user164,2023-06-30 20:17:41,10,297000
1314,user175,2023-06-30 20:17:51,1,33000
1315,user018,2023-06-30 20:18:01,2,74000
1316,user010,2023-06-30 20:18:11,1,18000
1317,user062,2023-06-30 20:18:21,12,377000
1318,user188,2023-06-30 20:18:31,7,155000
1319,user225,2023-06-30 20:18:41,2,46000
1320,user080,2023-06-30 20:18:51,9,281000
1321,user090,2023-06-30 20:19:01,11,264000
1322,user274,2023-06-30 20:19:11,13,397000
1323,user314,2023-06-30 20:19:21,7,193000
1324,user127,2023-06-30 20:19:31,6,171000
1325,user043,2023-06-30 20:19:41,6,159000
1326,user021,2023-06-30 20:19:51,11,345000
1327,user298,2023-06-30 20:20:01,3,103000
1328,user268,2023-06-30 20:20:11,4,114000
1329,user092,2023-06-30 20:20:21,7,157000
1330,user247,2023-06-30 20:20:31,10,281000
1331,user150,2023-06-30 20:20:41,4,110000
1332,user143,2023-06-30 20:20:51,8,240000
1333,user090,2023-06-30 20:21:01,11,282000
1334,user171,2023-06-30 20:21:11,4,128000
1335,user114,2023-06-30 20:21:21,5,125000
1336,user204,2023-06-30 20:21:31,8,231000
1337,user155,2023-06-30 20:21:41,5,158000
1338,user076,2023-06-30 20:21:51,10,257000
1339,user001,2023-06-30 20:22:01,8,280000
1340,user025,2023-06-30 20:22:11,8,221000
1341,user264,2023-06-30 20:22:21,2,57000
1342,user031,2023-06-30 20:22:31,10,259000
1343,user329,2023-06-30 20:22:41,2,50000
1344,user069,2023-06-30 20:22:51,8,188000
1345,user292,2023-06-30 20:23:01,5,122000
1346,user226,2023-06-30 20:23:11,3,84000
1347,user157,2023-06-30 20:23:21,6,174000
1348,user240,2023-06-30 20:23:31,8,211000
1349,user194,2023-06-30 20:23:41,3,63000
1350,user298,2023-06-30 20:23:51,8,242000
1351,user049,2023-06-30 20:24:01,8,218000
1352,user304,2023-06-30 20:24:11,7,181000
1353,user191,2023-06-30 20:24:21,2,66000
1354,user277,2023-06-30 20:24:31,7,210000
1355,user071,2023-06-30 20:24:41,5,126000
1356,user172,2023-06-30 20:24:51,4,107000
1357,user123,2023-06-30 20:25:01,7,175000
1358,user302,2023-06-30 20:25:11,11,305000
1359,user031,2023-06-30 20:25:21,3,66000
1360,user318,2023-06-30 20:25:31,4,106000
1361,user116,2023-06-30 20:25:41,8,238000
1362,user090,2023-06-30 20:25:51,7,199000
1363,user025,2023-06-30 20:26:01,8,181000
1364,user283,2023-06-30 20:26:11,3,81000
1365,user315,2023-06-30 20:26:21,9,241000
1366,user159,2023-06-30 20:26:31,8,220000
1367,user075,2023-06-30 20:26:41,7,215000
1368,user260,2023-06-30 20:26:51,4,122000
1369,user327,2023-06-30 20:27:01,9,219000
1370,user209,2023-06-30 20:27:11,4,114000
1371,user207,2023-06-30 20:27:21,5,151000
1372,user292,2023-06-30 20:27:31,2,74000
1373,user219,2023-06-30 20:27:41,3,90000
1374,user231,2023-06-30 20:27:51,8,230000
1375,user316,2023-06-30 20:28:01,3,75000
1376,user324,2023-06-30 20:28:11,13,365000
1377,user083,2023-06-30 20:28:21,2,74000
1378,user293,2023-06-30 20:28:31,5,114000
1379,user216,2023-06-30 20:28:41,1,18000
1380,user059,2023-06-30 20:28:51,8,206000
1381,user200,2023-06-30 20:29:01,2,36000
1382,user267,2023-06-30 20:29:11,11,263000
1383,user277,2023-06-30 20:29:21,10,229000
1384,user059,2023-06-30 20:29:31,7,191000
1385,user135,2023-06-30 20:29:41,10,287000
1386,user110,2023-06-30 20:29:51,8,189000
1387,user043,2023-06-30 20:30:01,5,122000
1388,user046,2023-06-30 20:30:11,8,239000
1389,user102,2023-06-30 20:30:21,10,309000
1390,user281,2023-06-30 20:30:31,5,143000
1391,user290,2023-06-30 20:30:41,4,92000
1392,user157,2023-06-30 20:30:51,6,138000
1393,user134,2023-06-30 20:31:01,1,30000
1394,user018,2023-06-30 20:31:11,2,56000
1395,user165,2023-06-30 20:31:21,6,170000
1396,user134,2023-06-30 20:31:31,1,22000
1397,user173,2023-06-30 20:31:41,5,106000
1398,user317,2023-06-30 20:31:51,1,30000
1399,user191,2023-06-30 20:32:01,4,124000
1400,user163,2023-06-30 20:32:11,10,288000
1401,user178,2023-06-30 20:32:21,2,66000
1402,user034,2023-06-30 20:32:31,11,338000
1403,user303,2023-06-30 20:32:41,6,212000
1404,user177,2023-06-30 20:32:51,6,142000
1405,user270,2023-06-30 20:33:01,1,30000
1406,user253,2023-06-30 20:33:11,3,60000
1407,user150,2023-06-30 20:33:21,2,40000
1408,user277,2023-06-30 20:33:31,7,241000
1409,user077,2023-06-30 20:33:41,7,156000
1410,user183,2023-06-30 20:33:51,6,165000
1411,user231,2023-06-30 20:34:01,6,168000
1412,user295,2023-06-30 20:34:11,4,89000
1413,user243,2023-06-30 20:34:21,6,156000
1414,user081,2023-06-30 20:34:31,6,182000
1415,user321,2023-06-30 20:34:41,5,126000
1416,user179,2023-06-30 20:34:51,4,79000
1417,user308,2023-06-30 20:35:01,4,96000
1418,user329,2023-06-30 20:35:11,2,46000
1419,user001,2023-06-30 20:35:21,8,225000
1420,user227,2023-06-30 20:35:31,4,90000
1421,user211,2023-06-30 20:35:41,10,305000
1422,user193,2023-06-30 20:35:51,3,107000
1423,user189,2023-06-30 20:36:01,11,274000
1424,user281,2023-06-30 20:36:11,10,234000
1425,user049,2023-06-30 20:36:21,8,214000
1426,user214,2023-06-30 20:36:31,7,196000
1427,user245,2023-06-30 20:36:41,8,253000
1428,user324,2023-06-30 20:36:51,3,96000
1429,user164,2023-06-30 20:37:01,6,136000
1430,user132,2023-06-30 20:37:11,9,240000
1431,user135,2023-06-30 20:37:21,7,157000
1432,user279,2023-06-30 20:37:31,5,161000
1433,user264,2023-06-30 20:37:41,1,37000
1434,user274,2023-06-30 20:37:51,3,66000
1435,user097,2023-06-30 20:38:01,5,156000
1436,user330,2023-06-30 20:38:11,1,25000
1437,user225,2023-06-30 20:38:21,6,156000
1438,user099,2023-06-30 20:38:31,5,94000
1439,user142,2023-06-30 20:38:41,2,54000
1440,user087,2023-06-30 20:38:51,5,135000
1441,user036,2023-06-30 20:39:01,3,66000
1442,user059,2023-06-30 20:39:11,2,66000
1443,user121,2023-06-30 20:39:21,3,60000
1444,user234,2023-06-30 20:39:31,5,151000
1445,user012,2023-06-30 20:39:41,1,28000
1446,user313,2023-06-30 20:39:51,4,128000
1447,user101,2023-06-30 20:40:01,1,35000
1448,user173,2023-06-30 20:40:11,5,131000
1449,user098,2023-06-30 20:40:21,6,164000
1450,user262,2023-06-30 20:40:31,3,66000
1451,user161,2023-06-30 20:40:41,4,82000
1452,user130,2023-06-30 20:40:51,8,182000
1453,user178,2023-06-30 20:41:01,5,134000
1454,user227,2023-06-30 20:41:11,7,209000
1455,user046,2023-06-30 20:41:21,2,56000
1456,user214,2023-06-30 20:41:31,11,314000
1457,user057,2023-06-30 20:41:41,12,292000
1458,user271,2023-06-30 20:41:51,5,134000
1459,user070,2023-06-30 20:42:01,3,93000
1460,user272,2023-06-30 20:42:11,8,225000
1461,user206,2023-06-30 20:42:21,2,55000
1462,user079,2023-06-30 20:42:31,1,35000
1463,user207,2023-06-30 20:42:41,11,322000
1464,user109,2023-06-30 20:42:51,11,343000
1465,user105,2023-06-30 20:43:01,10,309000
1466,user320,2023-06-30 20:43:11,10,282000
1467,user210,2023-06-30 20:43:21,6,191000
1468,user273,2023-06-30 20:43:31,4,122000
1469,user224,2023-06-30 20:43:41,3,90000
1470,user313,2023-06-30 20:43:51,8,190000
1471,user330,2023-06-30 20:44:01,7,177000
1472,user314,2023-06-30 20:44:11,2,60000
1473,user312,2023-06-30 20:44:21,7,228000
1474,user276,2023-06-30 20:44:31,7,212000
1475,user034,2023-06-30 20:44:41,5,167000
1476,user303,2023-06-30 20:44:51,7,190000
1477,user036,2023-06-30 20:45:01,1,22000
1478,user097,2023-06-30 20:45:11,5,161000
1479,user299,2023-06-30 20:45:21,3,67000
1480,user326,2023-06-30 20:45:31,12,304000
1481,user246,2023-06-30 20:45:41,2,64000
1482,user055,2023-06-30 20:45:51,3,92000
1483,user215,2023-06-30 20:46:01,4,138000
1484,user122,2023-06-30 20:46:11,4,116000
1485,user292,2023-06-30 20:46:21,1,18000
1486,user229,2023-06-30 20:46:31,3,90000
1487,user143,2023-06-30 20:46:41,5,141000
1488,user206,2023-06-30 20:46:51,1,20000
1489,user219,2023-06-30 20:47:01,9,226000
1490,user321,2023-06-30 20:47:11,9,220000
1491,user185,2023-06-30 20:47:21,2,50000
1492,user263,2023-06-30 20:47:31,5,164000
1493,user102,2023-06-30 20:47:41,11,330000
1494,user230,2023-06-30 20:47:51,1,18000
1495,user103,2023-06-30 20:48:01,8,198000
1496,user296,2023-06-30 20:48:11,4,99000
1497,user147,2023-06-30 20:48:21,3,96000
1498,user135,2023-06-30 20:48:31,9,279000
1499,user080,2023-06-30 20:48:41,9,275000
1500,user063,2023-06-30 20:48:51,1,22000
1501,user051,2023-06-30 20:49:01,9,237000
1502,user101,2023-06-30 20:49:11,7,199000
1503,user253,2023-06-30 20:49:21,2,40000
1504,user091,2023-06-30 20:49:31,7,152000
1505,user308,2023-06-30 20:49:41,6,199000
1506,user135,2023-06-30 20:49:51,7,169000
1507,user142,2023-06-30 20:50:01,1,32000
1508,user181,2023-06-30 20:50:11,9,275000
1509,user014,2023-06-30 20:50:21,2,60000
1510,user089,2023-06-30 20:50:31,2,74000
1511,user145,2023-06-30 20:50:41,5,125000
1512,user122,2023-06-30 20:50:51,5,155000
1513,user032,2023-06-30 20:51:01,2,66000
1514,user184,2023-06-30 20:51:11,7,187000
1515,user040,2023-06-30 20:51:21,10,292000
1516,user062,2023-06-30 20:51:31,5,169000
1517,user138,2023-06-30 20:51:41,9,220000
1518,user206,2023-06-30 20:51:51,2,46000
1519,user033,2023-06-30 20:52:01,3,81000
1520,user271,2023-06-30 20:52:11,3,66000
1521,user328,2023-06-30 20:52:21,2,64000
1522,user048,2023-06-30 20:52:31,6,177000
1523,user184,2023-06-30 20:52:41,8,228000
1524,user012,2023-06-30 20:52:51,2,46000
1525,user328,2023-06-30 20:53:01,6,185000
1526,user161,2023-06-30 20:53:11,12,283000
1527,user249,2023-06-30 20:53:21,2,50000
1528,user154,2023-06-30 20:53:31,1,33000
1529,user147,2023-06-30 20:53:41,6,169000
1530,user132,2023-06-30 20:53:51,12,299000
1531,user059,2023-06-30 20:54:01,6,166000
1532,user010,2023-06-30 20:54:11,4,120000
1533,user064,2023-06-30 20:54:21,6,167000
1534,user188,2023-06-30 20:54:31,6,127000
1535,user252,2023-06-30 20:54:41,3,66000
1536,user090,2023-06-30 20:54:51,1,33000
1537,user111,2023-06-30 20:55:01,8,224000
1538,user237,2023-06-30 20:55:11,13,335000
1539,user324,2023-06-30 20:55:21,6,187000
1540,user056,2023-06-30 20:55:31,8,243000
1541,user265,2023-06-30 20:55:41,1,22000
1542,user320,2023-06-30 20:55:51,10,249000
1543,user172,2023-06-30 20:56:01,13,356000
1544,user014,2023-06-30 20:56:11,12,342000
1545,user240,2023-06-30 20:56:21,3,67000
1546,user275,2023-06-30 20:56:31,4,92000
1547,user225,2023-06-30 20:56:41,6,146000
1548,user131,2023-06-30 20:56:51,3,69000
1549,user090,2023-06-30 20:57:01,5,128000
1550,user134,2023-06-30 20:57:11,2,50000
1551,user173,2023-06-30 20:57:21,6,179000
1552,user315,2023-06-30 20:57:31,6,156000
1553,user032,2023-06-30 20:57:41,5,103000
1554,user327,2023-06-30 20:57:51,11,305000
1555,user156,2023-06-30 20:58:01,10,301000
1556,user087,2023-06-30 20:58:11,3,103000
1557,user077,2023-06-30 20:58:21,3,66000
1558,user307,2023-06-30 20:58:31,3,69000
1559,user225,2023-06-30 20:58:41,9,268000
1560,user300,2023-06-30 20:58:51,1,30000
1561,user069,2023-06-30 20:59:01,1,37000
1562,user191,2023-06-30 20:59:11,8,223000
1563,user326,2023-06-30 20:59:21,10,302000
1564,user041,2023-06-30 20:59:31,4,114000
1565,user160,2023-06-30 20:59:41,2,62000
1566,user238,2023-06-30 20:59:51,8,214000
1567,user328,2023-06-30 21:00:01,10,285000
1568,user157,2023-06-30 21:00:11,5,119000
1569,user256,2023-06-30 21:00:21,10,286000
1570,user301,2023-06-30 21:00:31,3,99000
1571,user306,2023-06-30 21:00:41,6,137000
1572,user224,2023-06-30 21:00:51,5,145000
1573,user161,2023-06-30 21:01:01,7,183000
1574,user040,2023-06-30 21:01:11,4,86000
1575,user299,2023-06-30 21:01:21,9,269000
1576,user301,2023-06-30 21:01:31,7,198000
1577,user040,2023-06-30 21:01:41,8,204000
1578,user288,2023-06-30 21:01:51,9,222000
1579,user231,2023-06-30 21:02:01,9,184000
1580,user315,2023-06-30 21:02:11,9,246000
1581,user127,2023-06-30 21:02:21,2,36000
1582,user310,2023-06-30 21:02:31,9,209000
1583,user197,2023-06-30 21:02:41,4,122000
1584,user019,2023-06-30 21:02:51,6,155000
1585,user268,2023-06-30 21:03:01,4,120000
1586,user291,2023-06-30 21:03:11,10,308000
1587,user231,2023-06-30 21:03:21,4,144000
1588,user125,2023-06-30 21:03:31,15,438000
1589,user032,2023-06-30 21:03:41,5,141000
1590,user070,2023-06-30 21:03:51,9,197000
1591,user113,2023-06-30 21:04:01,2,44000
1592,user188,2023-06-30 21:04:11,10,240000
1593,user046,2023-06-30 21:04:21,1,27000
1594,user272,2023-06-30 21:04:31,2,53000
1595,user201,2023-06-30 21:04:41,10,284000
1596,user078,2023-06-30 21:04:51,12,335000
1597,user301,2023-06-30 21:05:01,5,119000
1598,user037,2023-06-30 21:05:11,3,92000
1599,user304,2023-06-30 21:05:21,7,157000
1600,user146,2023-06-30 21:05:31,4,102000
1601,user033,2023-06-30 21:05:41,7,153000
1602,user101,2023-06-30 21:05:51,7,185000
1603,user185,2023-06-30 21:06:01,9,255000
1604,user216,2023-06-30 21:06:11,10,278000
1605,user286,2023-06-30 21:06:21,9,219000
1606,user054,2023-06-30 21:06:31,9,219000
1607,user087,2023-06-30 21:06:41,1,35000
1608,user145,2023-06-30 21:06:51,4,139000
1609,user186,2023-06-30 21:07:01,5,156000
1610,user101,2023-06-30 21:07:11,6,148000
1611,user061,2023-06-30 21:07:21,4,111000
1612,user145,2023-06-30 21:07:31,1,18000
1613,user225,2023-06-30 21:07:41,1,27000
1614,user097,2023-06-30 21:07:51,6,175000
1615,user036,2023-06-30 21:08:01,11,296000
1616,user116,2023-06-30 21:08:11,2,70000
1617,user156,2023-06-30 21:08:21,6,128000
1618,user089,2023-06-30 21:08:31,8,189000
1619,user295,2023-06-30 21:08:41,8,230000
1620,user070,2023-06-30 21:08:51,3,80000
1621,user034,2023-06-30 21:09:01,2,64000
1622,user285,2023-06-30 21:09:11,7,215000
1623,user109,2023-06-30 21:09:21,10,252000
1624,user300,2023-06-30 21:09:31,10,302000
1625,user243,2023-06-30 21:09:41,10,291000
1626,user250,2023-06-30 21:09:51,1,20000
1627,user089,2023-06-30 21:10:01,5,155000
1628,user166,2023-06-30 21:10:11,8,209000
1629,user167,2023-06-30 21:10:21,9,219000
1630,user166,2023-06-30 21:10:31,7,178000
1631,user222,2023-06-30 21:10:41,14,322000
1632,user301,2023-06-30 21:10:51,13,299000
1633,user034,2023-06-30 21:11:01,2,60000
1634,user183,2023-06-30 21:11:11,6,154000
1635,user246,2023-06-30 21:11:21,6,163000
1636,user147,2023-06-30 21:11:31,8,216000
1637,user056,2023-06-30 21:11:41,6,135000
1638,user230,2023-06-30 21:11:51,8,222000
1639,user246,2023-06-30 21:12:01,10,242000
1640,user139,2023-06-30 21:12:11,5,129000
1641,user278,2023-06-30 21:12:21,9,232000
1642,user230,2023-06-30 21:12:31,10,254000
1643,user145,2023-06-30 21:12:41,7,191000
1644,user115,2023-06-30 21:12:51,3,99000
1645,user259,2023-06-30 21:13:01,6,184000
1646,user025,2023-06-30 21:13:11,1,23000
1647,user289,2023-06-30 21:13:21,8,216000
1648,user080,2023-06-30 21:13:31,9,198000
1649,user303,2023-06-30 21:13:41,5,104000
1650,user119,2023-06-30 21:13:51,12,343000
1651,user034,2023-06-30 21:14:01,8,259000
1652,user261,2023-06-30 21:14:11,6,141000
1653,user168,2023-06-30 21:14:21,5,129000
1654,user088,2023-06-30 21:14:31,2,66000
1655,user219,2023-06-30 21:14:41,5,141000
1656,user152,2023-06-30 21:14:51,6,163000
1657,user139,2023-06-30 21:15:01,7,187000
1658,user142,2023-06-30 21:15:11,7,200000
1659,user154,2023-06-30 21:15:21,6,204000
1660,user152,2023-06-30 21:15:31,3,76000
1661,user298,2023-06-30 21:15:41,1,20000
1662,user171,2023-06-30 21:15:51,12,291000
1663,user178,2023-06-30 21:16:01,8,238000
1664,user187,2023-06-30 21:16:11,11,279000
1665,user310,2023-06-30 21:16:21,6,159000
1666,user063,2023-06-30 21:16:31,8,241000
1667,user154,2023-06-30 21:16:41,6,192000
1668,user201,2023-06-30 21:16:51,8,185000
1669,user017,2023-06-30 21:17:01,1,18000
1670,user044,2023-06-30 21:17:11,6,167000
1671,user150,2023-06-30 21:17:21,11,268000
1672,user159,2023-06-30 21:17:31,12,318000
1673,user039,2023-06-30 21:17:41,3,111000
1674,user014,2023-06-30 21:17:51,3,99000
1675,user181,2023-06-30 21:18:01,7,181000
1676,user152,2023-06-30 21:18:11,3,95000
1677,user063,2023-06-30 21:18:21,2,40000
1678,user168,2023-06-30 21:18:31,5,114000
1679,user057,2023-06-30 21:18:41,11,276000
1680,user071,2023-06-30 21:18:51,7,199000
1681,user225,2023-06-30 21:19:01,2,44000
1682,user048,2023-06-30 21:19:11,3,103000
1683,user080,2023-06-30 21:19:21,7,198000
1684,user285,2023-06-30 21:19:31,9,250000
1685,user274,2023-06-30 21:19:41,11,264000
