user_id,wine_id,cart_det_qnty
user001,718,3.0
user106,718,3.0
user152,718,2.0
user146,718,2.0
user204,718,2.0
user204,718,2.0
user278,718,2.0
user277,718,2.0
user134,718,1.0
user242,718,2.0
user131,718,1.0
user080,718,2.0
user028,718,2.0
user134,718,3.0
user037,718,2.0
user269,718,1.0
user001,719,1.0
user170,719,3.0
user282,719,1.0
user001,719,2.0
user311,719,2.0
user157,719,2.0
user266,719,2.0
user080,719,2.0
user122,719,3.0
user201,719,3.0
user273,719,1.0
user181,719,3.0
user001,719,2.0
user152,719,3.0
user134,719,1.0
user275,719,1.0
user180,1345,2.0
user057,1345,3.0
user013,1345,1.0
user054,1345,2.0
user195,1345,1.0
user180,1093,1.0
user310,1093,2.0
user017,1093,1.0
user053,428,2.0
user171,428,3.0
user173,428,3.0
user196,428,3.0
user053,1265,1.0
user230,1265,1.0
user230,1265,2.0
user070,1265,2.0
user051,1265,2.0
user018,316,2.0
user185,316,2.0
user279,316,2.0
user011,316,3.0
user094,316,2.0
user308,316,3.0
user018,1061,2.0
user014,1061,2.0
user048,1061,1.0
user098,1061,1.0
user018,1130,3.0
user257,1130,1.0
user018,265,1.0
user103,265,2.0
user018,897,3.0
user194,897,3.0
user117,1044,1.0
user274,85,2.0
user068,85,2.0
user210,85,2.0
user274,813,1.0
user068,813,1.0
user233,1252,2.0
user063,1252,3.0
user061,1252,3.0
user147,1252,1.0
user233,753,2.0
user061,753,2.0
user250,753,2.0
user055,753,2.0
user287,753,1.0
user233,1253,1.0
user251,1253,3.0
user139,1253,1.0
user233,715,1.0
user250,715,1.0
user078,862,2.0
user281,862,1.0
user277,284,3.0
user122,284,3.0
user108,284,2.0
user236,284,3.0
user002,284,2.0
user097,284,3.0
user131,284,3.0
user157,284,2.0
user263,284,1.0
user284,284,3.0
user263,284,2.0
user129,284,2.0
user327,256,2.0
user091,256,3.0
user017,1181,2.0
user080,1181,2.0
user218,1181,2.0
user135,1181,1.0
user157,1181,1.0
user109,1181,1.0
user002,1181,2.0
user106,1181,1.0
user106,1181,1.0
user298,1181,2.0
user037,1181,3.0
user284,1181,1.0
user265,1181,2.0
user135,1181,2.0
user328,1181,3.0
user108,1181,2.0
user277,1181,1.0
user207,1181,1.0
user157,1210,2.0
user182,1210,2.0
user157,495,3.0
user157,728,3.0
user242,728,2.0
user229,728,3.0
user157,81,3.0
user302,81,2.0
user157,81,3.0
user157,81,1.0
user250,329,2.0
user175,329,2.0
user330,329,2.0
user320,329,1.0
user113,1288,2.0
user281,1288,1.0
user227,1288,2.0
user108,1288,3.0
user049,1170,2.0
user049,315,2.0
user079,315,2.0
user258,315,2.0
user036,315,3.0
user208,315,3.0
user049,1012,2.0
user120,1012,3.0
user079,1012,3.0
user234,197,3.0
user234,306,2.0
user146,306,1.0
user129,306,3.0
user103,825,1.0
user308,825,3.0
user155,825,3.0
user103,1134,3.0
user155,1134,2.0
user145,1134,3.0
user099,1134,2.0
user103,758,1.0
user308,758,1.0
user086,758,3.0
user196,758,1.0
user295,423,2.0
user212,423,2.0
user295,366,1.0
user166,366,3.0
user213,366,3.0
user254,1085,1.0
user014,1085,1.0
user254,1069,1.0
user161,1069,1.0
user254,395,3.0
user014,395,2.0
user203,395,1.0
user102,395,3.0
user254,472,1.0
user048,472,3.0
user206,1188,1.0
user206,712,3.0
user323,712,2.0
user062,712,3.0
user206,51,3.0
user219,51,1.0
user062,51,2.0
user143,51,2.0
user068,51,2.0
user187,661,2.0
user297,661,3.0
user316,661,3.0
user190,661,2.0
user165,661,1.0
user103,661,3.0
user308,661,2.0
user187,781,1.0
user268,781,2.0
user194,781,3.0
user224,893,3.0
user013,893,3.0
user307,893,2.0
user199,893,2.0
user002,893,3.0
user144,15,1.0
user144,923,2.0
user299,923,2.0
user144,132,3.0
user144,1370,2.0
user144,642,3.0
user106,755,3.0
user146,755,1.0
user278,755,3.0
user151,755,3.0
user181,755,2.0
user106,499,3.0
user317,499,2.0
user107,499,2.0
user260,499,1.0
user106,1255,3.0
user227,1255,3.0
user222,513,1.0
user114,513,2.0
user038,216,2.0
user169,216,1.0
user312,216,2.0
user059,216,2.0
user216,216,1.0
user038,1210,1.0
user040,1210,3.0
user100,1210,1.0
user047,1210,1.0
user088,1210,3.0
user278,893,3.0
user199,893,1.0
user106,893,1.0
user264,613,2.0
user056,613,3.0
user172,613,3.0
user264,1137,3.0
user280,533,1.0
user315,533,2.0
user280,579,2.0
user280,712,1.0
user305,712,1.0
user280,171,3.0
user038,171,2.0
user305,171,2.0
user280,454,2.0
user163,635,2.0
user285,635,2.0
user097,635,3.0
user294,635,3.0
user157,1172,1.0
user275,1172,3.0
user080,1172,3.0
user282,1172,3.0
user294,1172,1.0
user240,1172,2.0
user240,1172,3.0
user218,1172,2.0
user284,1172,2.0
user072,1172,3.0
user199,1172,3.0
user157,1298,1.0
user101,1298,2.0
user131,1298,3.0
user204,1298,3.0
user045,1298,2.0
user204,1298,2.0
user286,1298,3.0
user181,1298,1.0
user266,1298,2.0
user106,1298,1.0
user017,1298,3.0
user286,1298,3.0
user131,1298,1.0
user131,1298,2.0
user129,1298,2.0
user218,1298,3.0
user201,1298,2.0
user080,1298,3.0
user236,632,1.0
user199,632,1.0
user002,632,1.0
user220,980,3.0
user196,1228,1.0
user155,1228,3.0
user222,1228,1.0
user205,636,1.0
user205,835,3.0
user033,835,3.0
user205,441,3.0
user205,998,1.0
user066,545,2.0
user119,545,3.0
user243,545,3.0
user254,545,3.0
user082,545,3.0
user066,622,3.0
user245,622,1.0
user209,622,1.0
user151,622,3.0
user002,603,3.0
user037,603,2.0
user044,603,1.0
user191,603,2.0
user002,729,3.0
user013,729,2.0
user143,175,3.0
user326,175,2.0
user143,56,1.0
user226,56,1.0
user090,56,1.0
user143,1200,1.0
user116,1200,2.0
user143,497,1.0
user162,1052,1.0
user167,1052,2.0
user040,1052,2.0
user162,176,1.0
user126,176,1.0
user235,818,3.0
user160,818,1.0
user233,818,3.0
user059,818,2.0
user315,818,2.0
user033,818,2.0
user144,818,2.0
user132,330,3.0
user132,1285,1.0
user308,1285,1.0
user217,1285,2.0
user094,1281,2.0
user094,1281,3.0
user103,1281,1.0
user070,1281,2.0
user147,1281,3.0
user094,526,2.0
user132,526,2.0
user094,526,3.0
user155,526,3.0
user094,1222,2.0
user262,1222,2.0
user099,1222,3.0
user055,1222,1.0
user055,1222,2.0
user253,1222,1.0
user094,775,2.0
user222,775,1.0
user250,775,2.0
user257,775,1.0
user283,775,2.0
user246,775,2.0
user238,775,1.0
user094,494,1.0
user053,494,3.0
user175,494,1.0
user257,494,3.0
user176,1121,2.0
user247,1121,3.0
user255,1121,1.0
user079,1121,3.0
user120,1121,3.0
user057,1121,1.0
user319,595,1.0
user322,595,3.0
user221,595,3.0
user164,595,3.0
user319,738,1.0
user319,671,1.0
user210,671,2.0
user226,671,2.0
user321,671,3.0
user319,576,2.0
user322,576,1.0
user164,576,3.0
user319,151,2.0
user274,151,2.0
user205,1036,3.0
user330,1036,2.0
user205,126,3.0
user296,126,3.0
user231,126,1.0
user237,1348,1.0
user127,1348,1.0
user098,1348,3.0
user102,1348,2.0
user237,1011,3.0
user254,1011,1.0
user202,1011,1.0
user051,1011,1.0
user237,930,2.0
user202,930,3.0
user237,930,2.0
user237,91,1.0
user074,91,1.0
user022,91,3.0
user237,271,3.0
user262,271,3.0
user053,271,3.0
user051,271,1.0
user146,1180,3.0
user101,1180,1.0
user146,836,2.0
user282,836,2.0
user095,666,2.0
user075,666,2.0
user057,666,1.0
user272,666,3.0
user164,1323,1.0
user206,1323,3.0
user214,1323,1.0
user164,926,2.0
user164,926,3.0
user221,926,3.0
user164,1093,3.0
user068,1093,2.0
user164,538,1.0
user120,538,1.0
user079,538,2.0
user143,538,3.0
user252,538,2.0
user164,435,3.0
user321,435,3.0
user105,435,1.0
user221,435,1.0
user328,27,3.0
user131,27,2.0
user106,27,3.0
user229,27,1.0
user186,27,2.0
user263,27,1.0
user207,27,1.0
user135,27,3.0
user236,27,2.0
user278,27,2.0
user298,27,1.0
user170,27,2.0
user181,27,2.0
user265,27,1.0
user001,27,3.0
user180,27,2.0
user048,1151,1.0
user074,1151,1.0
user297,1151,1.0
user060,1151,2.0
user048,524,2.0
user171,524,2.0
user254,524,2.0
user048,1016,3.0
user148,1016,2.0
user203,1016,2.0
user048,769,2.0
user267,769,1.0
user290,769,1.0
user245,769,3.0
user049,981,3.0
user169,1213,1.0
user169,504,2.0
user083,504,2.0
user323,504,3.0
user169,522,3.0
user100,522,3.0
user159,522,3.0
user169,18,1.0
user056,18,2.0
user169,18,1.0
user153,18,1.0
user092,172,1.0
user287,172,3.0
user175,172,2.0
user013,402,3.0
user002,402,1.0
user272,402,3.0
user212,402,2.0
user074,630,3.0
user185,630,3.0
user187,630,2.0
user074,496,1.0
user268,496,1.0
user217,496,3.0
user165,496,1.0
user074,216,1.0
user074,216,1.0
user011,216,2.0
user099,216,2.0
user055,216,3.0
user196,216,1.0
user074,961,2.0
user142,961,1.0
user296,854,3.0
user296,392,1.0
user174,392,2.0
user287,890,3.0
user271,890,1.0
user249,890,2.0
user287,915,2.0
user287,1018,1.0
user159,1018,3.0
user271,1018,2.0
user223,1018,2.0
user287,691,1.0
user160,691,1.0
user267,546,3.0
user229,546,2.0
user134,546,1.0
user267,793,3.0
user281,793,3.0
user107,793,3.0
user312,971,1.0
user114,971,3.0
user056,971,2.0
user312,363,1.0
user223,363,2.0
user312,659,1.0
user312,392,2.0
user312,392,2.0
user312,901,2.0
user156,901,2.0
user153,901,1.0
user103,634,1.0
user308,634,3.0
user103,1164,1.0
user103,276,3.0
user074,276,2.0
user048,276,2.0
user241,276,1.0
user103,450,1.0
user099,450,1.0
user187,450,3.0
user241,831,3.0
user217,831,2.0
user241,1232,1.0
user043,1232,2.0
user151,705,1.0
user275,705,1.0
user204,705,2.0
user097,705,3.0
user151,640,1.0
user275,640,2.0
user181,640,1.0
user151,28,2.0
user146,28,2.0
user110,63,1.0
user096,63,1.0
user138,63,3.0
user022,63,1.0
user163,141,3.0
user089,141,2.0
user168,141,3.0
user054,141,3.0
user163,191,1.0
user017,191,3.0
user131,191,3.0
user117,191,1.0
user013,191,3.0
user193,191,1.0
user091,191,3.0
user163,573,2.0
user057,573,3.0
user255,573,1.0
user104,573,2.0
user044,573,2.0
user294,1371,1.0
user324,1371,1.0
user045,1371,1.0
user234,1371,2.0
user294,973,2.0
user201,973,2.0
user028,973,3.0
user294,706,1.0
user293,706,1.0
user316,272,1.0
user276,272,2.0
user246,272,3.0
user316,593,2.0
user061,593,3.0
user251,593,1.0
user055,593,1.0
user231,593,3.0
user173,1087,3.0
user173,477,2.0
user127,477,1.0
user257,477,1.0
user249,1060,1.0
user160,1060,1.0
user130,1060,3.0
user126,1060,2.0
user313,1060,1.0
user160,1060,3.0
user033,1060,1.0
user249,867,1.0
user159,867,3.0
user249,220,2.0
user040,220,3.0
user233,220,3.0
user012,220,2.0
user257,461,1.0
user220,461,3.0
user043,461,3.0
user178,461,2.0
user253,461,3.0
user257,1271,1.0
user147,1271,3.0
user297,1271,2.0
user253,1271,3.0
user257,833,2.0
user132,833,2.0
user094,833,3.0
user257,559,3.0
user099,559,3.0
user246,559,1.0
user051,559,1.0
user295,861,1.0
user295,861,1.0
user256,861,2.0
user284,861,3.0
user010,861,3.0
user236,861,1.0
user295,993,2.0
user284,993,1.0
user293,993,3.0
user044,993,2.0
user307,993,3.0
user282,993,3.0
user247,993,3.0
user248,1192,1.0
user101,1192,1.0
user248,112,2.0
user054,112,3.0
user248,1355,2.0
user010,1355,3.0
user087,1355,2.0
user200,1355,2.0
user136,1355,1.0
user213,1355,2.0
user224,1355,3.0
user248,347,3.0
user225,347,3.0
user236,347,2.0
user017,347,3.0
user212,347,2.0
user176,347,1.0
user186,852,2.0
user294,852,2.0
user186,157,2.0
user028,157,1.0
user223,1359,2.0
user169,1359,3.0
user159,1359,1.0
user223,174,1.0
user159,174,3.0
user160,174,3.0
user019,174,1.0
user223,174,1.0
user162,174,2.0
user153,174,3.0
user128,174,3.0
user081,174,3.0
user136,229,2.0
user136,884,2.0
user044,884,3.0
user059,651,2.0
user059,245,2.0
user040,245,2.0
user216,245,3.0
user144,245,3.0
user059,265,3.0
user174,265,3.0
user296,265,3.0
user153,265,2.0
user114,265,2.0
user128,63,1.0
user251,63,2.0
user139,63,1.0
user205,63,1.0
user128,1092,3.0
user128,1200,3.0
user070,1200,2.0
user192,1200,2.0
user327,784,2.0
user095,784,2.0
user013,784,1.0
user327,13,2.0
user310,13,1.0
user091,13,3.0
user327,13,1.0
user327,1078,1.0
user327,1078,1.0
user327,597,3.0
user189,597,2.0
user221,597,1.0
user191,597,2.0
user294,237,2.0
user294,294,2.0
user227,294,2.0
user266,294,2.0
user294,1043,3.0
user109,1043,1.0
user134,1043,3.0
user294,750,1.0
user142,179,1.0
user138,179,2.0
user237,179,2.0
user194,179,2.0
user177,179,2.0
user203,179,3.0
user177,179,3.0
user142,553,2.0
user270,553,3.0
user102,553,3.0
user171,553,3.0
user142,1100,3.0
user098,1100,1.0
user243,1100,1.0
user292,1100,3.0
user182,1100,1.0
user203,1100,2.0
user073,1100,2.0
user142,837,2.0
user171,837,2.0
user209,837,3.0
user142,645,1.0
user165,645,3.0
user096,645,2.0
user227,645,1.0
user188,645,1.0
user128,709,3.0
user167,709,3.0
user260,750,1.0
user073,750,3.0
user254,750,2.0
user260,146,3.0
user151,146,1.0
user043,498,2.0
user262,498,1.0
user043,901,1.0
user222,901,3.0
user051,901,1.0
user043,1091,3.0
user250,1091,2.0
user222,1091,2.0
user043,436,3.0
user159,506,2.0
user131,1093,2.0
user163,1093,1.0
user307,1093,2.0
user327,1093,1.0
user131,22,1.0
user272,22,1.0
user263,22,1.0
user200,22,3.0
user207,22,3.0
user307,22,1.0
user247,22,3.0
user168,22,1.0
user191,22,1.0
user131,1321,2.0
user017,1321,2.0
user193,1321,2.0
user295,1321,3.0
user282,1321,2.0
user222,156,1.0
user231,156,1.0
user222,462,2.0
user205,462,1.0
user222,389,3.0
user180,613,2.0
user080,613,2.0
user002,613,2.0
user282,613,2.0
user106,613,1.0
user146,613,3.0
user002,613,3.0
user298,613,3.0
user184,613,3.0
user293,613,2.0
user265,613,1.0
user097,613,2.0
user317,613,2.0
user240,613,3.0
user275,613,3.0
user002,613,2.0
user080,613,2.0
user265,613,1.0
user106,613,3.0
user204,613,2.0
user170,613,1.0
user097,613,1.0
user072,613,1.0
user139,659,1.0
user088,659,2.0
user139,1026,1.0
user045,883,1.0
user185,883,3.0
user270,883,1.0
user077,883,1.0
user045,1055,2.0
user018,1055,1.0
user138,1055,2.0
user034,1055,1.0
user110,1055,1.0
user291,1055,2.0
user279,1055,1.0
user045,247,2.0
user254,247,3.0
user260,247,2.0
user014,247,3.0
user245,247,3.0
user034,247,1.0
user110,247,1.0
user045,1211,2.0
user096,1211,3.0
user209,1211,2.0
user073,1211,3.0
user110,1211,3.0
user240,557,3.0
user017,557,3.0
user201,557,3.0
user285,557,1.0
user104,557,1.0
user294,557,2.0
user240,43,3.0
user199,43,2.0
user152,43,2.0
user310,498,1.0
user310,1271,2.0
user295,1271,1.0
user117,1271,2.0
user310,242,3.0
user193,242,3.0
user031,242,3.0
user073,408,3.0
user011,408,3.0
user291,408,3.0
user149,408,1.0
user096,408,3.0
user123,408,3.0
user187,408,3.0
user227,408,3.0
user290,408,2.0
user074,408,3.0
user073,514,1.0
user138,514,1.0
user281,514,2.0
user078,514,3.0
user048,514,2.0
user073,514,2.0
user123,514,3.0
user148,983,3.0
user177,983,1.0
user148,213,2.0
user122,213,3.0
user148,1064,1.0
user078,1064,2.0
user204,1064,3.0
user148,307,1.0
user017,1193,1.0
user201,1193,1.0
user199,1193,2.0
user017,598,1.0
user017,1233,1.0
user001,1233,1.0
user017,957,2.0
user017,61,2.0
user179,472,3.0
user086,472,2.0
user061,472,1.0
user179,472,2.0
user262,472,1.0
user320,472,1.0
user179,814,1.0
user161,814,3.0
user314,814,3.0
user145,814,2.0
user254,802,3.0
user074,802,2.0
user127,802,3.0
user082,913,3.0
user109,913,1.0
user302,913,2.0
user082,513,3.0
user018,513,3.0
user078,513,3.0
user082,222,3.0
user082,544,2.0
user168,1164,2.0
user049,1164,1.0
user256,1164,3.0
user168,287,1.0
user168,105,3.0
user307,105,1.0
user213,105,3.0
user195,105,1.0
user168,375,3.0
user258,375,3.0
user091,375,2.0
user168,1066,1.0
user036,1066,2.0
user183,228,2.0
user183,1235,2.0
user126,1235,1.0
user232,1235,3.0
user318,1235,1.0
user183,840,3.0
user056,840,3.0
user322,840,1.0
user183,1082,1.0
user261,1082,1.0
user183,885,1.0
user318,885,3.0
user090,885,3.0
user252,885,2.0
user284,506,1.0
user255,506,1.0
user236,506,2.0
user284,396,2.0
user212,396,1.0
user013,396,3.0
user284,300,1.0
user255,300,3.0
user284,999,3.0
user208,999,1.0
user195,999,3.0
user159,188,2.0
user232,188,1.0
user197,188,3.0
user223,188,1.0
user268,462,3.0
user178,462,3.0
user268,115,2.0
user165,115,1.0
user132,115,2.0
user254,115,1.0
user268,1305,3.0
user268,797,3.0
user099,797,2.0
user060,797,3.0
user266,934,2.0
user282,934,2.0
user240,934,2.0
user106,934,2.0
user278,934,3.0
user275,934,3.0
user218,934,2.0
user269,934,2.0
user277,934,1.0
user186,934,1.0
user172,869,2.0
user309,869,1.0
user079,869,3.0
user158,869,2.0
user172,694,3.0
user228,694,3.0
user215,694,2.0
user068,694,1.0
user172,110,1.0
user164,110,1.0
user186,274,2.0
user289,274,1.0
user245,274,2.0
user148,274,1.0
user254,274,1.0
user186,934,2.0
user245,934,1.0
user096,934,1.0
user292,934,3.0
user080,934,2.0
user186,979,1.0
user185,979,1.0
user286,979,2.0
user291,979,2.0
user090,1273,1.0
user164,1273,2.0
user117,1273,3.0
user117,1273,2.0
user090,791,1.0
user071,791,3.0
user090,245,3.0
user090,752,2.0
user090,752,1.0
user125,752,1.0
user080,1013,3.0
user045,1013,2.0
user317,1013,3.0
user129,1013,1.0
user325,1013,1.0
user204,1013,3.0
user324,1013,2.0
user277,1013,2.0
user278,1013,1.0
user199,1013,3.0
user106,1013,1.0
user224,1013,1.0
user218,1013,1.0
user275,1013,3.0
user244,1013,3.0
user291,27,2.0
user138,27,3.0
user148,27,2.0
user048,27,2.0
user149,27,3.0
user188,27,2.0
user237,27,2.0
user291,6,1.0
user185,6,3.0
user121,6,3.0
user291,40,2.0
user096,40,3.0
user138,40,2.0
user245,40,3.0
user022,40,3.0
user209,40,1.0
user291,775,1.0
user302,775,3.0
user066,955,1.0
user060,955,1.0
user188,955,1.0
user066,1214,1.0
user227,1214,2.0
user230,1214,3.0
user290,1214,3.0
user066,114,1.0
user073,114,1.0
user051,114,2.0
user022,114,3.0
user149,114,2.0
user245,114,1.0
user048,114,3.0
user074,114,3.0
user172,942,3.0
user321,942,1.0
user172,662,3.0
user164,662,3.0
user329,662,2.0
user172,865,1.0
user143,865,2.0
user172,930,3.0
user120,930,2.0
user172,1023,2.0
user273,119,2.0
user293,119,2.0
user184,119,3.0
user037,119,3.0
user157,119,2.0
user294,119,3.0
user263,119,3.0
user242,119,2.0
user325,119,1.0
user324,119,1.0
user238,442,3.0
user078,442,3.0
user188,442,2.0
user238,872,1.0
user096,872,1.0
user022,872,2.0
user171,872,1.0
user316,478,1.0
user316,73,1.0
user300,73,2.0
user069,73,1.0
user211,73,3.0
user014,1357,2.0
user121,1357,2.0
user073,1357,2.0
user169,1215,2.0
user271,1215,2.0
user043,1215,2.0
user169,1042,1.0
user169,967,2.0
user223,967,1.0
user222,967,1.0
user169,846,1.0
user088,846,1.0
user169,462,1.0
user201,355,3.0
user240,355,3.0
user266,355,1.0
user266,355,3.0
user201,476,3.0
user146,476,1.0
user037,476,2.0
user011,625,2.0
user188,625,1.0
user078,625,3.0
user073,625,2.0
user113,625,1.0
user011,764,2.0
user119,764,1.0
user267,764,3.0
user011,482,3.0
user098,482,1.0
user188,482,3.0
user254,482,3.0
user014,482,3.0
user011,261,2.0
user188,261,1.0
user048,261,2.0
user011,279,3.0
user281,279,1.0
user182,279,1.0
user149,279,1.0
user165,279,2.0
user290,279,2.0
user269,1095,2.0
user295,1095,3.0
user269,820,2.0
user054,820,1.0
user269,820,2.0
user207,820,2.0
user269,944,3.0
user269,1308,2.0
user131,1308,2.0
user040,754,3.0
user249,754,3.0
user038,754,3.0
user156,754,2.0
user040,193,2.0
user244,1298,3.0
user107,1298,3.0
user082,1298,2.0
user041,519,2.0
user183,519,1.0
user210,519,2.0
user229,1056,2.0
user243,1056,2.0
user119,26,1.0
user073,26,2.0
user078,26,1.0
user315,1216,3.0
user231,1216,2.0
user315,252,1.0
user330,252,2.0
user063,252,3.0
user256,1300,1.0
user256,728,2.0
user221,728,3.0
user049,201,2.0
user143,201,1.0
user049,1112,1.0
user090,1112,1.0
user238,708,2.0
user127,708,2.0
user103,708,2.0
user238,747,1.0
user145,747,1.0
user086,747,2.0
user238,233,3.0
user099,233,1.0
user187,233,3.0
user051,233,2.0
user074,233,3.0
user051,233,1.0
user220,233,2.0
user011,233,3.0
user238,441,1.0
user178,441,1.0
user107,588,2.0
user106,588,2.0
user267,588,1.0
user107,1347,3.0
user286,1347,3.0
user107,595,3.0
user260,595,1.0
user107,808,1.0
user240,808,3.0
user196,867,2.0
user051,867,3.0
user053,867,1.0
user061,867,1.0
user202,867,3.0
user194,867,3.0
user077,609,3.0
user242,1378,3.0
user126,389,1.0
user299,389,2.0
user288,389,1.0
user232,389,1.0
user126,95,3.0
user137,95,2.0
user059,95,1.0
user137,95,1.0
user114,95,2.0
user233,95,1.0
user126,1357,3.0
user126,1320,1.0
user128,1320,3.0
user040,1320,3.0
user130,1320,3.0
user126,40,2.0
user296,40,3.0
user012,40,3.0
user159,40,3.0
user128,40,3.0
user081,40,2.0
user088,40,3.0
user047,883,2.0
user047,846,2.0
user287,846,3.0
user047,1386,3.0
user271,1386,2.0
user233,1386,2.0
user114,1386,2.0
user223,1386,3.0
user047,1311,1.0
user256,1246,3.0
user213,1246,3.0
user146,1246,1.0
user256,947,1.0
user239,947,2.0
user208,947,1.0
user284,947,1.0
user249,1317,2.0
user232,1317,2.0
user088,1317,2.0
user249,1046,2.0
user192,1046,3.0
user115,1046,1.0
user235,1046,1.0
user195,638,2.0
user321,638,2.0
user154,391,3.0
user111,391,2.0
user154,391,3.0
user154,1027,1.0
user153,1027,3.0
user264,1027,3.0
user318,1027,1.0
user038,1027,3.0
user083,1027,3.0
user154,407,1.0
user039,407,3.0
user038,407,2.0
user130,407,3.0
user264,407,2.0
user288,407,1.0
user156,407,1.0
user154,607,1.0
user156,607,1.0
user130,607,3.0
user105,607,3.0
user235,607,2.0
user225,997,3.0
user079,997,3.0
user068,997,3.0
user225,1110,2.0
user326,1110,1.0
user090,1110,1.0
user225,1163,3.0
user214,1163,1.0
user164,1163,1.0
user327,1163,2.0
user079,1163,1.0
user225,136,1.0
user214,136,1.0
user068,136,3.0
user095,136,3.0
user079,136,2.0
user132,1345,1.0
user250,1345,3.0
user094,1345,1.0
user132,958,3.0
user220,958,1.0
user043,1196,2.0
user147,1196,3.0
user061,1196,3.0
user217,1196,1.0
user145,1196,1.0
user043,640,2.0
user099,640,3.0
user314,640,1.0
user099,640,3.0
user043,1318,3.0
user064,1318,3.0
user161,1318,3.0
user043,1318,1.0
user043,482,3.0
user283,482,3.0
user246,482,1.0
user320,482,2.0
user196,482,1.0
user034,1102,3.0
user278,1102,1.0
user044,1062,3.0
user191,1062,1.0
user044,492,3.0
user046,492,2.0
user079,492,3.0
user044,1142,3.0
user214,1142,2.0
user295,1142,1.0
user044,616,3.0
user295,616,2.0
user075,616,1.0
user193,616,3.0
user160,740,2.0
user197,740,1.0
user232,740,3.0
user126,740,1.0
user160,1234,1.0
user288,1234,3.0
user160,1009,1.0
user167,1009,2.0
user264,1009,2.0
user153,1009,1.0
user126,1009,1.0
user313,1009,2.0
user012,1009,1.0
user160,713,2.0
user153,713,3.0
user232,713,3.0
user192,713,3.0
user059,713,1.0
user217,956,3.0
user074,956,1.0
user051,956,2.0
user217,1358,2.0
user021,1358,1.0
user217,1060,1.0
user015,1060,2.0
user194,1060,3.0
user262,1060,3.0
user165,1060,2.0
user217,1233,3.0
user179,1233,2.0
user217,306,3.0
user196,306,1.0
user283,306,1.0
user032,306,2.0
user314,306,2.0
user015,306,3.0
user021,306,2.0
user308,306,2.0
user268,306,1.0
user314,1247,1.0
user314,715,1.0
user165,715,3.0
user060,715,3.0
user314,368,2.0
user314,1344,1.0
user074,1344,1.0
user171,1344,2.0
user314,803,3.0
user209,65,3.0
user203,65,2.0
user209,967,3.0
user082,967,2.0
user209,1059,1.0
user122,1059,2.0
user034,1059,2.0
user323,1319,1.0
user183,1319,3.0
user130,1319,2.0
user040,1319,3.0
user323,942,3.0
user235,942,2.0
user228,942,2.0
user219,594,1.0
user054,594,1.0
user072,8,2.0
user157,8,2.0
user286,8,2.0
user265,8,2.0
user072,1273,1.0
user080,1273,3.0
user269,1273,1.0
user072,1157,2.0
user072,598,1.0
user037,598,3.0
user127,942,2.0
user098,942,2.0
user096,942,3.0
user237,942,1.0
user127,1316,1.0
user267,1316,3.0
user123,1316,3.0
user098,1316,2.0
user127,231,1.0
user187,231,1.0
user216,208,1.0
user249,208,2.0
user223,208,2.0
user021,842,3.0
user070,842,3.0
user021,842,2.0
user011,842,3.0
user179,842,1.0
user165,842,1.0
user021,735,3.0
user308,735,2.0
user187,735,3.0
user179,735,3.0
user155,735,3.0
user217,735,1.0
user021,302,3.0
user061,302,2.0
user173,302,3.0
user245,686,3.0
user077,686,3.0
user245,485,1.0
user045,485,3.0
user082,485,3.0
user203,501,1.0
user194,501,3.0
user203,1076,1.0
user165,1076,1.0
user203,1076,3.0
user237,1076,2.0
user270,1076,3.0
user203,1035,1.0
user217,1035,3.0
user203,1035,1.0
user203,1164,3.0
user149,1164,2.0
user322,1221,3.0
user169,1221,2.0
user269,102,1.0
user269,749,2.0
user028,749,2.0
user129,749,1.0
user278,749,1.0
user269,741,3.0
user240,741,2.0
user266,741,1.0
user131,741,1.0
user135,492,2.0
user199,492,3.0
user097,492,1.0
user208,492,3.0
user135,641,2.0
user131,641,3.0
user135,666,2.0
user135,558,3.0
user204,558,3.0
user282,558,3.0
user144,105,3.0
user105,105,2.0
user216,105,2.0
user047,105,3.0
user302,77,3.0
user074,77,2.0
user165,77,1.0
user243,77,2.0
user302,619,3.0
user302,1089,1.0
user018,1089,2.0
user241,1089,1.0
user329,843,2.0
user156,843,1.0
user329,843,1.0
user309,843,2.0
user071,843,1.0
user204,1005,1.0
user131,1005,3.0
user204,1078,2.0
user284,1078,3.0
user204,322,3.0
user199,322,1.0
user028,322,1.0
user128,726,1.0
user251,726,2.0
user128,794,3.0
user128,163,3.0
user216,163,2.0
user271,163,3.0
user128,705,2.0
user033,705,1.0
user198,367,2.0
user013,721,2.0
user256,721,1.0
user244,92,2.0
user107,92,1.0
user265,92,2.0
user244,1224,1.0
user286,1224,2.0
user244,1224,2.0
user244,1307,3.0
user148,1039,1.0
user074,1039,2.0
user011,1039,1.0
user022,1039,1.0
user098,1039,3.0
user159,774,1.0
user261,774,1.0
user156,774,3.0
user159,38,1.0
user274,38,3.0
user099,267,2.0
user202,267,3.0
user132,267,1.0
user173,267,1.0
user238,267,2.0
user069,267,2.0
user314,267,2.0
user099,1004,3.0
user246,1004,3.0
user190,1004,1.0
user253,1004,2.0
user099,1062,1.0
user241,1062,3.0
user099,1131,3.0
user179,1131,3.0
user135,147,1.0
user325,147,1.0
user261,801,1.0
user198,801,2.0
user100,801,3.0
user261,857,1.0
