wine_id,wine_name,wine_name_eng,wine_sort,wine_capacity,wine_alc,wine_dangdo,wine_sando,wine_tannin,wine_food,wine_image,wine_region_id
367,"보데가스 셀라야, 에라두라 카베르네 소비뇽","Bodegas Celaya, Herradura Cabernet Sauvignon",1,750,12.5,1,3,4,2,../../media/images/wine/2017.png,3
368,"뻬레 벤뚜라, 까바 브륏 레세르바 아트 에디션 2","Pere Ventura, Cava Brut Reserva Art Edition White",4,750,11.5,2,4,1,2,../../media/images/wine/2018.png,3
369,"보데가스 까레, 산타 크루즈 세인트 존","Bodegas Care, Santa Cruz Saint John",1,750,14.0,1,4,3,1,../../media/images/wine/2019.png,3
370,"보데가스 까레, 산타 크루즈 세인트 마커스","Bodegas Care, Santa Cruz Saint Marcus",1,750,13.5,2,3,3,2,../../media/images/wine/2020.png,3
371,"보데가스 까레, 산타 크루즈 세인트 피터","Bodegas Care, Santa Cruz Saint Peter",1,750,14.0,1,4,3,2,../../media/images/wine/2021.png,3
372,"보데가스 까레, 산타 크루즈 세인트 폴","Bodegas Care, Santa Cruz Saint Paul",1,750,14.5,1,3,3,1,../../media/images/wine/2022.png,3
373,"보데가스 까레, 블랑코 소브레 리아스","Bodegas Care, Blanco Sobre Lias",2,750,13.0,1,4,1,3,../../media/images/wine/2023.png,3
374,"보데가스 까레, 트리오 1 블렌드","Bodegas Care, Trio Red Blend",1,750,14.0,2,3,4,1,../../media/images/wine/2024.png,3
375,"파고 드 아일레스, L 드 아일레스","Pago de Ayles, L de Ayles",3,750,14.5,1,4,1,3,../../media/images/wine/2025.png,3
376,수리올 상 드 드락 울 드 예브레,Suriol Sang de Drac Ull de Llebre,1,750,14.0,1,3,3,1,../../media/images/wine/2026.png,3
377,"보데가스 피놀드, 까바 디봉 아이스","Bodegas Pinord, Cava Dibon ICE",4,750,12.0,1,4,1,4,../../media/images/wine/2027.png,3
378,"카스텔블랑, 까바 브뤼 리제르바 ","Castellblanc, Cava Brut Reserva",4,750,12.0,1,3,1,2,../../media/images/wine/2028.png,3
379,"꼬도르뉴, 안나 아이스 까바 3 ","Codorniu, Anna Ice Cava Rose",4,750,12.0,1,3,1,4,../../media/images/wine/2029.png,3
380,"보데가스 블레다, 까스틸로 데 후미야 오가닉","Bodegas Bleda, Castillo de Jumilla Organico",1,750,15.0,1,4,3,1,../../media/images/wine/2030.png,3
381,"풍크툼, 템프라니요","Punctum, Sin Sulfitos Anadidos Barrel Aged Tempranillo",1,750,14.0,1,3,3,2,../../media/images/wine/2031.png,3
382,"깜포 비에호, 와인메이커스 아트 ","Campo Viejo, Winemaker's Art",1,750,14.0,1,4,4,2,../../media/images/wine/2032.png,3
383,"깜포 비에호, 템프라니요","Campo Viejo, Tempranillo",1,750,14.0,1,4,3,1,../../media/images/wine/2033.png,3
384,엘 카스티야 가르나차,El Castilla Garnacha,1,750,15.0,1,3,3,2,../../media/images/wine/2034.png,3
385,"엘 꼬또, 세미돌체","El Coto, Semidulce",2,750,12.0,2,3,1,2,../../media/images/wine/2035.png,3
386,"보데가스 넬레만, 저스트 2","Bodegas Neleman, Just Good Wine White",2,750,14.0,1,3,1,3,../../media/images/wine/2036.png,3
387,"보데가스 넬레만, 보발","Bodegas Neleman, Bobal",1,750,15.0,1,3,3,1,../../media/images/wine/2037.png,3
388,"보데가스 넬레만, 시그니쳐 크리안자","Bodegas Neleman, Signature Crianza",1,750,15.0,1,3,3,2,../../media/images/wine/2038.png,3
389,"보데가스 넬레만, 뉴클리 틴토","Bodegas Neleman, Nucli Tinto",1,750,14.0,1,3,3,2,../../media/images/wine/2039.png,3
390,"보데가스 넬레만, 비오그니어 버딜","Bodegas Neleman, Viognier-Verdil",2,750,12.0,1,3,1,4,../../media/images/wine/2040.png,3
391,"보데가스 넬레만, 올 데이 롱 템프라니요","Bodegas Neleman, All Day Long Tempranillo",1,750,14.0,1,3,3,2,../../media/images/wine/2041.png,3
392,"풍크툼, 포메라도 오렌지","Punctum, Pomelado Orange",2,750,14.0,1,4,2,4,../../media/images/wine/2042.png,3
393,"핑카 펠라, 깔라 레이 템프라니요 시라","Finca Fella, Cala Rey Tempranillo Syrah",1,750,14.0,1,3,3,1,../../media/images/wine/2043.png,3
394,"핑카 펠라, 깔라 레이 베르데호 소비뇽 블랑","Finca Fella, Cala Rey Verdejo Sauvignon Blanc",2,750,12.0,1,4,1,4,../../media/images/wine/2044.png,3
395,"펠릭스 솔리스, 깔리자 SAV","Felix Solis, Caliza SAV",2,750,12.0,1,4,1,4,../../media/images/wine/2045.png,3
396,"까스텔 델 레메이, 템프라니요","Castell del Remei, Tempranillo",1,750,14.0,1,3,3,3,../../media/images/wine/2046.png,3
397,"나바로 로페즈, 돈 바로소","Navarro Lopez, Don Barroso",1,750,12.0,1,3,3,1,../../media/images/wine/2047.png,3
398,"보데가스 까레, 핀카 반칼레스","Bodegas Care, Finca Bancales",1,750,15.0,1,3,3,3,../../media/images/wine/2048.png,3
399,"라 보데가스 푸리시마, 아줄러스 2","La Bodegas Purisima, Azules White",2,750,13.0,1,3,1,5,../../media/images/wine/2049.png,3
400,"보데가스 라 푸리시마, 캄풀러스 라 루비아 2","Bodegas La Purisima, Camplues La Rubia White",2,750,13.0,1,3,1,5,../../media/images/wine/2050.png,3
401,"보데가스 라 푸리시마, 캄풀러스 엘 모레노 1","Bodegas La Purisima, Campules El Moreno Red",3,750,14.0,1,3,4,2,../../media/images/wine/2051.png,3
402,"토레스, 비냐 에스메랄다 4","Torres, Vina Esmeralda Sparkling",4,750,12.0,1,4,1,5,../../media/images/wine/2052.png,3
403,엘 카스티야 시라,El Castilla Syrah,1,750,15.0,1,3,3,1,../../media/images/wine/2053.png,3
404,"펠릭스 솔리스, 폴포 알바리뇨","Felix Solis, Pulpo Albarino",2,750,14.0,1,3,1,5,../../media/images/wine/2054.png,3
405,"호메세라, 부케 카바 3","Jaume Serra, Bouquet Cava Rose",4,750,12.0,1,3,1,2,../../media/images/wine/2055.png,3
406,"요셉 마샥스, 마르케스 데 테라보나 까바 브뤼","Josep Masachs, Marques de Terrabona Cava Brut",4,750,12.0,1,4,1,4,../../media/images/wine/02001.png,3
407,토마 4,Toma Sparking,4,750,7.0,1,3,1,1,../../media/images/wine/02002.png,3
408,"조셉 마삭스, 까바 브뤼 이모시오","Josep Masach, Cava Brut Emocio",4,750,12.0,1,4,1,5,../../media/images/wine/02003.png,3
409,낙낙 2 블랜드,Knock Knock White Blend,2,750,12.0,1,3,1,2,../../media/images/wine/02004.png,3
410,낙낙 3,Knock Knock Rose,3,750,12.0,1,3,2,3,../../media/images/wine/02005.png,3
411,낙낙 1 블랜드,Knock Knock Red Blend,1,750,13.0,1,3,3,3,../../media/images/wine/02006.png,3
412,"아라마, 쉬라","Arama, Red Syrah",1,750,12.0,1,3,4,1,../../media/images/wine/02007.png,3
413,"아라마, 템프라니요 프리미어","Arama, Red Tempranillo Premier",1,750,13.0,1,3,3,1,../../media/images/wine/02008.png,3
414,"아라마, 템프라니요","Arama, Red Tempranillo",1,750,12.0,1,3,3,1,../../media/images/wine/02009.png,3
415,"아라마, 세미스위트 2","Arama, Semi Sweet Withe",2,750,11.0,3,2,1,1,../../media/images/wine/02010.png,3
416,"아라마, 세미 스위트 1","Arama, Semi Sweet Red",1,750,11.0,3,2,2,1,../../media/images/wine/02011.png,3
417,아라마 까베르네 소비뇽,Arama Cabernet Sauvignon,1,750,11.0,1,3,4,2,../../media/images/wine/02012.png,3
418,"모나스테리오, 올드 바인 셀렉티드 하베스트","Monasterio, Old Vines Selected Harvest",1,750,14.0,1,3,3,3,../../media/images/wine/02013.png,3
419,"모나스테리오, 가르나차 3","Monasterio, Garnacha Rose",3,750,13.0,2,3,1,4,../../media/images/wine/02014.jpg,3
420,"모나스테리오, 크리안자","Monasterio, Crianza",1,750,14.0,4,1,3,3,../../media/images/wine/02015.jpg,3
421,"모나스테리오, 마카베오","Monasterio, Macabeo",2,750,13.0,2,3,1,1,../../media/images/wine/02016.jpg,3
422,보데가스 까레 띤또 소브레 리아스,Bodegas Care Tinto Sobre Lias,1,750,13.5,1,3,3,1,../../media/images/wine/02017.png,3
423,"보데가스 까레, 산타 크루즈 세인트 존","Bodegas Care, Santa Cruz Saint John",1,750,14.0,1,4,3,3,../../media/images/wine/02018.png,3
424,"보데가스 까레, 산타 크루즈 세인트 피터","Bodegas Care, Santa Cruz Saint Peter",1,750,14.0,1,4,3,2,../../media/images/wine/02019.png,3
425,"보데가스 까레, 산타 크루즈 세인트 마커스","Bodegas Care, Santa Cruz Saint Marcus",1,750,13.5,2,3,3,2,../../media/images/wine/02020.png,3
426,"보데가스 까레, 산타 크루즈 세인트 폴","Bodegas Care, Santa Cruz Saint Paul",1,750,14.5,1,3,3,1,../../media/images/wine/02021.png,3
427,"보데가스 까레, 블랑코 소브레 리아스","Bodegas Care, Blanco Sobre Lias",2,750,13.0,1,4,1,3,../../media/images/wine/02022.png,3
428,"보데가스 까레, 트리오 1 블렌드","Bodegas Care, Trio Red Blend",1,750,14.0,2,3,4,1,../../media/images/wine/02023.png,3
429,"보데가스 까레, 핀카 반칼레스","Bodegas Care, Finca Bancales",1,750,15.0,1,3,3,1,../../media/images/wine/02024.png,3
430,"보데가스 까레, 엔젤 디비니따 2","Bodegas Care, Angel Divinita White",2,750,13.5,1,3,1,2,../../media/images/wine/02025.jpg,3
431,"보데가스 까레, 엔젤 디비니따 1","Bodegas Care, Angel Divinita Red",1,750,13.5,1,3,4,1,../../media/images/wine/02026.jpg,3
432,"보데가스 까레, 2 블렌드","Bodegas Care, White Blend",2,375,13.5,1,3,1,4,../../media/images/wine/02027.jpg,3
433,"보데가스 까레, 1 블렌드","Bodegas Care, Red Blend",1,375,13.5,1,3,3,2,../../media/images/wine/02028.jpg,3
434,"보데가스 까레, 마카베오 샤르도네","Bodegas Care, Macabeo Chardonnay",2,750,13.5,2,3,1,2,../../media/images/wine/02029.jpg,3
435,"보데가스 까레, 크리안자","Bodegas Care, Crianza",1,750,15.0,1,3,3,1,../../media/images/wine/02030.jpg,3
436,"파고 드 아일레스, L 드 아일레스","Pago de Ayles, L de Ayles",3,750,14.5,1,4,1,4,../../media/images/wine/02031.png,3
437,"파고 아일레스, 센다 데 레나도레스","Pago Ayles, Senda de Lenadores",1,750,15.0,1,3,3,4,../../media/images/wine/02032.png,3
438,"파고 아일레스, 꾸에스따 델 에레로","Pago Ayles, Cuesta del Herrero",1,750,15.0,1,3,3,1,../../media/images/wine/02033.png,3
439,수리올 상 드 드락 울 드 예브레,Suriol Sang de Drac Ull de Llebre,1,750,14.0,1,3,3,1,../../media/images/wine/02034.png,3
440,"보데가 피놀드, 산타 클로스 드 토리바스 크리안자","Bodegas Pinord, Santa Clos de Torribas Crianza",1,750,13.0,1,3,3,1,../../media/images/wine/02035.jpg,3
441,"보데가 피놀드, 디봉 브뤼","Bodegas Pinord, Dibon Brut",4,750,11.5,1,3,1,4,../../media/images/wine/02036.jpg,3
442,"에구렌 우가르떼, 크리안자","Eguren Ugarte, Crianza",1,750,14.0,1,4,4,5,../../media/images/wine/02037.jpg,3
443,"에구렌 우가르떼, 코세차","Eguren Ugarte, Cosecha",1,750,14.0,1,4,4,5,../../media/images/wine/02038.jpg,3
444,카스텔블랑 까바 엑스트라 브뤼,Castellblanc Cava Extra Brut,4,750,11.5,1,2,1,5,../../media/images/wine/02039.jpg,3
445,카스텔블랑 까바 브뤼,Castellblanc Cava Brut,4,750,11.5,1,2,1,5,../../media/images/wine/02040.jpg,3
446,"보데가스 블레다, 까스틸로 데 후미야 오가닉","Bodegas Bleda, Castillo de Jumilla Organico",1,750,15.0,1,4,3,1,../../media/images/wine/02041.png,3
447,"풍크툼, 템프라니요","Punctum, Sin Sulfitos Anadidos Barrel Aged Tempranillo",1,750,14.0,1,3,3,3,../../media/images/wine/02042.png,3
448,"풍크툼, 포메라도 오렌지","Punctum, Pomelado Orange",2,750,14.0,1,4,2,4,../../media/images/wine/02043.png,3
449,"도미니오 데 풍크툼, 로블 템프라니요 쁘띠 베르도","Dominio de Punctum, Tempranillo Petit Verdot",1,750,14.0,1,2,4,1,../../media/images/wine/02044.jpg,3
450,"도미니오 데 풍크툼, 시라","Dominio de Punctum, Syrah",1,750,14.0,1,3,4,2,../../media/images/wine/02045.jpg,3
451,"깜포 비에호, 와인메이커스 아트","Campo Viejo, Winemaker's Art",1,750,14.0,1,4,4,2,../../media/images/wine/02046.png,3
452,"깜포 비에호, 템프라니요","Campo Viejo, Tempranillo",1,750,14.0,1,4,3,3,../../media/images/wine/02047.png,3
453,"깜포 비에호, 리저브","Campo Viejo, Reserva",1,750,14.0,1,3,3,4,../../media/images/wine/02048.png,3
454,엘 카스티야 시라,El Castilla Syrah,1,750,15.0,1,3,3,1,../../media/images/wine/02049.png,3
455,"엘 꼬또, 세미돌체","El Coto, Semidulce",2,750,12.0,2,3,1,4,../../media/images/wine/02050.png,3
456,엘 꼬또 블랑코,El Coto Blanco,2,750,12.0,1,3,1,3,../../media/images/wine/02051.jpg,3
457,"보데가스 넬레만, 저스트 2","Bodegas Neleman, Just Good Wine White",2,750,14.0,1,3,1,2,../../media/images/wine/02052.png,3
458,"보데가스 넬레만, 보발","Bodegas Neleman, Bobal",1,750,15.0,1,3,3,3,../../media/images/wine/02053.png,3
459,"보데가스 넬레만, 시그니쳐 크리안자","Bodegas Neleman, Signature Crianza",1,750,15.0,1,3,3,2,../../media/images/wine/02054.png,3
460,"보데가스 넬레만, 뉴클리 틴토","Bodegas Neleman, Nucli Tinto",1,750,14.0,1,3,3,2,../../media/images/wine/02055.png,3
461,"보데가스 넬레만, 비오그니어 버딜","Bodegas Neleman, Viognier-Verdil",2,750,12.0,1,3,1,1,../../media/images/wine/02056.png,3
462,"보데가스 넬레만, 올 데이 롱 템프라니요","Bodegas Neleman, All Day Long Tempranillo",1,750,14.0,1,3,3,2,../../media/images/wine/02057.png,3
463,"펠릭스 솔리스, 폴포 알바리뇨","Felix Solis, Pulpo Albarino",2,750,14.0,1,3,1,5,../../media/images/wine/02058.png,3
464,아마란테 스위트,Amarante Sweet,1,750,12.0,3,3,2,3,../../media/images/wine/02059.png,3
465,"나바로 로페즈, 돈 바로소","Navarro Lopez, Don Barroso",1,750,12.0,1,3,3,1,../../media/images/wine/02060.png,3
466,"라 보데가스 푸리시마, 아줄러스 2","La Bodegas Purisima, Azules White",2,750,13.0,1,3,1,5,../../media/images/wine/02061.png,3
467,"보데가스 라 푸리시마, 아줄러스 1","Bodegas La Purisima, Azules Red",1,750,14.0,1,3,3,2,../../media/images/wine/02062.png,3
468,"보데가스 라 푸리시마, 캄풀러스 라 루비아 2","Bodegas La Purisima, Camplues La Rubia White",2,750,13.0,1,3,1,5,../../media/images/wine/02063.png,3
469,"보데가스 라 푸리시마, 캄풀러스 엘 모레노 1","Bodegas La Purisima, Campules El Moreno Red",3,750,14.0,1,3,4,2,../../media/images/wine/02064.png,3
470,"보데가스 라 푸리시마, 콘센티도 시라","Bodegas La Purisima, Consentido Syrah",1,750,15.0,1,4,3,1,../../media/images/wine/02065.png,3
471,"보데가스 라 푸리시마, 콘센티도 까베르네 소비뇽","Bodegas La Purisima, Consentido Cabernet Sauvignon",1,750,15.0,1,3,3,2,../../media/images/wine/02066.png,3
472,"보데가스 라 푸리시마, 콘센티도 모나스트렐 바리까","Bodegas La Purisima, Consentido Monastrell Barrica",1,750,15.0,1,4,3,2,../../media/images/wine/02067.png,3
473,"보데가스 라 푸리시마, 캄풀러스 라 루비아 2","Bodegas La Purisima, Camplues La Rubia White",2,750,13.0,1,3,1,5,../../media/images/wine/02068.png,3
474,"보데가스 라 푸리시마, 캄풀러스 엘 모레노 1","Bodegas La Purisima, Campules El Moreno Red",3,750,14.0,1,3,4,2,../../media/images/wine/02069.png,3
475,"토레스, 비냐 에스메랄다 4","Torres, Vina Esmeralda Sparkling",4,750,12.0,1,4,1,5,../../media/images/wine/02070.png,3
476,"호메 세라, 부케 카바 3","Jaume Serra, Bouquet Cava Rose",4,750,12.0,1,3,1,1,../../media/images/wine/02071.png,3
477,"호메 세라, 부케 까바 브룻","Juame Serra, Bouquet CAVA Brut",4,750,12.0,2,3,1,3,../../media/images/wine/02072.png,3
478,"호메 세라, 오가닉 브룻 까바","Jaume Serra, Organic Brut Cava",4,750,12.0,1,4,1,4,../../media/images/wine/02073.png,3
479,"호메 세라, 로사도 까바","Jaume Serra, Rosado Cava",4,750,12.0,1,3,1,3,../../media/images/wine/02074.jpg,3
480,"호메 세라, 브뤼 네이처 리제르바 빈티지 까바","Jaume Serra, Brut Nature Reserva Vintage Cava",4,750,12.0,1,3,1,3,../../media/images/wine/02075.jpg,3
481,"호메 세라, 브뤼 네이처 까바","Jaume Serra, Brut Nature Cava",4,375,11.5,1,3,1,4,../../media/images/wine/02076.jpg,3
482,"호메 세라, 세미 세코 까바","Jaume Serra, Semi Seco Cava",4,750,12.0,3,3,1,3,../../media/images/wine/02077.jpg,3
483,"호메 세라, 브뤼 까바","Jaume Serra, Brut Cava",4,750,12.0,1,3,1,4,../../media/images/wine/02078.jpg,3
484,"시에라 깐따브리아, 블랑코","Sierra Cantabria, Blanco",2,750,14.0,1,3,1,2,../../media/images/wine/02079.png,3
485,"보데가스 볼베르, 파소 아 파소 뗌프라니요 & 그라시아노","Bodegas Volver, Paso a Paso Tempranillo & Graciano",1,750,15.0,1,2,3,3,../../media/images/wine/02080.png,3
486,"보데가스 볼베르, 라 퀸타 드 라파","Bodegas Volver, La Quinta de Rafa",1,750,15.0,1,2,3,1,../../media/images/wine/02081.png,3
487,"보데가스 볼베르, 에스페토 템프라니요","Bodegas Volver, Espeto Tempranillo",1,750,14.0,1,3,3,1,../../media/images/wine/02082.png,3
488,타리마 블랑코,Tarima Blanco,2,750,13.0,1,3,1,2,../../media/images/wine/02083.png,3
489,롱고 동고,Wrongo Dongo,1,750,15.0,1,3,3,3,../../media/images/wine/02084.jpg,3
490,타리마 모스카텔,Tarima Moscatel,4,750,7.0,4,2,1,4,../../media/images/wine/02085.png,3
491,타리마 오가닉,Tarima Organic,1,750,15.0,1,3,4,1,../../media/images/wine/02086.jpg,3
492,파소 아 파소 코세차,Paso a Paso Cosecha,1,750,14.0,1,3,3,3,../../media/images/wine/02087.jpg,3
493,파소 아 파소 템프라니요,Paso a Paso Tempranillo,1,750,14.0,2,3,3,3,../../media/images/wine/02088.jpg,3
494,타리마,Tarima,1,750,15.0,1,2,4,2,../../media/images/wine/02089.png,3
495,에스탄시아 드 실렌씨오 모나스트렐 오가닉,Estancia de Silencio Monastrell Organic,1,750,15.0,1,3,3,1,../../media/images/wine/02090.png,3
496,"핀카 바카라, 크레이지 그레이프","Finca Bacara, Crazy Grape",1,750,15.5,1,3,3,1,../../media/images/wine/02091.png,3
497,"핀카 바카라, 예야","Finca Bacara, Yeya",2,750,12.5,1,3,1,5,../../media/images/wine/02092.png,3
498,"핀카 바카라, 3","Finca Bacara, Rose",3,750,13.5,1,3,1,2,../../media/images/wine/02093.png,3
499,"핀카 바카라, 타임 웨이츠 포 노 원","Finca Bacara, Time Waits for No One",1,750,14.5,1,3,4,1,../../media/images/wine/02094.png,3
500,"토마스 쿠지네, 예브레","Tomas Cusine, Llebre",1,750,14.5,1,3,3,2,../../media/images/wine/02095.png,3
501,"토마스 쿠지네, 아우젤","Tomas Cusine, Auzells",2,750,13.0,1,3,1,4,../../media/images/wine/02096.png,3
502,"토마스 쿠지네, 빌로셀","Tomas Cusine, Vilosell",1,750,15.0,1,3,3,2,../../media/images/wine/02097.png,3
503,"토마스 쿠지네, 지올","Tomas Cusine, Geol",1,750,15.0,1,3,3,2,../../media/images/wine/02098.png,3
504,"마르께스 데 리스칼, 소비뇽 블랑","Marques de Riscal, Sauvignon Blanc",2,750,13.0,1,4,1,4,../../media/images/wine/02099.png,3
505,"마르케스 델 실보, 크리안자","Marques del Silvo, Crianza",1,750,14.0,1,4,3,2,../../media/images/wine/02100.png,3
506,"카사 로호, 라 가바차","Casa Rojo, La Gabacha",2,750,14.0,1,3,1,5,../../media/images/wine/02101.png,3
507,"알레한드로 페르난데즈, 20 알데아스","Alejandro Fernandez, 20 Aldeas",1,750,15.0,1,3,4,1,../../media/images/wine/02102.png,3
508,"피노소, 코스타 알리칸테 2","Pinoso, Costa Alicante Blanco",2,750,13.0,1,3,2,4,../../media/images/wine/02103.png,3
509,"피노소, 코스타 알리칸테 3","Pinoso, Costa Alicante Rosado",3,750,14.0,1,3,2,1,../../media/images/wine/02104.png,3
510,"치비테, 라스 핀카스 블랑코","Chivite, Las Fincas Blanco",2,750,14.0,1,3,3,4,../../media/images/wine/02105.png,3
511,"치비테, 라스 핀카스 3","Chivite, Las Fincas Rosado",3,750,14.0,1,3,3,4,../../media/images/wine/02106.png,3
512,"시에라 노르테, 이퀼리브리오","Sierra Norte, Equilibrio",1,750,15.0,1,2,3,2,../../media/images/wine/02107.png,3
513,"파고 드 아일레스, L 드 아일레스","Pago de Ayles, L de Ayles",3,750,14.5,1,4,1,2,../../media/images/wine/02108.png,3
514,"파고 아일레스, 세렌디피아 샤르도네","Pago Ayles, Serendipia Chardonnay",2,750,14.0,1,3,1,2,../../media/images/wine/02109.png,3
515,"파고 아일레스, 센다 데 레나도레스","Pago Ayles, Senda de Lenadores",1,750,15.0,1,3,3,1,../../media/images/wine/02110.png,3
516,"파고 아일레스, 꾸에스따 델 에레로","Pago Ayles, Cuesta del Herrero",1,750,15.0,1,3,3,1,../../media/images/wine/02111.png,3
517,레알 꼼빠니아 로사도,Real Compania Rosado,3,750,14.0,1,4,1,2,../../media/images/wine/02112.png,3
518,"레알 꼼빠니아 드 비노스, 뗌쁘라니요","Real Compania De Vinos, Tempranillo",1,750,13.5,1,4,3,1,../../media/images/wine/02113.jpg,3
519,"레알 꼼빠니아 드 비노스, 블랑코","Real Compania De Vinos, Blanco",2,750,14.0,1,3,1,5,../../media/images/wine/02114.png,3
520,"레알 꼼빠니아, 가르나차","Real Compania de Vinos, Garnacha",1,750,14.0,1,3,3,1,../../media/images/wine/02115.jpg,3
521,라 로스카 3 까바,La Rosca Rosado Cava,4,750,13.0,1,4,1,2,../../media/images/wine/02116.png,3
522,라 로스카 까바,La Rosca Cava Brut,4,750,12.0,1,5,1,3,../../media/images/wine/02117.png,3
523,"보히가스, 그랑 리제르바 네이쳐 브륏","Bohigas, Brut Nature Gran Reserva",4,750,13.0,1,5,1,4,../../media/images/wine/02118.png,3
524,"보히가스, 엑스트라 브뤼 그랑 리저브","Bohigas, Extra Brut Gran Reserva",4,750,12.0,1,3,1,4,../../media/images/wine/02119.png,3
525,"보히가스, 브뤼 네이처 리제르바","Bohigas, Brut Nature Reserva",4,750,12.0,2,3,1,4,../../media/images/wine/02120.png,3
526,보히가스 까바 브뤼 3,Bohigas Cava Brut Rosat,4,750,12.0,1,2,1,2,../../media/images/wine/02121.jpg,3
527,보히가스 리제르바 까바 세미 섹,Bohigas Cava Semi Sec Reserva,4,750,12.0,1,2,1,2,../../media/images/wine/02122.jpg,3
528,"보히가스, 리제르바 까바 브뤼","Bohigas, Cava Brut Reserva",4,750,13.0,2,3,1,3,../../media/images/wine/02123.jpg,3
529,"보데가스 산 발레로, 그란 두카이 까바 브뤼 나뚜르","Bodegas San Valero, Gran Ducay CAVA Brut Nature",4,750,12.0,1,4,1,4,../../media/images/wine/02124.png,3
530,"보데가스 산 발레로, 오리지움 크리안자","Bodegas San Valero, Origium Crianza",1,750,14.0,1,2,3,2,../../media/images/wine/02125.png,3
531,"보데가스 산 발레로, 오리지움 로블레","Bodegas San Valero, Origium Roble",1,750,14.0,1,2,2,2,../../media/images/wine/02126.png,3
532,"보데가스 산 발레로, 오리지움 마카베오 샤도네이","Bodegas San Valero, Origium Macabeo Chardonnay",2,750,13.0,2,3,1,4,../../media/images/wine/02127.png,3
533,"보데가스 산 발레로, 오리지움 가르나차","Bodegas San Valero, Origium Garnacha",1,750,14.0,1,3,2,2,../../media/images/wine/02128.png,3
534,"보데가스 산 발레로, 카스틸로 두카이 크리안자","Bodegas San Valero, Castillo Ducay Crianza",1,750,14.0,1,3,3,2,../../media/images/wine/02129.png,3
535,"보데가스 산 발레로, 카스틸로 두카이 블랑코","Bodegas San Valero, Castillo Ducay Blanco",2,750,14.0,1,3,1,4,../../media/images/wine/02130.png,3
536,"보데가스 산 발레로, 카스틸로 두카이 틴토","Bodegas San Valero, Castillo Ducay Tinto",1,750,14.0,1,2,2,1,../../media/images/wine/02131.png,3
537,"보데가스 산 발레로, 돈멘도 리세르바","Bodegas San Valero, Don Mendo Reserva",1,750,14.0,1,3,2,1,../../media/images/wine/02132.png,3
538,"보데가스 빌라노, 빌라노 로블레","Bodegas Vilano, Vilano Roble",1,750,15.0,1,2,3,2,../../media/images/wine/02133.png,3
539,옥테 더 사일런스,Oxte the Silence,1,750,15.0,1,2,3,2,../../media/images/wine/02134.png,3
540,"보데가스 이시드로 밀라그로, 라 모나 오르가닉 모스카텔 세미돌체","Bodegas Isidro Milagro, La Mona Organic Moscatel Semi-Dulce",2,750,13.0,2,3,1,5,../../media/images/wine/02135.png,3
541,"보데가스 이시드로 밀라그로, 엘 갈리토 오르가닉 메를로","Bodegas Isidro Milagro, El Gallito Organic Merlot",1,750,15.0,1,3,3,1,../../media/images/wine/02136.png,3
542,"보데가스 이시드로 밀라그로, 칼리 칸토 베르데호","Bodegas Isidro Milagro, Caly Canto Verdejo",2,750,12.0,1,4,1,1,../../media/images/wine/02137.jpg,3
543,"보데가스 이시드로 밀라그로, 또레 드 레하스 베르데호","Bodegas Isidro Milagro, Torre de Rejas Verdejo",2,750,13.0,1,3,1,1,../../media/images/wine/02138.jpg,3
544,"보데가스 이시드로 밀라그로, 또레 드 레하스 템프라니오 리제르바","Bodegas Isidro Milagro, Torre de Rejas Tempranillo Reserva",1,750,14.0,1,3,3,1,../../media/images/wine/02139.jpg,3
545,"보데가스 이시드로 밀라그로, 또레 드 레하스 템프라니오 크리안자","Bodegas Isidro Milagro, Torre de Rejas Tempranillo Crianza",1,750,14.0,1,3,4,1,../../media/images/wine/02140.jpg,3
546,"아그리꼴라 데 까달소, 가르나차","Agricola de Cadalso, Garnacha",1,750,15.0,1,3,3,2,../../media/images/wine/02141.png,3
547,"보데가스 루존, 그랑 까스티요 데 마닥스 1","Bodegas Luzon, Gran Castillo de Madax Tinto",1,750,15.0,1,3,3,1,../../media/images/wine/02142.png,3
548,"보데가스 루존, 까스티요 데 마닥스 2","Bodegas Luzon, Castillo de Madax White",2,750,13.0,1,4,1,4,../../media/images/wine/02143.png,3
549,"와이너리 온, 데뮤에르떼 블랑코","Winery On, Demuerte Blanco",2,750,13.0,1,4,1,5,../../media/images/wine/02144.png,3
550,"와이너리 온, 데뮤에르떼 원","Winery On, Demuerte One",1,750,15.0,1,3,4,1,../../media/images/wine/02145.png,3
551,발혼도 까바 브륏,Valhodo Cava Brut,4,750,12.0,1,3,1,3,../../media/images/wine/02146.png,3
552,까바예로 소비뇽 블랑,Cabllero Sauvignon Blanc,2,750,12.0,1,4,1,5,../../media/images/wine/02147.png,3
553,까바예로 베르데호,Caballero Verdejo,2,750,12.0,1,3,1,3,../../media/images/wine/02148.png,3
554,까바예로 템프라니요,Caballero Tempranillo,1,750,14.0,1,3,1,1,../../media/images/wine/02149.png,3
555,까바예로 까베르네 소비뇽,Caballero Cabernet Sauvignon,1,750,14.0,1,2,3,1,../../media/images/wine/02150.png,3
556,비리애투스,Viriatus,1,750,14.0,1,4,3,1,../../media/images/wine/02151.png,3
557,"콜로마, 꾸베 틴토","Coloma, Cuvee Tinto",1,750,15.0,1,4,3,1,../../media/images/wine/02152.png,3
