sell_id,store_id,wine_id,sell_reg_time,sell_price,sell_promot,sell_state
4719,12,1006,2023-07-20 13:20:35,32000,wine number 4719,1
4720,12,1007,2023-07-20 13:20:35,32000,wine number 4720,1
4721,12,1009,2023-07-20 13:20:35,25000,wine number 4721,1
4722,12,1010,2023-07-20 13:20:35,33000,wine number 4722,1
4723,12,1011,2023-07-20 13:20:35,18000,wine number 4723,1
4724,12,1013,2023-07-20 13:20:35,25000,wine number 4724,1
4725,12,1014,2023-07-20 13:20:35,33000,wine number 4725,1
4726,12,1015,2023-07-20 13:20:35,33000,wine number 4726,1
4727,12,1017,2023-07-20 13:20:35,37000,wine number 4727,1
4728,12,1018,2023-07-20 13:20:35,35000,wine number 4728,1
4729,12,1019,2023-07-20 13:20:35,18000,wine number 4729,1
4730,12,1021,2023-07-20 13:20:35,25000,wine number 4730,1
4731,12,1022,2023-07-20 13:20:35,18000,wine number 4731,1
4732,12,1025,2023-07-20 13:20:35,20000,wine number 4732,1
4733,12,1026,2023-07-20 13:20:35,28000,wine number 4733,1
4734,12,1030,2023-07-20 13:20:35,35000,wine number 4734,1
4735,12,1031,2023-07-20 13:20:35,18000,wine number 4735,1
4736,12,1033,2023-07-20 13:20:35,23000,wine number 4736,1
4737,12,1034,2023-07-20 13:20:35,30000,wine number 4737,1
4738,12,1035,2023-07-20 13:20:35,20000,wine number 4738,1
4739,12,1038,2023-07-20 13:20:35,20000,wine number 4739,1
4740,12,1039,2023-07-20 13:20:35,20000,wine number 4740,1
4741,12,1045,2023-07-20 13:20:35,20000,wine number 4741,1
4742,12,1054,2023-07-20 13:20:35,32000,wine number 4742,1
4743,12,1057,2023-07-20 13:20:35,33000,wine number 4743,1
4744,12,1058,2023-07-20 13:20:35,22000,wine number 4744,1
4745,12,1059,2023-07-20 13:20:35,22000,wine number 4745,1
4746,12,1061,2023-07-20 13:20:35,35000,wine number 4746,1
4747,12,1066,2023-07-20 13:20:35,23000,wine number 4747,1
4748,12,1067,2023-07-20 13:20:35,27000,wine number 4748,1
4749,12,1070,2023-07-20 13:20:35,30000,wine number 4749,1
4750,12,1073,2023-07-20 13:20:35,25000,wine number 4750,1
4751,12,1074,2023-07-20 13:20:35,35000,wine number 4751,1
4752,12,1077,2023-07-20 13:20:35,37000,wine number 4752,1
4753,12,1078,2023-07-20 13:20:35,30000,wine number 4753,1
4754,12,1083,2023-07-20 13:20:35,28000,wine number 4754,1
4755,12,1085,2023-07-20 13:20:35,28000,wine number 4755,1
4756,12,1086,2023-07-20 13:20:35,35000,wine number 4756,1
4757,12,1089,2023-07-20 13:20:35,18000,wine number 4757,1
4758,12,1094,2023-07-20 13:20:35,35000,wine number 4758,1
4759,12,1095,2023-07-20 13:20:35,30000,wine number 4759,1
4760,12,1097,2023-07-20 13:20:35,35000,wine number 4760,1
4761,12,1099,2023-07-20 13:20:35,27000,wine number 4761,1
4762,12,1101,2023-07-20 13:20:35,37000,wine number 4762,1
4763,12,1102,2023-07-20 13:20:35,35000,wine number 4763,1
4764,12,1103,2023-07-20 13:20:35,18000,wine number 4764,1
4765,12,1107,2023-07-20 13:20:35,28000,wine number 4765,1
4766,12,1109,2023-07-20 13:20:35,32000,wine number 4766,1
4767,12,1110,2023-07-20 13:20:35,28000,wine number 4767,1
4768,12,1111,2023-07-20 13:20:35,27000,wine number 4768,1
4769,12,1113,2023-07-20 13:20:35,32000,wine number 4769,1
4770,12,1115,2023-07-20 13:20:35,33000,wine number 4770,1
4771,12,1119,2023-07-20 13:20:35,23000,wine number 4771,1
4772,12,1121,2023-07-20 13:20:35,33000,wine number 4772,1
4773,12,1125,2023-07-20 13:20:35,25000,wine number 4773,1
4774,12,1127,2023-07-20 13:20:35,33000,wine number 4774,1
4775,12,1130,2023-07-20 13:20:35,20000,wine number 4775,1
4776,12,1131,2023-07-20 13:20:35,35000,wine number 4776,1
4777,12,1135,2023-07-20 13:20:35,33000,wine number 4777,1
4778,12,1138,2023-07-20 13:20:35,32000,wine number 4778,1
4779,12,1142,2023-07-20 13:20:35,18000,wine number 4779,1
4780,12,1145,2023-07-20 13:20:35,23000,wine number 4780,1
4781,12,1147,2023-07-20 13:20:35,32000,wine number 4781,1
4782,12,1150,2023-07-20 13:20:35,32000,wine number 4782,1
4783,12,1153,2023-07-20 13:20:35,22000,wine number 4783,1
4784,12,1155,2023-07-20 13:20:35,27000,wine number 4784,1
4785,12,1157,2023-07-20 13:20:35,25000,wine number 4785,1
4786,12,1159,2023-07-20 13:20:35,18000,wine number 4786,1
4787,12,1161,2023-07-20 13:20:35,20000,wine number 4787,1
4788,12,1162,2023-07-20 13:20:35,25000,wine number 4788,1
4789,12,1163,2023-07-20 13:20:35,32000,wine number 4789,1
4790,12,1165,2023-07-20 13:20:35,25000,wine number 4790,1
4791,12,1166,2023-07-20 13:20:35,23000,wine number 4791,1
4792,12,1167,2023-07-20 13:20:35,33000,wine number 4792,1
4793,12,1170,2023-07-20 13:20:35,22000,wine number 4793,1
4794,12,1173,2023-07-20 13:20:35,37000,wine number 4794,1
4795,12,1177,2023-07-20 13:20:35,18000,wine number 4795,1
4796,12,1179,2023-07-20 13:20:35,32000,wine number 4796,1
4797,12,1186,2023-07-20 13:20:35,28000,wine number 4797,1
4798,12,1187,2023-07-20 13:20:35,35000,wine number 4798,1
4799,12,1189,2023-07-20 13:20:35,35000,wine number 4799,1
4800,12,1191,2023-07-20 13:20:35,35000,wine number 4800,1
4801,12,1193,2023-07-20 13:20:35,35000,wine number 4801,1
4802,12,1194,2023-07-20 13:20:35,35000,wine number 4802,1
4803,12,1201,2023-07-20 13:20:35,33000,wine number 4803,1
4804,12,1202,2023-07-20 13:20:35,18000,wine number 4804,1
4805,12,1203,2023-07-20 13:20:35,37000,wine number 4805,1
4806,12,1209,2023-07-20 13:20:35,35000,wine number 4806,1
4807,12,1210,2023-07-20 13:20:35,23000,wine number 4807,1
4808,12,1211,2023-07-20 13:20:35,22000,wine number 4808,1
4809,12,1213,2023-07-20 13:20:35,32000,wine number 4809,1
4810,12,1215,2023-07-20 13:20:35,30000,wine number 4810,1
4811,12,1217,2023-07-20 13:20:35,37000,wine number 4811,1
4812,12,1221,2023-07-20 13:20:35,18000,wine number 4812,1
4813,12,1222,2023-07-20 13:20:35,37000,wine number 4813,1
4814,12,1223,2023-07-20 13:20:35,22000,wine number 4814,1
4815,12,1225,2023-07-20 13:20:35,33000,wine number 4815,1
4816,12,1229,2023-07-20 13:20:35,28000,wine number 4816,1
4817,12,1230,2023-07-20 13:20:35,20000,wine number 4817,1
4818,12,1234,2023-07-20 13:20:35,20000,wine number 4818,1
4819,12,1235,2023-07-20 13:20:35,32000,wine number 4819,1
4820,12,1237,2023-07-20 13:20:35,35000,wine number 4820,1
4821,12,1238,2023-07-20 13:20:35,22000,wine number 4821,1
4822,12,1239,2023-07-20 13:20:35,37000,wine number 4822,1
4823,12,1242,2023-07-20 13:20:35,33000,wine number 4823,1
4824,12,1247,2023-07-20 13:20:35,25000,wine number 4824,1
4825,12,1254,2023-07-20 13:20:35,35000,wine number 4825,1
4826,12,1255,2023-07-20 13:20:35,25000,wine number 4826,1
4827,12,1257,2023-07-20 13:20:35,18000,wine number 4827,1
4828,12,1261,2023-07-20 13:20:35,30000,wine number 4828,1
4829,12,1262,2023-07-20 13:20:35,20000,wine number 4829,1
4830,12,1263,2023-07-20 13:20:35,18000,wine number 4830,1
4831,12,1265,2023-07-20 13:20:35,37000,wine number 4831,1
4832,12,1269,2023-07-20 13:20:35,27000,wine number 4832,1
4833,12,1270,2023-07-20 13:20:35,25000,wine number 4833,1
4834,12,1271,2023-07-20 13:20:35,28000,wine number 4834,1
4835,12,1275,2023-07-20 13:20:35,20000,wine number 4835,1
4836,12,1277,2023-07-20 13:20:35,27000,wine number 4836,1
4837,12,1278,2023-07-20 13:20:35,35000,wine number 4837,1
4838,12,1279,2023-07-20 13:20:35,28000,wine number 4838,1
4839,12,1285,2023-07-20 13:20:35,35000,wine number 4839,1
4840,12,1289,2023-07-20 13:20:35,25000,wine number 4840,1
4841,12,1291,2023-07-20 13:20:35,35000,wine number 4841,1
4842,12,1293,2023-07-20 13:20:35,28000,wine number 4842,1
4843,12,1294,2023-07-20 13:20:35,30000,wine number 4843,1
4844,12,1297,2023-07-20 13:20:35,27000,wine number 4844,1
4845,12,1298,2023-07-20 13:20:35,35000,wine number 4845,1
4846,12,1299,2023-07-20 13:20:35,33000,wine number 4846,1
4847,12,1301,2023-07-20 13:20:35,25000,wine number 4847,1
4848,12,1303,2023-07-20 13:20:35,22000,wine number 4848,1
4849,12,1305,2023-07-20 13:20:35,22000,wine number 4849,1
4850,12,1309,2023-07-20 13:20:35,28000,wine number 4850,1
4851,12,1311,2023-07-20 13:20:35,20000,wine number 4851,1
4852,12,1313,2023-07-20 13:20:35,18000,wine number 4852,1
4853,12,1317,2023-07-20 13:20:35,25000,wine number 4853,1
4854,12,1319,2023-07-20 13:20:35,22000,wine number 4854,1
4855,12,1323,2023-07-20 13:20:35,18000,wine number 4855,1
4856,12,1326,2023-07-20 13:20:35,35000,wine number 4856,1
4857,12,1327,2023-07-20 13:20:35,30000,wine number 4857,1
4858,12,1330,2023-07-20 13:20:35,27000,wine number 4858,1
4859,12,1331,2023-07-20 13:20:35,22000,wine number 4859,1
4860,12,1333,2023-07-20 13:20:35,33000,wine number 4860,1
4861,12,1335,2023-07-20 13:20:35,22000,wine number 4861,1
4862,12,1337,2023-07-20 13:20:35,30000,wine number 4862,1
4863,12,1339,2023-07-20 13:20:35,28000,wine number 4863,1
4864,12,1341,2023-07-20 13:20:35,35000,wine number 4864,1
4865,12,1342,2023-07-20 13:20:35,23000,wine number 4865,1
4866,12,1343,2023-07-20 13:20:35,23000,wine number 4866,1
4867,12,1346,2023-07-20 13:20:35,25000,wine number 4867,1
4868,12,1347,2023-07-20 13:20:35,33000,wine number 4868,1
4869,12,1349,2023-07-20 13:20:35,20000,wine number 4869,1
4870,12,1350,2023-07-20 13:20:35,37000,wine number 4870,1
4871,12,1351,2023-07-20 13:20:35,23000,wine number 4871,1
4872,12,1353,2023-07-20 13:20:35,28000,wine number 4872,1
4873,12,1354,2023-07-20 13:20:35,23000,wine number 4873,1
4874,12,1355,2023-07-20 13:20:35,22000,wine number 4874,1
4875,12,1358,2023-07-20 13:20:35,33000,wine number 4875,1
4876,12,1361,2023-07-20 13:20:35,32000,wine number 4876,1
4877,12,1363,2023-07-20 13:20:35,23000,wine number 4877,1
4878,12,1365,2023-07-20 13:20:35,22000,wine number 4878,1
4879,12,1367,2023-07-20 13:20:35,22000,wine number 4879,1
4880,12,1370,2023-07-20 13:20:35,20000,wine number 4880,1
4881,12,1373,2023-07-20 13:20:35,30000,wine number 4881,1
4882,12,1374,2023-07-20 13:20:35,27000,wine number 4882,1
4883,12,1378,2023-07-20 13:20:35,33000,wine number 4883,1
4884,12,1379,2023-07-20 13:20:35,23000,wine number 4884,1
4885,12,1381,2023-07-20 13:20:35,18000,wine number 4885,1
4886,12,1386,2023-07-20 13:20:35,37000,wine number 4886,1
4887,12,1387,2023-07-20 13:20:35,27000,wine number 4887,1
4888,13,2,2023-07-20 13:20:35,35000,wine number 4888,1
4889,13,15,2023-07-20 13:20:35,20000,wine number 4889,1
4890,13,17,2023-07-20 13:20:35,25000,wine number 4890,1
4891,13,18,2023-07-20 13:20:35,22000,wine number 4891,1
4892,13,19,2023-07-20 13:20:35,25000,wine number 4892,1
4893,13,22,2023-07-20 13:20:35,25000,wine number 4893,1
4894,13,23,2023-07-20 13:20:35,20000,wine number 4894,1
4895,13,26,2023-07-20 13:20:35,22000,wine number 4895,1
4896,13,43,2023-07-20 13:20:35,35000,wine number 4896,1
4897,13,47,2023-07-20 13:20:35,28000,wine number 4897,1
4898,13,59,2023-07-20 13:20:35,30000,wine number 4898,1
4899,13,61,2023-07-20 13:20:35,30000,wine number 4899,1
4900,13,66,2023-07-20 13:20:35,37000,wine number 4900,1
4901,13,67,2023-07-20 13:20:35,22000,wine number 4901,1
4902,13,81,2023-07-20 13:20:35,22000,wine number 4902,1
4903,13,83,2023-07-20 13:20:35,18000,wine number 4903,1
4904,13,93,2023-07-20 13:20:35,20000,wine number 4904,1
4905,13,95,2023-07-20 13:20:35,37000,wine number 4905,1
4906,13,106,2023-07-20 13:20:35,23000,wine number 4906,1
4907,13,110,2023-07-20 13:20:35,28000,wine number 4907,1
4908,13,115,2023-07-20 13:20:35,32000,wine number 4908,1
4909,13,117,2023-07-20 13:20:35,33000,wine number 4909,1
4910,13,119,2023-07-20 13:20:35,18000,wine number 4910,1
4911,13,121,2023-07-20 13:20:35,35000,wine number 4911,1
4912,13,122,2023-07-20 13:20:35,28000,wine number 4912,1
4913,13,123,2023-07-20 13:20:35,22000,wine number 4913,1
4914,13,134,2023-07-20 13:20:35,37000,wine number 4914,1
4915,13,135,2023-07-20 13:20:35,37000,wine number 4915,1
4916,13,137,2023-07-20 13:20:35,35000,wine number 4916,1
4917,13,146,2023-07-20 13:20:35,35000,wine number 4917,1
4918,13,157,2023-07-20 13:20:35,28000,wine number 4918,1
4919,13,158,2023-07-20 13:20:35,33000,wine number 4919,1
4920,13,162,2023-07-20 13:20:35,25000,wine number 4920,1
4921,13,167,2023-07-20 13:20:35,18000,wine number 4921,1
4922,13,169,2023-07-20 13:20:35,20000,wine number 4922,1
4923,13,171,2023-07-20 13:20:35,28000,wine number 4923,1
4924,13,174,2023-07-20 13:20:35,18000,wine number 4924,1
4925,13,175,2023-07-20 13:20:35,20000,wine number 4925,1
4926,13,182,2023-07-20 13:20:35,25000,wine number 4926,1
4927,13,183,2023-07-20 13:20:35,25000,wine number 4927,1
4928,13,189,2023-07-20 13:20:35,23000,wine number 4928,1
4929,13,206,2023-07-20 13:20:35,37000,wine number 4929,1
4930,13,213,2023-07-20 13:20:35,23000,wine number 4930,1
4931,13,215,2023-07-20 13:20:35,18000,wine number 4931,1
4932,13,217,2023-07-20 13:20:35,20000,wine number 4932,1
4933,13,219,2023-07-20 13:20:35,33000,wine number 4933,1
4934,13,225,2023-07-20 13:20:35,33000,wine number 4934,1
4935,13,226,2023-07-20 13:20:35,18000,wine number 4935,1
4936,13,245,2023-07-20 13:20:35,35000,wine number 4936,1
4937,13,246,2023-07-20 13:20:35,32000,wine number 4937,1
4938,13,253,2023-07-20 13:20:35,32000,wine number 4938,1
4939,13,257,2023-07-20 13:20:35,25000,wine number 4939,1
4940,13,265,2023-07-20 13:20:35,35000,wine number 4940,1
4941,13,273,2023-07-20 13:20:35,28000,wine number 4941,1
4942,13,279,2023-07-20 13:20:35,18000,wine number 4942,1
4943,13,287,2023-07-20 13:20:35,20000,wine number 4943,1
4944,13,289,2023-07-20 13:20:35,32000,wine number 4944,1
4945,13,293,2023-07-20 13:20:35,23000,wine number 4945,1
4946,13,294,2023-07-20 13:20:35,35000,wine number 4946,1
4947,13,295,2023-07-20 13:20:35,23000,wine number 4947,1
4948,13,297,2023-07-20 13:20:35,37000,wine number 4948,1
4949,13,314,2023-07-20 13:20:35,33000,wine number 4949,1
4950,13,318,2023-07-20 13:20:35,25000,wine number 4950,1
4951,13,330,2023-07-20 13:20:35,27000,wine number 4951,1
4952,13,335,2023-07-20 13:20:35,35000,wine number 4952,1
4953,13,350,2023-07-20 13:20:35,30000,wine number 4953,1
4954,13,355,2023-07-20 13:20:35,28000,wine number 4954,1
4955,13,381,2023-07-20 13:20:35,37000,wine number 4955,1
4956,13,383,2023-07-20 13:20:35,33000,wine number 4956,1
4957,13,385,2023-07-20 13:20:35,30000,wine number 4957,1
4958,13,389,2023-07-20 13:20:35,28000,wine number 4958,1
4959,13,390,2023-07-20 13:20:35,23000,wine number 4959,1
4960,13,403,2023-07-20 13:20:35,20000,wine number 4960,1
4961,13,409,2023-07-20 13:20:35,23000,wine number 4961,1
4962,13,413,2023-07-20 13:20:35,28000,wine number 4962,1
4963,13,414,2023-07-20 13:20:35,28000,wine number 4963,1
4964,13,417,2023-07-20 13:20:35,27000,wine number 4964,1
4965,13,429,2023-07-20 13:20:35,37000,wine number 4965,1
4966,13,443,2023-07-20 13:20:35,27000,wine number 4966,1
4967,13,457,2023-07-20 13:20:35,28000,wine number 4967,1
4968,13,461,2023-07-20 13:20:35,28000,wine number 4968,1
4969,13,465,2023-07-20 13:20:35,22000,wine number 4969,1
4970,13,469,2023-07-20 13:20:35,30000,wine number 4970,1
4971,13,478,2023-07-20 13:20:35,33000,wine number 4971,1
4972,13,481,2023-07-20 13:20:35,18000,wine number 4972,1
4973,13,483,2023-07-20 13:20:35,30000,wine number 4973,1
4974,13,487,2023-07-20 13:20:35,20000,wine number 4974,1
4975,13,503,2023-07-20 13:20:35,37000,wine number 4975,1
4976,13,506,2023-07-20 13:20:35,28000,wine number 4976,1
4977,13,509,2023-07-20 13:20:35,37000,wine number 4977,1
4978,13,515,2023-07-20 13:20:35,22000,wine number 4978,1
4979,13,518,2023-07-20 13:20:35,28000,wine number 4979,1
4980,13,521,2023-07-20 13:20:35,20000,wine number 4980,1
4981,13,530,2023-07-20 13:20:35,23000,wine number 4981,1
4982,13,533,2023-07-20 13:20:35,33000,wine number 4982,1
4983,13,534,2023-07-20 13:20:35,18000,wine number 4983,1
4984,13,538,2023-07-20 13:20:35,20000,wine number 4984,1
4985,13,549,2023-07-20 13:20:35,28000,wine number 4985,1
4986,13,561,2023-07-20 13:20:35,28000,wine number 4986,1
4987,13,575,2023-07-20 13:20:35,35000,wine number 4987,1
4988,13,578,2023-07-20 13:20:35,35000,wine number 4988,1
4989,13,585,2023-07-20 13:20:35,35000,wine number 4989,1
4990,13,587,2023-07-20 13:20:35,22000,wine number 4990,1
4991,13,593,2023-07-20 13:20:35,27000,wine number 4991,1
4992,13,597,2023-07-20 13:20:35,32000,wine number 4992,1
4993,13,598,2023-07-20 13:20:35,35000,wine number 4993,1
4994,13,599,2023-07-20 13:20:35,25000,wine number 4994,1
4995,13,609,2023-07-20 13:20:35,30000,wine number 4995,1
4996,13,614,2023-07-20 13:20:35,25000,wine number 4996,1
4997,13,626,2023-07-20 13:20:35,18000,wine number 4997,1
4998,13,631,2023-07-20 13:20:35,22000,wine number 4998,1
4999,13,633,2023-07-20 13:20:35,23000,wine number 4999,1
5000,13,635,2023-07-20 13:20:35,25000,wine number 5000,1
5001,13,638,2023-07-20 13:20:35,28000,wine number 5001,1
5002,13,650,2023-07-20 13:20:35,18000,wine number 5002,1
5003,13,651,2023-07-20 13:20:35,37000,wine number 5003,1
5004,13,669,2023-07-20 13:20:35,33000,wine number 5004,1
5005,13,670,2023-07-20 13:20:35,27000,wine number 5005,1
5006,13,671,2023-07-20 13:20:35,33000,wine number 5006,1
5007,13,673,2023-07-20 13:20:35,35000,wine number 5007,1
5008,13,675,2023-07-20 13:20:35,23000,wine number 5008,1
5009,13,681,2023-07-20 13:20:35,27000,wine number 5009,1
5010,13,683,2023-07-20 13:20:35,30000,wine number 5010,1
5011,13,690,2023-07-20 13:20:35,37000,wine number 5011,1
5012,13,693,2023-07-20 13:20:35,20000,wine number 5012,1
5013,13,697,2023-07-20 13:20:35,20000,wine number 5013,1
5014,13,701,2023-07-20 13:20:35,27000,wine number 5014,1
5015,13,713,2023-07-20 13:20:35,18000,wine number 5015,1
5016,13,714,2023-07-20 13:20:35,32000,wine number 5016,1
5017,13,725,2023-07-20 13:20:35,27000,wine number 5017,1
5018,13,726,2023-07-20 13:20:35,23000,wine number 5018,1
5019,13,734,2023-07-20 13:20:35,33000,wine number 5019,1
5020,13,738,2023-07-20 13:20:35,32000,wine number 5020,1
5021,13,741,2023-07-20 13:20:35,23000,wine number 5021,1
5022,13,745,2023-07-20 13:20:35,35000,wine number 5022,1
5023,13,751,2023-07-20 13:20:35,25000,wine number 5023,1
5024,13,761,2023-07-20 13:20:35,18000,wine number 5024,1
5025,13,774,2023-07-20 13:20:35,30000,wine number 5025,1
5026,13,787,2023-07-20 13:20:35,27000,wine number 5026,1
5027,13,790,2023-07-20 13:20:35,22000,wine number 5027,1
5028,13,797,2023-07-20 13:20:35,25000,wine number 5028,1
5029,13,802,2023-07-20 13:20:35,35000,wine number 5029,1
5030,13,810,2023-07-20 13:20:35,28000,wine number 5030,1
5031,13,814,2023-07-20 13:20:35,28000,wine number 5031,1
5032,13,818,2023-07-20 13:20:35,33000,wine number 5032,1
5033,13,821,2023-07-20 13:20:35,32000,wine number 5033,1
5034,13,825,2023-07-20 13:20:35,28000,wine number 5034,1
5035,13,826,2023-07-20 13:20:35,33000,wine number 5035,1
5036,13,829,2023-07-20 13:20:35,37000,wine number 5036,1
5037,13,839,2023-07-20 13:20:35,32000,wine number 5037,1
5038,13,841,2023-07-20 13:20:35,30000,wine number 5038,1
5039,13,845,2023-07-20 13:20:35,22000,wine number 5039,1
5040,13,846,2023-07-20 13:20:35,30000,wine number 5040,1
5041,13,849,2023-07-20 13:20:35,33000,wine number 5041,1
5042,13,857,2023-07-20 13:20:35,37000,wine number 5042,1
5043,13,861,2023-07-20 13:20:35,37000,wine number 5043,1
5044,13,865,2023-07-20 13:20:35,27000,wine number 5044,1
5045,13,867,2023-07-20 13:20:35,18000,wine number 5045,1
5046,13,874,2023-07-20 13:20:35,33000,wine number 5046,1
5047,13,877,2023-07-20 13:20:35,37000,wine number 5047,1
5048,13,879,2023-07-20 13:20:35,22000,wine number 5048,1
5049,13,893,2023-07-20 13:20:35,28000,wine number 5049,1
5050,13,894,2023-07-20 13:20:35,18000,wine number 5050,1
5051,13,898,2023-07-20 13:20:35,23000,wine number 5051,1
5052,13,911,2023-07-20 13:20:35,25000,wine number 5052,1
5053,13,918,2023-07-20 13:20:35,35000,wine number 5053,1
5054,13,926,2023-07-20 13:20:35,23000,wine number 5054,1
5055,13,942,2023-07-20 13:20:35,22000,wine number 5055,1
5056,13,955,2023-07-20 13:20:35,35000,wine number 5056,1
5057,13,958,2023-07-20 13:20:35,20000,wine number 5057,1
5058,13,959,2023-07-20 13:20:35,35000,wine number 5058,1
5059,13,973,2023-07-20 13:20:35,35000,wine number 5059,1
5060,13,974,2023-07-20 13:20:35,18000,wine number 5060,1
5061,13,979,2023-07-20 13:20:35,18000,wine number 5061,1
5062,13,985,2023-07-20 13:20:35,25000,wine number 5062,1
5063,13,1009,2023-07-20 13:20:35,37000,wine number 5063,1
5064,13,1013,2023-07-20 13:20:35,28000,wine number 5064,1
5065,13,1015,2023-07-20 13:20:35,27000,wine number 5065,1
5066,13,1019,2023-07-20 13:20:35,20000,wine number 5066,1
5067,13,1025,2023-07-20 13:20:35,30000,wine number 5067,1
5068,13,1027,2023-07-20 13:20:35,22000,wine number 5068,1
5069,13,1035,2023-07-20 13:20:35,37000,wine number 5069,1
5070,13,1053,2023-07-20 13:20:35,25000,wine number 5070,1
5071,13,1059,2023-07-20 13:20:35,20000,wine number 5071,1
5072,13,1062,2023-07-20 13:20:35,20000,wine number 5072,1
5073,13,1074,2023-07-20 13:20:35,32000,wine number 5073,1
5074,13,1075,2023-07-20 13:20:35,33000,wine number 5074,1
5075,13,1077,2023-07-20 13:20:35,22000,wine number 5075,1
5076,13,1081,2023-07-20 13:20:35,32000,wine number 5076,1
5077,13,1082,2023-07-20 13:20:35,37000,wine number 5077,1
5078,13,1093,2023-07-20 13:20:35,25000,wine number 5078,1
5079,13,1110,2023-07-20 13:20:35,27000,wine number 5079,1
5080,13,1126,2023-07-20 13:20:35,20000,wine number 5080,1
5081,13,1130,2023-07-20 13:20:35,37000,wine number 5081,1
5082,13,1133,2023-07-20 13:20:35,22000,wine number 5082,1
5083,13,1135,2023-07-20 13:20:35,33000,wine number 5083,1
5084,13,1138,2023-07-20 13:20:35,30000,wine number 5084,1
5085,13,1154,2023-07-20 13:20:35,37000,wine number 5085,1
5086,13,1158,2023-07-20 13:20:35,22000,wine number 5086,1
5087,13,1159,2023-07-20 13:20:35,23000,wine number 5087,1
5088,13,1201,2023-07-20 13:20:35,35000,wine number 5088,1
5089,13,1202,2023-07-20 13:20:35,28000,wine number 5089,1
5090,13,1205,2023-07-20 13:20:35,35000,wine number 5090,1
5091,13,1210,2023-07-20 13:20:35,23000,wine number 5091,1
5092,13,1217,2023-07-20 13:20:35,28000,wine number 5092,1
5093,13,1222,2023-07-20 13:20:35,30000,wine number 5093,1
5094,13,1233,2023-07-20 13:20:35,28000,wine number 5094,1
5095,13,1234,2023-07-20 13:20:35,23000,wine number 5095,1
5096,13,1242,2023-07-20 13:20:35,33000,wine number 5096,1
5097,13,1263,2023-07-20 13:20:35,18000,wine number 5097,1
5098,13,1267,2023-07-20 13:20:35,35000,wine number 5098,1
5099,13,1270,2023-07-20 13:20:35,23000,wine number 5099,1
5100,13,1283,2023-07-20 13:20:35,28000,wine number 5100,1
5101,13,1285,2023-07-20 13:20:35,22000,wine number 5101,1
5102,13,1307,2023-07-20 13:20:35,27000,wine number 5102,1
5103,13,1322,2023-07-20 13:20:35,30000,wine number 5103,1
5104,13,1327,2023-07-20 13:20:35,18000,wine number 5104,1
5105,13,1333,2023-07-20 13:20:35,30000,wine number 5105,1
5106,13,1334,2023-07-20 13:20:35,35000,wine number 5106,1
5107,13,1338,2023-07-20 13:20:35,22000,wine number 5107,1
5108,13,1342,2023-07-20 13:20:35,32000,wine number 5108,1
5109,13,1350,2023-07-20 13:20:35,18000,wine number 5109,1
5110,13,1351,2023-07-20 13:20:35,35000,wine number 5110,1
5111,13,1357,2023-07-20 13:20:35,32000,wine number 5111,1
5112,13,1359,2023-07-20 13:20:35,22000,wine number 5112,1
5113,13,1362,2023-07-20 13:20:35,25000,wine number 5113,1
5114,13,1369,2023-07-20 13:20:35,30000,wine number 5114,1
5115,13,1371,2023-07-20 13:20:35,33000,wine number 5115,1
5116,13,1374,2023-07-20 13:20:35,35000,wine number 5116,1
5117,13,1375,2023-07-20 13:20:35,30000,wine number 5117,1
5118,13,1385,2023-07-20 13:20:35,35000,wine number 5118,1
5119,13,1387,2023-07-20 13:20:35,25000,wine number 5119,1
5120,13,1390,2023-07-20 13:20:35,33000,wine number 5120,1
5121,14,1,2023-07-20 13:20:35,35000,wine number 5121,1
5122,14,3,2023-07-20 13:20:35,22000,wine number 5122,1
5123,14,10,2023-07-20 13:20:35,22000,wine number 5123,1
5124,14,14,2023-07-20 13:20:35,37000,wine number 5124,1
5125,14,17,2023-07-20 13:20:35,28000,wine number 5125,1
5126,14,18,2023-07-20 13:20:35,30000,wine number 5126,1
5127,14,21,2023-07-20 13:20:35,23000,wine number 5127,1
5128,14,25,2023-07-20 13:20:35,27000,wine number 5128,1
5129,14,30,2023-07-20 13:20:35,35000,wine number 5129,1
5130,14,34,2023-07-20 13:20:35,35000,wine number 5130,1
5131,14,37,2023-07-20 13:20:35,32000,wine number 5131,1
5132,14,42,2023-07-20 13:20:35,33000,wine number 5132,1
5133,14,43,2023-07-20 13:20:35,32000,wine number 5133,1
5134,14,46,2023-07-20 13:20:35,28000,wine number 5134,1
5135,14,50,2023-07-20 13:20:35,27000,wine number 5135,1
5136,14,54,2023-07-20 13:20:35,23000,wine number 5136,1
5137,14,55,2023-07-20 13:20:35,35000,wine number 5137,1
5138,14,57,2023-07-20 13:20:35,30000,wine number 5138,1
5139,14,58,2023-07-20 13:20:35,32000,wine number 5139,1
5140,14,59,2023-07-20 13:20:35,27000,wine number 5140,1
5141,14,61,2023-07-20 13:20:35,30000,wine number 5141,1
5142,14,63,2023-07-20 13:20:35,25000,wine number 5142,1
5143,14,65,2023-07-20 13:20:35,30000,wine number 5143,1
5144,14,70,2023-07-20 13:20:35,28000,wine number 5144,1
5145,14,73,2023-07-20 13:20:35,28000,wine number 5145,1
5146,14,78,2023-07-20 13:20:35,32000,wine number 5146,1
5147,14,79,2023-07-20 13:20:35,33000,wine number 5147,1
