cart_id,user_id,cart_time,cart_state
2140,user183,2023-06-30 22:34:18,1
2141,user271,2023-06-30 22:34:28,1
2142,user098,2023-06-30 22:34:38,1
2143,user198,2023-06-30 22:34:48,1
2144,user309,2023-06-30 22:34:58,1
2145,user201,2023-06-30 22:35:08,1
2146,user304,2023-06-30 22:35:18,1
2147,user194,2023-06-30 22:35:28,1
2148,user163,2023-06-30 22:35:38,1
2149,user159,2023-06-30 22:35:48,1
2150,user083,2023-06-30 22:35:58,1
2151,user144,2023-06-30 22:36:08,1
2152,user157,2023-06-30 22:36:18,1
2153,user230,2023-06-30 22:36:28,1
2154,user183,2023-06-30 22:36:38,1
2155,user291,2023-06-30 22:36:48,1
2156,user034,2023-06-30 22:36:58,1
2157,user268,2023-06-30 22:37:08,1
2158,user074,2023-06-30 22:37:18,1
2159,user063,2023-06-30 22:37:28,1
2160,user151,2023-06-30 22:37:38,1
2161,user268,2023-06-30 22:37:48,1
2162,user230,2023-06-30 22:37:58,1
2163,user326,2023-06-30 22:38:08,1
2164,user299,2023-06-30 22:38:18,1
2165,user269,2023-06-30 22:38:28,1
2166,user205,2023-06-30 22:38:38,1
2167,user297,2023-06-30 22:38:48,1
2168,user182,2023-06-30 22:38:58,1
2169,user288,2023-06-30 22:39:08,1
2170,user222,2023-06-30 22:39:18,1
2171,user076,2023-06-30 22:39:28,1
2172,user187,2023-06-30 22:39:38,1
2173,user281,2023-06-30 22:39:48,1
2174,user283,2023-06-30 22:39:58,1
2175,user200,2023-06-30 22:40:08,1
2176,user199,2023-06-30 22:40:18,1
2177,user079,2023-06-30 22:40:28,1
2178,user139,2023-06-30 22:40:38,1
2179,user076,2023-06-30 22:40:48,1
2180,user250,2023-06-30 22:40:58,1
2181,user106,2023-06-30 22:41:08,1
2182,user019,2023-06-30 22:41:18,1
2183,user148,2023-06-30 22:41:28,1
2184,user273,2023-06-30 22:41:38,1
2185,user318,2023-06-30 22:41:48,1
2186,user230,2023-06-30 22:41:58,1
2187,user083,2023-06-30 22:42:08,1
2188,user191,2023-06-30 22:42:18,1
2189,user090,2023-06-30 22:42:28,1
2190,user078,2023-06-30 22:42:38,1
2191,user121,2023-06-30 22:42:48,1
2192,user235,2023-06-30 22:42:58,1
2193,user224,2023-06-30 22:43:08,1
2194,user202,2023-06-30 22:43:18,1
2195,user164,2023-06-30 22:43:28,1
2196,user324,2023-06-30 22:43:38,1
2197,user125,2023-06-30 22:43:48,1
2198,user087,2023-06-30 22:43:58,1
2199,user054,2023-06-30 22:44:08,1
2200,user271,2023-06-30 22:44:18,1
2201,user143,2023-06-30 22:44:28,1
2202,user178,2023-06-30 22:44:38,1
2203,user173,2023-06-30 22:44:48,1
2204,user164,2023-06-30 22:44:58,1
2205,user297,2023-06-30 22:45:08,1
2206,user078,2023-06-30 22:45:18,1
2207,user107,2023-06-30 22:45:28,1
2208,user248,2023-06-30 22:45:38,1
2209,user221,2023-06-30 22:45:48,1
2210,user099,2023-06-30 22:45:58,1
2211,user148,2023-06-30 22:46:08,1
2212,user222,2023-06-30 22:46:18,1
2213,user166,2023-06-30 22:46:28,1
2214,user102,2023-06-30 22:46:38,1
2215,user308,2023-06-30 22:46:48,1
2216,user137,2023-06-30 22:46:58,1
2217,user195,2023-06-30 22:47:08,1
2218,user002,2023-06-30 22:47:18,1
2219,user137,2023-06-30 22:47:28,1
2220,user231,2023-06-30 22:47:38,1
2221,user299,2023-06-30 22:47:48,1
2222,user307,2023-06-30 22:47:58,1
2223,user165,2023-06-30 22:48:08,1
2224,user245,2023-06-30 22:48:18,1
2225,user152,2023-06-30 22:48:28,1
2226,user203,2023-06-30 22:48:38,1
2227,user313,2023-06-30 22:48:48,1
2228,user314,2023-06-30 22:48:58,1
2229,user289,2023-06-30 22:49:08,1
2230,user131,2023-06-30 22:49:18,1
2231,user158,2023-06-30 22:49:28,1
2232,user182,2023-06-30 22:49:38,1
2233,user123,2023-06-30 22:49:48,1
2234,user258,2023-06-30 22:49:58,1
2235,user213,2023-06-30 22:50:08,1
2236,user087,2023-06-30 22:50:18,1
2237,user080,2023-06-30 22:50:28,1
2238,user271,2023-06-30 22:50:38,1
2239,user106,2023-06-30 22:50:48,1
2240,user256,2023-06-30 22:50:58,1
2241,user056,2023-06-30 22:51:08,1
2242,user057,2023-06-30 22:51:18,1
2243,user128,2023-06-30 22:51:28,1
2244,user037,2023-06-30 22:51:38,1
2245,user059,2023-06-30 22:51:48,1
2246,user066,2023-06-30 22:51:58,1
2247,user045,2023-06-30 22:52:08,1
2248,user086,2023-06-30 22:52:18,1
2249,user116,2023-06-30 22:52:28,1
2250,user214,2023-06-30 22:52:38,1
2251,user060,2023-06-30 22:52:48,1
2252,user115,2023-06-30 22:52:58,1
2253,user165,2023-06-30 22:53:08,1
2254,user326,2023-06-30 22:53:18,1
2255,user216,2023-06-30 22:53:28,1
2256,user311,2023-06-30 22:53:38,1
2257,user019,2023-06-30 22:53:48,1
2258,user280,2023-06-30 22:53:58,1
2259,user128,2023-06-30 22:54:08,1
2260,user080,2023-06-30 22:54:18,1
2261,user309,2023-06-30 22:54:28,1
2262,user268,2023-06-30 22:54:38,1
2263,user189,2023-06-30 22:54:48,1
2264,user326,2023-06-30 22:54:58,1
2265,user201,2023-06-30 22:55:08,1
2266,user256,2023-06-30 22:55:18,1
2267,user222,2023-06-30 22:55:28,1
2268,user326,2023-06-30 22:55:38,1
2269,user240,2023-06-30 22:55:48,1
2270,user019,2023-06-30 22:55:58,1
2271,user296,2023-06-30 22:56:08,1
2272,user034,2023-06-30 22:56:18,1
2273,user062,2023-06-30 22:56:28,1
2274,user157,2023-06-30 22:56:38,1
2275,user251,2023-06-30 22:56:48,1
2276,user269,2023-06-30 22:56:58,1
2277,user199,2023-06-30 22:57:08,1
2278,user157,2023-06-30 22:57:18,1
2279,user236,2023-06-30 22:57:28,1
2280,user234,2023-06-30 22:57:38,1
2281,user036,2023-06-30 22:57:48,1
2282,user038,2023-06-30 22:57:58,1
2283,user317,2023-06-30 22:58:08,1
2284,user127,2023-06-30 22:58:18,1
2285,user306,2023-06-30 22:58:28,1
2286,user149,2023-06-30 22:58:38,1
2287,user066,2023-06-30 22:58:48,1
2288,user097,2023-06-30 22:58:58,1
2289,user097,2023-06-30 22:59:08,1
2290,user158,2023-06-30 22:59:18,1
2291,user164,2023-06-30 22:59:28,1
2292,user322,2023-06-30 22:59:38,1
2293,user159,2023-06-30 22:59:48,1
2294,user138,2023-06-30 22:59:58,1
2295,user119,2023-06-30 23:00:08,1
2296,user048,2023-06-30 23:00:18,1
2297,user073,2023-06-30 23:00:28,1
2298,user286,2023-06-30 23:00:38,1
2299,user326,2023-06-30 23:00:48,1
2300,user248,2023-06-30 23:00:58,1
2301,user286,2023-06-30 23:01:08,1
2302,user014,2023-06-30 23:01:18,1
2303,user123,2023-06-30 23:01:28,1
2304,user327,2023-06-30 23:01:38,1
2305,user248,2023-06-30 23:01:48,1
2306,user074,2023-06-30 23:01:58,1
2307,user190,2023-06-30 23:02:08,1
2308,user295,2023-06-30 23:02:18,1
2309,user202,2023-06-30 23:02:28,1
2310,user280,2023-06-30 23:02:38,1
2311,user079,2023-06-30 23:02:48,1
2312,user053,2023-06-30 23:02:58,1
2313,user197,2023-06-30 23:03:08,1
2314,user061,2023-06-30 23:03:18,1
2315,user117,2023-06-30 23:03:28,1
2316,user108,2023-06-30 23:03:38,1
2317,user201,2023-06-30 23:03:48,1
2318,user184,2023-06-30 23:03:58,1
2319,user268,2023-06-30 23:04:08,1
2320,user142,2023-06-30 23:04:18,1
2321,user153,2023-06-30 23:04:28,1
2322,user256,2023-06-30 23:04:38,1
2323,user017,2023-06-30 23:04:48,1
2324,user196,2023-06-30 23:04:58,1
2325,user095,2023-06-30 23:05:08,1
2326,user092,2023-06-30 23:05:18,1
2327,user062,2023-06-30 23:05:28,1
2328,user277,2023-06-30 23:05:38,1
2329,user083,2023-06-30 23:05:48,1
2330,user272,2023-06-30 23:05:58,1
2331,user120,2023-06-30 23:06:08,1
2332,user083,2023-06-30 23:06:18,1
2333,user264,2023-06-30 23:06:28,1
2334,user073,2023-06-30 23:06:38,1
2335,user053,2023-06-30 23:06:48,1
2336,user130,2023-06-30 23:06:58,1
2337,user257,2023-06-30 23:07:08,1
2338,user161,2023-06-30 23:07:18,1
2339,user260,2023-06-30 23:07:28,1
2340,user087,2023-06-30 23:07:38,1
2341,user229,2023-06-30 23:07:48,1
2342,user014,2023-06-30 23:07:58,1
2343,user266,2023-06-30 23:08:08,1
2344,user182,2023-06-30 23:08:18,1
2345,user288,2023-06-30 23:08:28,1
2346,user316,2023-06-30 23:08:38,1
2347,user135,2023-06-30 23:08:48,1
2348,user211,2023-06-30 23:08:58,1
2349,user285,2023-06-30 23:09:08,1
2350,user228,2023-06-30 23:09:18,1
2351,user164,2023-06-30 23:09:28,1
2352,user032,2023-06-30 23:09:38,1
2353,user304,2023-06-30 23:09:48,1
2354,user229,2023-06-30 23:09:58,1
2355,user161,2023-06-30 23:10:08,1
2356,user247,2023-06-30 23:10:18,1
2357,user211,2023-06-30 23:10:28,1
2358,user192,2023-06-30 23:10:38,1
2359,user303,2023-06-30 23:10:48,1
2360,user222,2023-06-30 23:10:58,1
2361,user195,2023-06-30 23:11:08,1
2362,user174,2023-06-30 23:11:18,1
2363,user282,2023-06-30 23:11:28,1
2364,user323,2023-06-30 23:11:38,1
2365,user243,2023-06-30 23:11:48,1
2366,user070,2023-06-30 23:11:58,1
2367,user145,2023-06-30 23:12:08,1
2368,user236,2023-06-30 23:12:18,1
2369,user091,2023-06-30 23:12:28,1
2370,user010,2023-06-30 23:12:38,1
2371,user187,2023-06-30 23:12:48,1
2372,user172,2023-06-30 23:12:58,1
2373,user139,2023-06-30 23:13:08,1
2374,user292,2023-06-30 23:13:18,1
2375,user256,2023-06-30 23:13:28,1
2376,user080,2023-06-30 23:13:38,1
2377,user302,2023-06-30 23:13:48,1
2378,user150,2023-06-30 23:13:58,1
2379,user257,2023-06-30 23:14:08,1
2380,user243,2023-06-30 23:14:18,1
2381,user176,2023-06-30 23:14:28,1
2382,user015,2023-06-30 23:14:38,1
2383,user046,2023-06-30 23:14:48,1
2384,user015,2023-06-30 23:14:58,1
2385,user132,2023-06-30 23:15:08,1
2386,user175,2023-06-30 23:15:18,1
2387,user203,2023-06-30 23:15:28,1
2388,user282,2023-06-30 23:15:38,1
2389,user114,2023-06-30 23:15:48,1
2390,user073,2023-06-30 23:15:58,1
2391,user199,2023-06-30 23:16:08,1
2392,user145,2023-06-30 23:16:18,1
2393,user039,2023-06-30 23:16:28,1
2394,user277,2023-06-30 23:16:38,1
2395,user144,2023-06-30 23:16:48,1
2396,user051,2023-06-30 23:16:58,1
2397,user135,2023-06-30 23:17:08,1
2398,user301,2023-06-30 23:17:18,1
2399,user039,2023-06-30 23:17:28,1
2400,user286,2023-06-30 23:17:38,1
2401,user078,2023-06-30 23:17:48,1
2402,user126,2023-06-30 23:17:58,1
2403,user201,2023-06-30 23:18:08,1
2404,user044,2023-06-30 23:18:18,1
2405,user310,2023-06-30 23:18:28,1
2406,user111,2023-06-30 23:18:38,1
2407,user068,2023-06-30 23:18:48,1
2408,user239,2023-06-30 23:18:58,1
2409,user286,2023-06-30 23:19:08,1
2410,user214,2023-06-30 23:19:18,1
2411,user011,2023-06-30 23:19:28,1
2412,user325,2023-06-30 23:19:38,1
2413,user227,2023-06-30 23:19:48,1
2414,user183,2023-06-30 23:19:58,1
2415,user255,2023-06-30 23:20:08,1
2416,user091,2023-06-30 23:20:18,1
2417,user038,2023-06-30 23:20:28,1
2418,user104,2023-06-30 23:20:38,1
2419,user326,2023-06-30 23:20:48,1
2420,user219,2023-06-30 23:20:58,1
2421,user235,2023-06-30 23:21:08,1
2422,user305,2023-06-30 23:21:18,1
2423,user202,2023-06-30 23:21:28,1
2424,user268,2023-06-30 23:21:38,1
2425,user127,2023-06-30 23:21:48,1
2426,user303,2023-06-30 23:21:58,1
2427,user043,2023-06-30 23:22:08,1
2428,user107,2023-06-30 23:22:18,1
2429,user215,2023-06-30 23:22:28,1
2430,user147,2023-06-30 23:22:38,1
2431,user305,2023-06-30 23:22:48,1
2432,user138,2023-06-30 23:22:58,1
2433,user176,2023-06-30 23:23:08,1
2434,user218,2023-06-30 23:23:18,1
2435,user059,2023-06-30 23:23:28,1
2436,user222,2023-06-30 23:23:38,1
2437,user044,2023-06-30 23:23:48,1
2438,user307,2023-06-30 23:23:58,1
2439,user253,2023-06-30 23:24:08,1
2440,user236,2023-06-30 23:24:18,1
2441,user237,2023-06-30 23:24:28,1
2442,user198,2023-06-30 23:24:38,1
2443,user319,2023-06-30 23:24:48,1
2444,user185,2023-06-30 23:24:58,1
2445,user171,2023-06-30 23:25:08,1
2446,user197,2023-06-30 23:25:18,1
2447,user209,2023-06-30 23:25:28,1
2448,user209,2023-06-30 23:25:38,1
2449,user233,2023-06-30 23:25:48,1
2450,user249,2023-06-30 23:25:58,1
2451,user229,2023-06-30 23:26:08,1
2452,user014,2023-06-30 23:26:18,1
2453,user040,2023-06-30 23:26:28,1
2454,user223,2023-06-30 23:26:38,1
2455,user181,2023-06-30 23:26:48,1
2456,user323,2023-06-30 23:26:58,1
2457,user272,2023-06-30 23:27:08,1
2458,user121,2023-06-30 23:27:18,1
2459,user015,2023-06-30 23:27:28,1
2460,user061,2023-06-30 23:27:38,1
2461,user146,2023-06-30 23:27:48,1
2462,user163,2023-06-30 23:27:58,1
2463,user039,2023-06-30 23:28:08,1
2464,user139,2023-06-30 23:28:18,1
2465,user235,2023-06-30 23:28:28,1
2466,user201,2023-06-30 23:28:38,1
2467,user289,2023-06-30 23:28:48,1
2468,user209,2023-06-30 23:28:58,1
2469,user269,2023-06-30 23:29:08,1
2470,user190,2023-06-30 23:29:18,1
2471,user177,2023-06-30 23:29:28,1
2472,user327,2023-06-30 23:29:38,1
2473,user101,2023-06-30 23:29:48,1
2474,user173,2023-06-30 23:29:58,1
2475,user013,2023-06-30 23:30:08,1
2476,user082,2023-06-30 23:30:18,1
2477,user129,2023-06-30 23:30:28,1
2478,user330,2023-06-30 23:30:38,1
2479,user279,2023-06-30 23:30:48,1
2480,user107,2023-06-30 23:30:58,1
2481,user032,2023-06-30 23:31:08,1
2482,user039,2023-06-30 23:31:18,1
2483,user181,2023-06-30 23:31:28,1
2484,user197,2023-06-30 23:31:38,1
2485,user146,2023-06-30 23:31:48,1
2486,user241,2023-06-30 23:31:58,1
2487,user253,2023-06-30 23:32:08,1
2488,user153,2023-06-30 23:32:18,1
2489,user163,2023-06-30 23:32:28,1
2490,user131,2023-06-30 23:32:38,1
2491,user186,2023-06-30 23:32:48,1
2492,user330,2023-06-30 23:32:58,1
2493,user119,2023-06-30 23:33:08,1
2494,user127,2023-06-30 23:33:18,1
2495,user095,2023-06-30 23:33:28,1
2496,user287,2023-06-30 23:33:38,1
2497,user098,2023-06-30 23:33:48,1
2498,user161,2023-06-30 23:33:58,1
2499,user279,2023-06-30 23:34:08,1
2500,user326,2023-06-30 23:34:18,1
2501,user097,2023-06-30 23:34:28,1
2502,user307,2023-06-30 23:34:38,1
2503,user154,2023-06-30 23:34:48,1
2504,user162,2023-06-30 23:34:58,1
2505,user063,2023-06-30 23:35:08,1
2506,user222,2023-06-30 23:35:18,1
2507,user148,2023-06-30 23:35:28,1
2508,user223,2023-06-30 23:35:38,1
2509,user131,2023-06-30 23:35:48,1
2510,user063,2023-06-30 23:35:58,1
2511,user073,2023-06-30 23:36:08,1
2512,user253,2023-06-30 23:36:18,1
2513,user248,2023-06-30 23:36:28,1
2514,user061,2023-06-30 23:36:38,1
2515,user157,2023-06-30 23:36:48,1
2516,user115,2023-06-30 23:36:58,1
2517,user071,2023-06-30 23:37:08,1
2518,user123,2023-06-30 23:37:18,1
2519,user157,2023-06-30 23:37:28,1
2520,user022,2023-06-30 23:37:38,1
2521,user269,2023-06-30 23:37:48,1
2522,user115,2023-06-30 23:37:58,1
2523,user226,2023-06-30 23:38:08,1
2524,user013,2023-06-30 23:38:18,1
2525,user274,2023-06-30 23:38:28,1
2526,user186,2023-06-30 23:38:38,1
2527,user089,2023-06-30 23:38:48,1
2528,user175,2023-06-30 23:38:58,1
2529,user231,2023-06-30 23:39:08,1
2530,user235,2023-06-30 23:39:18,1
2531,user294,2023-06-30 23:39:28,1
2532,user104,2023-06-30 23:39:38,1
2533,user324,2023-06-30 23:39:48,1
2534,user107,2023-06-30 23:39:58,1
2535,user313,2023-06-30 23:40:08,1
2536,user258,2023-06-30 23:40:18,1
2537,user160,2023-06-30 23:40:28,1
2538,user051,2023-06-30 23:40:38,1
2539,user286,2023-06-30 23:40:48,1
2540,user321,2023-06-30 23:40:58,1
2541,user139,2023-06-30 23:41:08,1
2542,user241,2023-06-30 23:41:18,1
2543,user168,2023-06-30 23:41:28,1
2544,user269,2023-06-30 23:41:38,1
2545,user280,2023-06-30 23:41:48,1
2546,user267,2023-06-30 23:41:58,1
2547,user115,2023-06-30 23:42:08,1
2548,user204,2023-06-30 23:42:18,1
2549,user304,2023-06-30 23:42:28,1
2550,user051,2023-06-30 23:42:38,1
2551,user002,2023-06-30 23:42:48,1
2552,user049,2023-06-30 23:42:58,1
2553,user145,2023-06-30 23:43:08,1
2554,user037,2023-06-30 23:43:18,1
2555,user289,2023-06-30 23:43:28,1
2556,user012,2023-06-30 23:43:38,1
2557,user265,2023-06-30 23:43:48,1
2558,user197,2023-06-30 23:43:58,1
2559,user292,2023-06-30 23:44:08,1
2560,user069,2023-06-30 23:44:18,1
2561,user169,2023-06-30 23:44:28,1
2562,user131,2023-06-30 23:44:38,1
2563,user300,2023-06-30 23:44:48,1
2564,user129,2023-06-30 23:44:58,1
2565,user037,2023-06-30 23:45:08,1
2566,user230,2023-06-30 23:45:18,1
2567,user021,2023-06-30 23:45:28,1
2568,user266,2023-06-30 23:45:38,1
2569,user087,2023-06-30 23:45:48,1
2570,user103,2023-06-30 23:45:58,1
2571,user104,2023-06-30 23:46:08,1
2572,user010,2023-06-30 23:46:18,1
2573,user289,2023-06-30 23:46:28,1
2574,user329,2023-06-30 23:46:38,1
2575,user305,2023-06-30 23:46:48,1
2576,user046,2023-06-30 23:46:58,1
2577,user025,2023-06-30 23:47:08,1
2578,user292,2023-06-30 23:47:18,1
2579,user204,2023-06-30 23:47:28,1
2580,user068,2023-06-30 23:47:38,1
2581,user215,2023-06-30 23:47:48,1
2582,user115,2023-06-30 23:47:58,1
2583,user091,2023-06-30 23:48:08,1
2584,user216,2023-06-30 23:48:18,1
2585,user322,2023-06-30 23:48:28,1
2586,user139,2023-06-30 23:48:38,1
2587,user151,2023-06-30 23:48:48,1
2588,user122,2023-06-30 23:48:58,1
2589,user160,2023-06-30 23:49:08,1
2590,user215,2023-06-30 23:49:18,1
2591,user206,2023-06-30 23:49:28,1
2592,user017,2023-06-30 23:49:38,1
2593,user225,2023-06-30 23:49:48,1
2594,user210,2023-06-30 23:49:58,1
2595,user168,2023-06-30 23:50:08,1
2596,user034,2023-06-30 23:50:18,1
2597,user120,2023-06-30 23:50:28,1
2598,user294,2023-06-30 23:50:38,1
2599,user031,2023-06-30 23:50:48,1
2600,user117,2023-06-30 23:50:58,1
2601,user069,2023-06-30 23:51:08,1
2602,user265,2023-06-30 23:51:18,1
2603,user203,2023-06-30 23:51:28,1
2604,user316,2023-06-30 23:51:38,1
2605,user097,2023-06-30 23:51:48,1
2606,user186,2023-06-30 23:51:58,1
2607,user194,2023-06-30 23:52:08,1
2608,user207,2023-06-30 23:52:18,1
2609,user057,2023-06-30 23:52:28,1
2610,user248,2023-06-30 23:52:38,1
2611,user018,2023-06-30 23:52:48,1
2612,user201,2023-06-30 23:52:58,1
2613,user033,2023-06-30 23:53:08,1
2614,user040,2023-06-30 23:53:18,1
2615,user190,2023-06-30 23:53:28,1
2616,user196,2023-06-30 23:53:38,1
2617,user296,2023-06-30 23:53:48,1
2618,user137,2023-06-30 23:53:58,1
2619,user231,2023-06-30 23:54:08,1
2620,user167,2023-06-30 23:54:18,1
2621,user203,2023-06-30 23:54:28,1
2622,user039,2023-06-30 23:54:38,1
2623,user225,2023-06-30 23:54:48,1
2624,user166,2023-06-30 23:54:58,1
2625,user277,2023-06-30 23:55:08,1
2626,user223,2023-06-30 23:55:18,1
2627,user280,2023-06-30 23:55:28,1
2628,user314,2023-06-30 23:55:38,1
2629,user097,2023-06-30 23:55:48,1
2630,user312,2023-06-30 23:55:58,1
2631,user068,2023-06-30 23:56:08,1
2632,user073,2023-06-30 23:56:18,1
2633,user287,2023-06-30 23:56:28,1
2634,user327,2023-06-30 23:56:38,1
2635,user103,2023-06-30 23:56:48,1
2636,user115,2023-06-30 23:56:58,1
2637,user038,2023-06-30 23:57:08,1
2638,user320,2023-06-30 23:57:18,1
2639,user079,2023-06-30 23:57:28,1
2640,user062,2023-06-30 23:57:38,1
2641,user194,2023-06-30 23:57:48,1
2642,user214,2023-06-30 23:57:58,1
2643,user198,2023-06-30 23:58:08,1
2644,user001,2023-06-30 23:58:18,1
2645,user177,2023-06-30 23:58:28,1
2646,user116,2023-06-30 23:58:38,1
2647,user261,2023-06-30 23:58:48,1
2648,user196,2023-06-30 23:58:58,1
2649,user196,2023-06-30 23:59:08,1
2650,user080,2023-06-30 23:59:18,1
2651,user151,2023-06-30 23:59:28,1
2652,user223,2023-06-30 23:59:38,1
2653,user028,2023-06-30 23:59:48,1
2654,user278,2023-06-30 23:59:58,1
2655,user071,2023-07-01 00:00:08,1
2656,user212,2023-07-01 00:00:18,1
2657,user195,2023-07-01 00:00:28,1
2658,user130,2023-07-01 00:00:38,1
2659,user285,2023-07-01 00:00:48,1
2660,user108,2023-07-01 00:00:58,1
2661,user326,2023-07-01 00:01:08,1
2662,user325,2023-07-01 00:01:18,1
2663,user012,2023-07-01 00:01:28,1
2664,user019,2023-07-01 00:01:38,1
2665,user132,2023-07-01 00:01:48,1
2666,user313,2023-07-01 00:01:58,1
2667,user249,2023-07-01 00:02:08,1
2668,user258,2023-07-01 00:02:18,1
2669,user272,2023-07-01 00:02:28,1
2670,user290,2023-07-01 00:02:38,1
2671,user251,2023-07-01 00:02:48,1
2672,user131,2023-07-01 00:02:58,1
2673,user285,2023-07-01 00:03:08,1
2674,user307,2023-07-01 00:03:18,1
2675,user261,2023-07-01 00:03:28,1
2676,user282,2023-07-01 00:03:38,1
2677,user114,2023-07-01 00:03:48,1
2678,user301,2023-07-01 00:03:58,1
2679,user018,2023-07-01 00:04:08,1
2680,user137,2023-07-01 00:04:18,1
2681,user074,2023-07-01 00:04:28,1
2682,user113,2023-07-01 00:04:38,1
2683,user260,2023-07-01 00:04:48,1
2684,user209,2023-07-01 00:04:58,1
2685,user188,2023-07-01 00:05:08,1
2686,user017,2023-07-01 00:05:18,1
2687,user002,2023-07-01 00:05:28,1
2688,user091,2023-07-01 00:05:38,1
2689,user153,2023-07-01 00:05:48,1
2690,user116,2023-07-01 00:05:58,1
2691,user244,2023-07-01 00:06:08,1
2692,user149,2023-07-01 00:06:18,1
2693,user192,2023-07-01 00:06:28,1
2694,user201,2023-07-01 00:06:38,1
2695,user049,2023-07-01 00:06:48,1
2696,user168,2023-07-01 00:06:58,1
2697,user296,2023-07-01 00:07:08,1
2698,user045,2023-07-01 00:07:18,1
2699,user076,2023-07-01 00:07:28,1
2700,user131,2023-07-01 00:07:38,1
2701,user088,2023-07-01 00:07:48,1
2702,user146,2023-07-01 00:07:58,1
2703,user255,2023-07-01 00:08:08,1
2704,user222,2023-07-01 00:08:18,1
2705,user317,2023-07-01 00:08:28,1
2706,user278,2023-07-01 00:08:38,1
2707,user178,2023-07-01 00:08:48,1
2708,user081,2023-07-01 00:08:58,1
2709,user001,2023-07-01 00:09:08,1
2710,user154,2023-07-01 00:09:18,1
2711,user308,2023-07-01 00:09:28,1
2712,user263,2023-07-01 00:09:38,1
2713,user249,2023-07-01 00:09:48,1
2714,user225,2023-07-01 00:09:58,1
2715,user165,2023-07-01 00:10:08,1
2716,user198,2023-07-01 00:10:18,1
2717,user320,2023-07-01 00:10:28,1
2718,user191,2023-07-01 00:10:38,1
2719,user235,2023-07-01 00:10:48,1
2720,user070,2023-07-01 00:10:58,1
2721,user228,2023-07-01 00:11:08,1
2722,user168,2023-07-01 00:11:18,1
2723,user103,2023-07-01 00:11:28,1
2724,user079,2023-07-01 00:11:38,1
2725,user318,2023-07-01 00:11:48,1
2726,user316,2023-07-01 00:11:58,1
2727,user123,2023-07-01 00:12:08,1
2728,user189,2023-07-01 00:12:18,1
2729,user208,2023-07-01 00:12:28,1
2730,user046,2023-07-01 00:12:38,1
2731,user225,2023-07-01 00:12:48,1
2732,user151,2023-07-01 00:12:58,1
2733,user170,2023-07-01 00:13:08,1
2734,user099,2023-07-01 00:13:18,1
2735,user012,2023-07-01 00:13:28,1
2736,user286,2023-07-01 00:13:38,1
2737,user283,2023-07-01 00:13:48,1
2738,user274,2023-07-01 00:13:58,1
2739,user228,2023-07-01 00:14:08,1
2740,user061,2023-07-01 00:14:18,1
2741,user076,2023-07-01 00:14:28,1
2742,user185,2023-07-01 00:14:38,1
2743,user177,2023-07-01 00:14:48,1
2744,user207,2023-07-01 00:14:58,1
2745,user152,2023-07-01 00:15:08,1
2746,user110,2023-07-01 00:15:18,1
2747,user110,2023-07-01 00:15:28,1
2748,user140,2023-07-01 00:15:38,1
2749,user288,2023-07-01 00:15:48,1
2750,user246,2023-07-01 00:15:58,1
2751,user177,2023-07-01 00:16:08,1
2752,user048,2023-07-01 00:16:18,1
2753,user292,2023-07-01 00:16:28,1
2754,user197,2023-07-01 00:16:38,1
2755,user086,2023-07-01 00:16:48,1
2756,user041,2023-07-01 00:16:58,1
2757,user191,2023-07-01 00:17:08,1
2758,user325,2023-07-01 00:17:18,1
2759,user304,2023-07-01 00:17:28,1
2760,user018,2023-07-01 00:17:38,1
2761,user228,2023-07-01 00:17:48,1
2762,user284,2023-07-01 00:17:58,1
2763,user288,2023-07-01 00:18:08,1
2764,user154,2023-07-01 00:18:18,1
2765,user001,2023-07-01 00:18:28,1
2766,user109,2023-07-01 00:18:38,1
2767,user102,2023-07-01 00:18:48,1
2768,user104,2023-07-01 00:18:58,1
2769,user149,2023-07-01 00:19:08,1
2770,user111,2023-07-01 00:19:18,1
2771,user054,2023-07-01 00:19:28,1
2772,user299,2023-07-01 00:19:38,1
2773,user232,2023-07-01 00:19:48,1
2774,user115,2023-07-01 00:19:58,1
2775,user273,2023-07-01 00:20:08,1
2776,user116,2023-07-01 00:20:18,1
2777,user274,2023-07-01 00:20:28,1
2778,user078,2023-07-01 00:20:38,1
2779,user191,2023-07-01 00:20:48,1
2780,user311,2023-07-01 00:20:58,1
2781,user262,2023-07-01 00:21:08,1
2782,user132,2023-07-01 00:21:18,1
2783,user101,2023-07-01 00:21:28,1
2784,user105,2023-07-01 00:21:38,1
2785,user151,2023-07-01 00:21:48,1
2786,user103,2023-07-01 00:21:58,1
2787,user327,2023-07-01 00:22:08,1
2788,user100,2023-07-01 00:22:18,1
2789,user266,2023-07-01 00:22:28,1
2790,user267,2023-07-01 00:22:38,1
2791,user169,2023-07-01 00:22:48,1
2792,user040,2023-07-01 00:22:58,1
2793,user322,2023-07-01 00:23:08,1
2794,user196,2023-07-01 00:23:18,1
2795,user173,2023-07-01 00:23:28,1
2796,user044,2023-07-01 00:23:38,1
2797,user269,2023-07-01 00:23:48,1
2798,user324,2023-07-01 00:23:58,1
2799,user186,2023-07-01 00:24:08,1
2800,user284,2023-07-01 00:24:18,1
2801,user018,2023-07-01 00:24:28,1
2802,user330,2023-07-01 00:24:38,1
2803,user166,2023-07-01 00:24:48,1
2804,user329,2023-07-01 00:24:58,1
