user_id,wine_id,review_score
user001,739,3.0
user317,1192,2.0
user317,27,4.0
user317,62,3.0
user212,737,2.0
user212,712,3.0
user110,1008,1.0
user110,1028,4.0
user110,841,4.5
user302,154,3.0
user302,1035,4.5
user302,479,3.5
user302,1043,4.0
user270,135,4.0
user270,347,3.5
user270,722,5.0
user179,1303,5.0
user179,770,3.0
user179,366,4.5
user179,24,4.5
user283,1262,4.5
user283,579,4.5
user283,38,3.0
user283,578,3.5
user283,359,4.0
user322,289,2.5
user322,203,5.0
user322,1349,5.0
user322,710,3.0
user322,1276,3.0
user087,1170,4.5
user087,424,3.5
user148,1017,3.0
user148,606,3.5
user148,926,2.0
user242,246,3.5
user125,1022,4.0
user125,261,4.0
user125,225,4.0
user125,118,3.0
user125,271,3.0
user153,158,4.5
user153,11,5.0
user153,702,3.0
user220,1379,3.0
user220,758,2.0
user157,1355,4.5
user157,1306,4.0
user157,1020,3.0
user157,731,4.0
user157,466,5.0
user144,1217,3.0
user144,536,5.0
user054,844,5.0
user054,1064,1.0
user054,995,4.0
user241,804,4.0
user241,115,4.0
user109,1048,1.5
user109,1212,2.5
user109,923,3.5
user109,1046,5.0
user261,1364,3.0
user261,442,2.5
user261,472,5.0
user314,1299,2.5
user314,603,2.5
user314,938,4.5
user227,1077,4.0
user227,774,4.0
user227,607,4.0
user172,396,5.0
user172,909,1.0
user172,797,3.0
user172,563,2.0
user172,32,2.0
user095,1038,3.0
user227,44,4.5
user283,350,3.0
user283,648,5.0
user076,174,4.0
user076,1307,4.5
user076,28,3.0
user076,874,3.0
user076,534,4.0
user078,393,3.0
user078,844,4.0
user078,1219,3.5
user294,239,5.0
user294,891,2.0
user294,1066,5.0
user294,1087,3.5
user294,76,3.5
user019,195,3.5
user019,1368,3.0
user219,336,4.0
user219,1328,4.0
user219,297,4.0
user219,811,2.5
user330,1182,4.0
user329,1210,3.5
user329,355,5.0
user329,180,4.5
user011,362,3.5
user106,208,4.0
user106,195,3.0
user240,1243,4.0
user240,780,4.5
user240,1104,3.5
user240,532,5.0
user187,893,3.0
user187,486,1.0
user187,1161,4.5
user187,179,1.0
user079,1206,4.5
user079,835,3.5
user247,178,4.5
user247,915,2.5
user247,510,3.5
user235,1218,3.0
user235,291,4.0
user235,515,0.5
user186,152,3.5
user186,943,3.5
user186,546,3.5
user178,142,5.0
user178,910,5.0
user272,114,3.0
user272,669,5.0
user249,1369,5.0
user249,800,3.0
user158,859,3.0
user158,516,4.5
user158,310,4.0
user113,514,4.0
user113,1115,4.0
user113,78,3.0
user189,1145,4.5
user189,1198,3.5
user232,236,3.5
user276,1113,5.0
user276,831,4.0
user276,558,3.5
user037,605,4.0
user037,210,4.5
user041,1224,4.0
user041,854,5.0
user171,1104,3.5
user171,237,4.0
user184,1384,3.5
user015,280,3.5
user015,1325,3.0
user015,259,4.0
user150,227,4.5
user150,244,4.0
user087,293,4.5
user068,622,4.0
user068,813,4.5
user229,1073,4.0
user229,555,3.5
user288,1117,4.5
user288,1208,3.0
user288,514,3.5
user165,893,4.0
user165,131,1.5
user165,217,2.0
user173,1366,3.0
user173,772,5.0
user173,422,5.0
user040,829,0.5
user040,978,2.5
user040,109,2.5
user040,523,4.5
user081,754,0.5
user081,1073,3.0
user034,307,4.5
user034,839,4.5
user291,1018,4.5
user127,159,5.0
user074,1250,1.0
user074,1243,4.5
user056,126,4.5
user056,1341,3.5
user056,1088,3.0
user315,1245,4.5
user315,1030,3.5
user315,89,4.5
user315,513,4.0
user324,1104,2.5
user324,650,4.5
user324,75,5.0
user324,860,0.0
user041,1127,3.0
user041,580,4.5
user041,1371,5.0
user229,1233,3.0
user229,340,3.5
user229,371,4.5
user229,1171,5.0
user045,340,3.0
user045,1142,3.0
user045,226,3.5
user256,289,4.5
user256,954,4.5
user256,1205,5.0
user256,866,3.0
user129,698,3.5
user129,547,2.5
user234,1179,3.5
user234,1242,5.0
user256,1069,1.0
user256,890,5.0
user256,602,3.5
user256,820,4.5
user260,1277,3.0
user260,72,4.5
user260,1051,5.0
user260,513,4.0
user059,953,5.0
user033,1371,0.5
user033,379,4.5
user322,1252,4.5
user322,957,5.0
user322,238,1.0
user322,1051,4.0
user081,272,3.5
user309,1244,5.0
user309,138,3.5
user309,972,3.0
user076,1181,3.0
user228,1344,2.5
user228,491,4.5
user228,1365,3.0
user228,604,3.5
user137,1106,5.0
user137,203,5.0
user221,424,3.5
user082,249,3.0
user082,823,0.5
user082,1295,2.5
user082,1288,4.5
user130,1193,3.5
user130,1344,3.5
user059,295,3.0
user251,1244,5.0
user287,695,4.0
user287,1018,5.0
user287,826,3.5
user287,966,1.0
user160,356,4.0
user160,121,1.0
user160,593,3.5
user120,485,5.0
user120,48,4.5
user262,441,2.5
user262,323,4.0
user262,61,2.0
user326,841,3.0
user326,649,4.0
user194,950,3.5
user017,777,4.0
user017,5,2.0
user143,1285,3.0
user143,347,3.0
user143,867,3.0
user292,362,2.5
user292,133,3.0
user292,1277,3.0
user292,69,4.0
user218,845,5.0
user218,369,3.0
user218,609,4.5
user157,1332,2.5
user157,1293,3.5
user157,881,2.5
user157,802,3.0
user105,1223,3.0
user105,779,5.0
user105,863,4.5
user147,141,5.0
user147,1057,4.5
user147,816,0.5
user114,780,5.0
user086,230,3.0
user086,1133,3.5
user108,625,3.5
user051,68,4.0
user051,771,4.0
user051,628,3.0
user091,563,3.0
user091,927,2.5
user091,950,4.5
user212,145,3.0
user212,1308,5.0
user212,141,4.5
user116,1307,3.0
user116,212,4.5
user266,679,4.0
user266,579,2.5
user119,758,4.5
user119,1173,2.0
user119,1138,4.0
user076,1282,5.0
user076,1098,1.0
user160,1073,4.5
user160,45,4.5
user160,261,5.0
user160,1335,3.5
user256,392,3.5
user256,241,1.0
user256,333,5.0
user256,159,1.0
user326,498,3.5
user326,1308,3.5
user326,13,4.0
user318,622,4.5
user318,321,0.0
user318,496,4.0
user077,1045,4.5
user077,51,4.0
user077,472,4.0
user077,473,5.0
user200,633,3.0
user200,322,3.0
user200,720,3.0
user252,994,3.5
user252,596,5.0
user264,312,1.0
user264,59,3.5
user264,636,5.0
user264,327,4.5
user096,340,5.0
user275,707,4.0
user275,1224,3.0
user275,1050,4.0
user164,839,5.0
user164,1384,5.0
user054,753,3.0
user054,605,4.5
user240,191,3.0
user240,400,4.0
user247,1012,4.5
user247,208,4.0
user247,698,4.0
user094,1284,4.0
user127,1242,3.5
user127,781,4.5
user127,1018,3.0
user277,60,4.5
user277,660,3.5
user090,1065,3.0
user145,398,5.0
user145,420,3.5
user145,339,3.5
user207,207,4.5
user207,429,4.5
user318,1319,4.0
user318,192,3.0
user318,1355,4.0
user318,77,3.0
user318,103,3.5
user082,264,3.5
user082,204,3.0
user086,1277,2.0
user326,634,5.0
user326,642,4.5
user326,1063,5.0
user288,857,4.5
user288,885,2.5
user288,140,3.5
user324,362,5.0
user324,380,4.5
user193,800,4.5
user193,1335,1.0
user193,437,5.0
user193,50,3.5
user194,150,3.0
user194,1255,3.0
user194,226,2.5
user194,2,4.0
user237,513,4.0
user275,771,4.5
user275,775,3.0
user275,19,3.0
user275,856,4.0
user288,499,3.0
user288,607,0.0
user202,391,5.0
user202,378,0.0
user267,625,2.0
user257,815,3.5
user257,1347,4.5
user144,1001,1.0
user144,1326,2.5
user114,561,3.0
user114,1316,4.0
user078,117,3.0
user078,208,0.5
user221,1172,5.0
user221,1049,3.5
user221,110,3.0
user221,142,3.0
user204,1184,4.0
user204,1345,4.5
user071,66,0.0
user071,1083,5.0
user056,186,3.5
user056,956,5.0
user056,883,4.0
user056,1241,3.0
user152,479,3.5
user152,991,4.5
user152,1332,4.0
user152,429,4.0
user126,545,5.0
user126,138,4.0
user126,1154,4.0
user323,221,4.5
user323,232,2.5
user323,346,3.5
user057,74,4.5
user057,62,4.0
user057,1334,2.0
user057,1193,2.5
user057,779,0.0
user086,141,5.0
user086,947,5.0
user086,590,4.0
user036,1124,4.0
user036,1214,1.5
user036,1029,2.0
user036,849,5.0
user036,1321,4.5
user171,177,2.5
user171,620,4.5
user171,526,3.0
user171,1044,2.5
user161,1154,5.0
user161,807,3.5
user161,244,3.0
user138,1024,4.0
user138,749,4.0
user138,842,3.5
user138,1074,3.0
user138,310,1.5
user269,980,4.5
user327,158,3.5
user327,171,3.5
user327,1216,4.5
user053,865,1.0
user053,515,3.5
user053,13,5.0
user014,679,4.0
user014,687,1.0
user014,752,4.5
user014,215,4.0
user002,1096,3.0
user002,1276,3.0
user038,180,4.0
user038,1152,4.0
user146,321,5.0
user146,850,3.0
user146,294,4.5
user146,980,3.0
user114,959,1.5
user114,321,4.0
user114,1077,4.0
user114,291,5.0
user312,1171,1.0
user139,979,5.0
user139,814,2.0
user139,224,3.5
user139,522,4.5
user314,176,5.0
user314,562,3.0
user314,546,3.0
user284,232,2.5
user284,271,4.0
user284,646,3.5
user164,920,4.0
user164,231,1.0
user164,324,3.0
user254,893,2.5
user254,703,3.0
user254,705,4.5
user254,929,2.5
user254,970,2.5
user220,1337,4.5
user220,185,3.5
user019,681,3.5
user019,1300,3.5
user019,981,4.5
user285,422,4.5
user285,357,4.0
user285,527,3.5
user273,460,4.5
user273,213,2.0
user152,244,5.0
user152,778,4.5
user253,77,3.5
user253,793,4.0
user253,1305,3.5
user219,641,4.5
user253,910,4.5
user314,413,3.5
user314,843,3.0
user028,754,5.0
user028,193,4.0
user310,910,4.0
user245,733,3.5
user245,644,5.0
user313,42,4.0
user313,230,5.0
user095,1107,0.0
user095,378,4.0
user161,1291,3.5
user161,530,4.0
user176,536,3.5
user176,1357,5.0
user176,201,3.5
user242,1250,5.0
user242,1201,4.0
user083,959,3.0
user083,734,1.0
user083,1328,3.5
user119,1044,4.5
user119,32,2.5
user119,316,1.0
user119,248,3.0
user278,288,3.5
user278,1010,2.0
user145,899,3.5
user145,972,3.5
user171,796,5.0
user131,1071,4.5
user279,719,0.0
user279,379,3.5
user279,1077,4.5
user279,1245,4.5
user095,569,3.5
user095,1306,5.0
user095,1225,5.0
user119,837,2.0
user119,123,3.0
user119,278,3.5
user119,933,4.0
user227,1109,4.0
user227,838,5.0
user227,923,4.0
user292,230,1.0
user292,598,3.0
user198,757,4.0
user198,193,5.0
user197,294,4.5
user197,484,3.5
user227,168,5.0
user227,753,3.0
user227,957,3.0
user099,925,3.5
user099,259,4.5
user099,444,4.0
user099,797,4.0
user268,562,4.5
user268,928,1.0
user268,138,1.0
user120,1194,5.0
user025,817,4.5
user148,365,2.0
user148,1186,4.5
user273,446,0.0
user273,546,4.5
user055,154,4.5
user033,287,3.0
user033,779,5.0
user033,1177,3.5
user033,279,3.0
user214,754,3.0
user214,849,4.0
user214,58,3.5
user293,186,5.0
user293,1007,3.0
user293,1208,1.5
user293,264,1.0
user126,276,4.0
user126,175,4.5
user126,162,3.0
user126,314,4.0
user010,279,3.0
user081,681,1.0
user081,611,4.0
user081,129,3.0
user081,632,5.0
user189,1000,4.5
user189,1350,5.0
user257,157,4.5
user257,545,4.0
user257,268,4.0
user330,180,5.0
user096,874,1.0
user298,845,0.0
user298,631,4.0
user200,895,4.0
user032,383,5.0
user032,193,3.0
user032,300,2.0
user135,396,4.0
user135,1297,4.5
user135,237,4.5
user135,945,2.0
user203,923,4.0
user203,1100,0.0
user203,1344,3.0
user203,797,4.5
user289,196,4.5
user289,502,3.0
user289,294,3.5
user025,884,5.0
user025,317,3.5
user025,554,4.5
user268,818,5.0
user268,1193,1.0
user329,112,3.5
user284,853,1.0
user300,676,3.0
user300,548,3.5
user300,1158,3.5
user286,627,4.0
user286,782,2.5
user286,750,4.0
user072,613,4.0
user072,1138,3.0
user072,719,2.5
user072,1258,4.0
user038,583,4.0
user038,306,4.5
user038,289,4.5
user174,532,4.5
user174,523,4.5
user280,1302,3.0
user258,128,4.5
user258,1136,0.5
user258,1333,0.5
user258,405,0.0
user317,1070,4.5
user328,352,4.0
user328,632,3.0
user191,892,5.0
user191,1136,0.5
user191,86,4.0
user055,117,3.0
user055,160,4.5
user055,10,4.0
user055,539,3.0
user258,379,3.5
user258,939,3.0
user137,372,5.0
user137,292,3.5
user274,1231,0.0
user274,1240,4.0
user274,36,0.5
user284,1019,4.5
user284,508,4.0
user284,396,0.0
user263,353,3.5
user263,264,5.0
user263,1176,3.0
user196,749,4.0
user196,276,4.0
user196,564,3.0
user139,1150,3.5
user139,339,5.0
user139,692,5.0
user139,1260,1.0
user017,767,3.0
user017,1172,3.5
user254,1281,5.0
user254,247,3.0
user205,1082,4.0
user205,1174,4.0
user149,1301,3.5
user149,1085,3.5
user149,857,0.0
user314,591,4.0
user314,1036,4.5
user314,1291,3.5
user314,1202,3.0
user021,331,3.0
user021,628,3.0
user021,286,4.5
user021,491,4.5
user206,929,3.5
user206,1242,3.5
user282,947,4.5
user273,510,5.0
user324,1280,4.0
user324,372,3.0
user039,64,3.0
user140,429,4.0
user010,188,2.5
user010,490,4.5
user010,1125,4.5
user235,211,4.0
user123,184,5.0
user123,394,4.0
user123,790,5.0
user123,1347,5.0
user220,469,3.5
user220,1297,3.5
user220,110,4.5
user220,991,3.5
user227,634,1.0
user227,926,3.5
user227,815,4.5
user153,1378,4.0
user153,1117,4.5
user153,153,3.0
user153,430,5.0
user153,340,4.0
user115,1212,3.0
user115,1136,3.5
user115,1069,3.5
user115,356,2.0
user018,250,4.5
user018,1078,4.5
user163,119,3.5
user163,465,5.0
user185,732,4.0
user185,200,3.0
user192,1180,3.0
user192,139,0.5
user261,1111,4.5
user261,267,4.0
user002,328,3.5
user266,404,2.0
user266,442,3.0
user139,862,3.5
user139,97,3.0
user139,168,0.5
user139,611,2.5
user311,1286,3.5
user311,468,4.0
user311,1312,4.5
user311,230,4.0
user311,309,4.5
user216,507,3.0
user318,27,4.5
user318,1246,4.5
user318,1027,4.0
user318,171,3.5
user083,407,5.0
user083,1369,2.0
user083,813,4.5
user083,1238,4.5
user174,1003,3.5
user174,294,5.0
user174,1115,3.0
user321,27,4.5
user074,970,2.0
user075,868,3.0
user075,438,3.0
user075,466,5.0
user328,933,3.0
user328,846,5.0
user328,563,4.5
user156,43,3.5
user156,351,4.5
user156,367,3.0
user156,24,3.0
user233,171,5.0
user233,1077,4.0
user233,861,5.0
user040,672,4.0
user111,523,4.0
user111,154,5.0
user111,922,2.5
user111,66,3.5
user232,954,5.0
user232,836,3.5
user294,525,3.5
user294,195,3.5
user329,790,4.5
user329,869,3.0
user248,54,5.0
user045,273,4.0
user177,63,4.5
user177,378,4.0
user177,1381,4.0
user177,73,3.5
user179,989,3.0
user211,1274,4.0
user211,375,5.0
user211,119,3.0
user211,1350,5.0
user211,460,3.0
user290,649,2.5
user290,335,4.5
user290,150,5.0
user167,1014,3.5
user167,731,4.5
user167,169,3.0
user171,130,0.0
user171,704,3.5
user171,981,3.0
user151,646,4.5
user151,170,3.0
user151,1067,4.0
user151,1071,5.0
user215,1374,2.0
user215,271,5.0
user215,707,1.5
user173,222,5.0
user173,447,3.5
user173,753,5.0
user312,691,3.5
user312,730,4.0
user312,316,3.5
user257,1191,4.5
user139,206,3.5
user139,34,4.0
user198,583,3.0
user198,1359,2.0
user237,1309,3.0
user148,924,3.0
user148,849,3.0
user148,613,5.0
user148,856,4.0
user187,558,3.0
user187,585,3.0
user276,1122,3.0
user276,757,4.5
user276,280,4.0
user276,860,3.0
user279,584,3.5
user279,104,3.5
user288,836,3.0
user056,25,3.0
user056,560,5.0
user056,326,5.0
user056,1249,4.5
user294,673,5.0
user294,1297,5.0
user294,637,4.5
user294,144,3.0
user060,246,4.0
user060,368,3.0
user060,95,4.5
user308,293,4.0
user308,661,5.0
user308,108,0.5
user276,508,2.0
user276,1347,1.0
user276,379,4.5
user276,597,0.5
user226,604,5.0
user226,460,3.0
user208,1358,1.0
user209,579,3.5
user209,867,4.5
user209,101,4.5
user209,744,5.0
user315,396,3.0
user237,882,3.0
user237,943,3.0
user308,1002,3.0
user308,322,4.5
user145,338,4.5
user234,647,4.0
user234,1293,3.5
user234,137,5.0
user234,1294,4.5
user282,309,4.0
user282,679,5.0
user282,279,5.0
user282,700,4.5
user213,429,3.5
user213,43,4.5
user213,1206,5.0
user213,1143,4.0
user062,411,0.0
user062,20,3.5
user062,948,3.5
user060,1282,4.5
user060,675,4.0
user060,1368,1.5
user060,1011,4.0
user060,485,3.5
user173,1177,2.5
user073,785,3.5
user073,1176,5.0
user151,50,3.0
user151,40,1.0
user151,344,4.5
user151,413,4.5
user240,889,3.0
user240,897,5.0
user240,436,4.0
user240,1011,3.0
user097,1301,3.0
user264,1302,3.5
user264,693,1.0
user057,157,5.0
user201,319,4.5
user083,922,4.5
user201,707,4.0
user201,626,4.0
user201,328,5.0
user117,581,5.0
user117,1143,5.0
user117,964,4.0
user117,25,3.5
user053,1369,5.0
user053,1087,0.0
user249,15,5.0
user249,9,5.0
user252,133,0.0
user252,964,5.0
user252,703,3.5
user045,730,3.5
user045,352,3.0
user045,278,3.5
user045,313,1.0
user045,1334,4.5
user191,118,3.5
user191,746,3.0
user191,159,3.0
user072,21,3.0
user072,935,3.0
user072,782,4.5
user150,34,1.0
user150,952,4.0
user150,168,1.0
user280,883,3.0
user280,959,4.0
user280,106,4.5
user280,956,3.0
user209,300,4.5
user209,100,2.5
user235,1272,4.0
user235,866,4.0
user062,247,3.0
user021,807,3.5
user318,264,4.0
user135,191,2.5
user135,646,4.0
user314,428,4.0
user314,1316,2.5
user314,1039,3.0
user307,1317,2.0
user307,1013,3.5
user307,324,1.0
user250,25,3.0
user250,1105,5.0
user250,187,5.0
user250,67,3.0
user247,437,3.0
user247,63,2.0
user247,1332,0.5
user247,1046,5.0
user247,1379,3.0
user200,134,5.0
user152,1113,3.5
user152,353,2.0
user184,1180,4.5
user184,1090,3.0
user184,1344,4.0
user161,137,2.5
user161,1132,3.5
user161,55,2.5
user134,705,4.0
user134,354,4.0
user226,975,3.0
user226,689,3.5
user226,408,4.0
user292,1049,5.0
user292,420,3.5
user148,828,4.5
user148,458,3.0
user148,960,5.0
user305,930,5.0
user048,279,2.0
user048,737,3.5
user048,329,4.0
user048,1310,1.5
user135,149,4.5
user278,1049,2.0
user055,1106,0.0
user055,893,5.0
user055,578,4.5
user055,26,2.5
user049,1187,3.5
user049,1267,3.5
user049,819,4.5
user049,420,3.5
user307,79,3.5
user220,1013,4.5
user220,59,5.0
user220,1301,2.0
user329,654,3.0
user136,924,5.0
user136,1386,2.5
user136,537,4.0
user136,484,3.5
user136,1092,3.0
user229,199,0.5
user229,884,4.0
user229,934,2.5
user216,132,5.0
user216,856,4.5
user216,531,3.5
user216,889,5.0
user196,1059,4.0
user196,457,3.5
user168,112,4.0
user168,726,3.0
user168,1016,3.0
user168,409,4.5
user168,271,5.0
user258,137,5.0
user088,961,4.5
user088,135,5.0
user088,1230,2.0
user088,1222,4.5
user128,860,4.0
user041,936,3.5
user041,370,4.0
user041,244,5.0
user041,1347,3.0
user154,1048,4.5
user154,454,4.5
user154,1021,3.5
user154,123,5.0
user322,280,3.0
user322,159,4.0
user087,178,5.0
user090,960,3.0
user090,1188,5.0
user090,887,3.5
user037,751,5.0
user037,1389,3.5
user128,663,5.0
user128,524,4.5
user128,420,3.5
user247,1316,5.0
user247,1130,4.0
user247,992,4.0
user247,605,4.0
user161,182,4.5
user161,761,3.0
user181,405,3.5
user181,473,3.5
user210,551,2.0
user265,794,1.0
user054,1331,4.0
user054,67,2.5
user038,1036,5.0
user038,1359,1.0
user038,700,3.0
user047,891,4.0
user160,539,5.0
user044,326,4.5
user044,204,3.0
user044,366,4.0
user044,1130,3.5
user191,1340,3.5
user191,831,3.5
user218,1070,5.0
user054,691,4.5
user054,541,2.5
user054,508,5.0
user054,1110,2.5
user054,1117,3.0
user137,733,1.5
user137,755,5.0
user137,272,3.5
user223,1059,5.0
user325,1103,5.0
user171,1140,3.5
user171,958,3.5
user171,346,3.0
user074,664,3.5
user245,702,3.0
user245,15,4.0
user245,56,0.5
user076,751,0.0
user076,188,4.5
user076,217,4.5
user076,644,3.0
user175,626,4.0
user175,1191,5.0
user175,866,4.0
user175,733,4.5
user175,122,3.0
user066,175,3.0
user214,163,5.0
user214,144,4.0
user164,184,5.0
user164,590,5.0
user260,567,4.0
user260,1255,0.0
user260,1044,4.5
user308,1205,2.5
user308,1199,4.5
user258,1226,0.5
user258,440,3.0
user036,647,1.0
user036,60,3.5
user036,55,4.0
user091,428,2.0
user054,1157,5.0
user145,835,5.0
user145,1104,5.0
user145,542,4.0
user269,1084,1.0
user269,137,2.0
user327,169,3.5
user327,869,3.5
user327,669,2.5
user327,490,4.5
user327,1055,1.0
user071,1315,3.5
user071,555,5.0
user295,434,3.0
user295,159,4.0
user295,1042,3.0
user260,541,2.5
user260,1096,1.0
user047,149,3.0
user047,236,5.0
user047,1221,3.0
user047,318,3.0
user047,1002,3.5
user136,1300,3.0
user136,1172,3.5
user136,592,3.0
user136,1264,3.0
user136,968,1.0
user015,1203,4.0
user015,8,3.0
user015,1383,0.0
user173,405,3.5
user173,436,2.0
user173,522,5.0
user173,297,5.0
user174,538,5.0
user323,1032,3.5
user323,683,0.0
user323,773,4.0
user323,367,3.0
user323,1214,4.0
user128,17,5.0
user315,104,4.5
user315,1194,3.0
user227,565,3.0
user227,268,5.0
user227,812,3.0
user182,631,0.0
user182,1355,3.0
user182,1386,5.0
user182,274,5.0
user041,731,4.5
user041,818,5.0
user041,87,4.0
user041,1238,4.0
user191,1176,3.0
user191,977,1.0
user191,1265,1.0
user191,1216,0.5
user051,925,3.0
user281,954,3.5
user281,781,5.0
user128,75,3.5
user128,277,5.0
user128,251,4.0
user066,598,4.5
user043,1112,5.0
user015,811,5.0
user015,244,4.0
user015,140,3.5
user280,1143,4.5
user280,999,4.0
user280,439,2.0
user275,1383,3.0
user275,1129,2.0
user275,626,3.5
user275,977,3.5
user275,233,3.0
user190,485,4.5
user317,1127,5.0
user239,874,4.0
user239,315,5.0
user239,421,5.0
user087,431,5.0
user087,39,4.5
user154,1303,3.5
user154,314,3.0
user053,420,2.0
user053,718,4.0
user290,622,3.5
user197,493,3.0
user197,699,3.0
user010,502,3.5
user010,110,3.5
user010,1016,4.0
user010,34,1.0
user330,1164,4.0
user330,862,1.0
user048,836,3.5
user187,225,1.5
user187,654,0.0
user216,1126,4.0
user216,683,3.5
user216,17,4.0
user216,1154,4.5
user216,1202,4.0
user127,1364,5.0
user127,1197,3.5
user169,517,1.0
user061,718,0.5
user061,1079,3.5
user061,1021,2.5
user177,999,3.0
user177,255,3.0
user177,403,0.5
user177,326,1.0
user233,343,3.0
user233,614,4.0
user233,360,3.5
user148,210,1.0
user148,361,3.5
user043,699,4.5
user043,864,3.0
user310,1294,1.0
user219,757,2.5
user219,391,2.5
user219,271,4.5
user153,509,2.0
user153,1015,2.0
user153,328,5.0
user188,86,4.5
user188,616,0.5
user142,1151,4.5
user142,79,1.0
user281,627,2.5
user281,528,3.0
user281,1323,3.0
user255,1184,5.0
user255,450,4.5
user255,483,4.0
user255,1253,3.0
user210,1050,1.0
user210,1023,4.0
user132,871,2.0
user038,236,3.5
user038,498,2.5
user275,368,4.0
user275,863,3.5
user275,249,4.5
user193,975,3.0
user193,1198,4.0
user193,958,5.0
user193,426,5.0
user193,651,4.5
user041,1294,2.5
user316,796,4.5
user316,1024,4.0
user262,1128,3.5
user262,175,0.0
user144,487,4.5
user144,1220,4.0
user144,493,5.0
user144,558,3.5
user144,1271,4.0
user176,79,4.5
user176,128,5.0
user215,759,3.5
user208,331,4.5
user208,91,5.0
user208,502,3.0
user241,105,5.0
user060,1268,4.5
user291,717,4.5
user291,1207,3.0
user230,211,4.5
user253,317,5.0
user119,398,4.0
user184,1013,3.5
user184,884,4.0
user184,761,5.0
user164,242,3.0
user164,780,2.5
user164,215,0.5
user164,576,3.0
user256,272,4.0
user256,152,3.5
user116,784,3.0
user116,1335,3.0
user293,909,4.5
user293,956,4.0
user293,592,3.5
user226,347,5.0
user226,1112,4.0
user324,682,0.0
user324,599,3.0
user143,839,4.0
user143,2,4.0
user143,163,3.0
user015,613,5.0
user015,965,4.0
user184,948,3.0
user289,65,3.0
user289,1175,4.0
user289,869,4.5
user289,858,4.5
user289,776,5.0
user109,975,4.5
user251,1102,4.5
user251,891,4.5
user014,1071,4.5
user014,1179,4.5
user279,195,5.0
user207,331,2.5
user207,1066,3.5
user207,51,3.0
user284,147,5.0
user284,1224,3.5
user284,530,4.0
user284,464,3.5
user284,773,3.0
user151,754,2.5
user154,262,4.0
user154,58,2.0
user154,669,1.0
user329,1065,5.0
user181,1223,3.0
user181,1345,4.0
user181,75,5.0
user181,689,4.0
user299,754,4.5
user299,746,4.5
user138,103,4.5
user138,1093,0.0
user228,1375,0.5
user228,1127,3.5
user228,203,3.5
user228,1389,4.5
user228,62,4.5
user223,725,5.0
user176,588,1.0
user176,1290,4.5
user176,1133,3.5
user176,1090,3.5
user176,394,4.5
user315,593,4.5
user315,912,0.0
user315,187,4.5
user013,792,2.0
user013,963,2.5
user013,646,5.0
user013,61,4.5
user274,1327,4.0
user037,187,5.0
user037,1004,5.0
user037,1017,5.0
user135,462,5.0
user193,1210,1.0
user193,650,0.5
user193,810,3.5
user193,1226,3.5
user139,830,4.0
user139,758,5.0
user139,912,3.0
user139,90,4.0
user139,95,3.0
user047,1276,2.0
user047,1107,3.5
user077,413,0.0
user077,6,5.0
user077,679,4.0
user077,1084,3.5
user233,167,4.5
user019,1221,0.0
user019,1325,4.0
user019,966,3.5
user019,469,5.0
user019,992,5.0
user095,134,4.5
user095,790,3.5
user307,867,3.5
user307,243,4.5
user307,426,3.5
user149,298,3.5
user149,1329,5.0
user076,113,3.5
user148,656,3.5
user148,433,5.0
user148,697,5.0
user299,1003,5.0
user299,644,3.5
user101,496,2.0
user078,138,4.0
user078,608,3.0
user078,173,4.0
user078,592,3.0
user078,225,4.5
user070,632,5.0
user159,1194,3.5
user159,1166,1.0
user159,1221,3.5
user159,1325,1.0
user159,129,5.0
user158,1138,5.0
user158,69,4.0
user158,992,2.0
user107,381,4.0
user107,820,5.0
user287,518,1.5
user130,311,4.0
user130,1309,4.5
user130,785,3.0
user198,1381,4.0
user198,161,4.0
user106,415,4.5
user106,233,4.0
user268,578,4.5
user268,67,5.0
user225,827,2.5
user311,598,0.0
user044,241,4.5
user044,553,3.0
user072,290,0.0
user072,622,2.5
user072,222,0.0
user318,964,3.5
user178,973,4.0
user178,1037,2.5
user178,280,3.0
user176,16,3.0
user176,663,5.0
user135,1039,1.5
user123,90,4.0
user123,750,4.0
user123,978,3.5
user123,152,4.0
user325,563,5.0
user325,169,0.5
user325,59,0.5
user325,762,4.5
user263,354,4.0
user263,227,5.0
user140,865,3.5
user293,210,4.0
user293,392,1.0
user293,1292,3.5
user293,1313,4.0
user293,652,1.0
user096,617,5.0
user096,1215,3.5
user152,1138,4.0
user152,462,5.0
user017,959,3.5
user221,773,3.0
user221,467,0.5
user303,173,4.0
user303,970,4.5
user046,477,3.5
user046,676,1.0
user021,1305,3.0
user086,1302,3.0
user086,800,3.0
user086,1297,3.5
user086,819,3.0
user211,479,4.0
user211,190,5.0
user211,1135,3.0
user082,1268,4.0
user082,120,4.5
user082,907,4.5
user276,1293,3.0
user276,708,3.5
user276,68,5.0
user276,5,4.0
user319,1337,3.0
user319,947,3.5
user207,1343,4.0
user140,363,5.0
user195,917,4.0
user195,241,3.5
user195,175,3.0
user072,612,0.0
user072,171,3.0
user072,758,2.0
user072,627,3.0
user199,950,5.0
user199,718,3.0
user199,61,3.0
user199,1307,3.5
user258,845,3.5
user258,1153,1.5
user258,424,3.0
user258,1076,3.0
user153,308,4.0
user153,1076,5.0
user153,956,5.0
user039,690,1.0
user171,342,3.5
user171,343,4.5
user171,1242,4.5
user171,661,3.5
