cart_det_id,sell_id,cart_id,cart_det_qnty
7516,7224,2543,1
7517,14005,2544,2
7518,12891,2544,2
7519,9088,2544,3
7520,3274,2545,3
7521,3118,2545,3
7522,571,2546,1
7523,14231,2546,1
7524,6094,2547,2
7525,6052,2547,2
7526,9919,2548,3
7527,9820,2548,2
7528,9894,2548,3
7529,10050,2548,2
7530,10085,2548,1
7531,12592,2549,3
7532,13868,2549,2
7533,12612,2549,3
7534,7335,2549,3
7535,1746,2550,3
7536,1949,2550,2
7537,9236,2551,2
7538,9045,2551,3
7539,12878,2551,2
7540,9229,2551,1
7541,14906,2551,1
7542,7716,2552,2
7543,7950,2552,2
7544,1518,2553,3
7545,9980,2554,3
7546,13050,2554,1
7547,10296,2555,1
7548,10727,2555,1
7549,10602,2555,1
7550,10511,2555,2
7551,4981,2556,2
7552,10515,2557,2
7553,4838,2558,3
7554,4529,2558,1
7555,14552,2558,3
7556,4616,2558,3
7557,15023,2559,2
7558,10369,2559,1
7559,14134,2559,3
7560,2296,2560,3
7561,2311,2560,3
7562,2267,2560,2
7563,2281,2560,2
7564,2294,2560,1
7565,5112,2561,3
7566,8864,2562,3
7567,8849,2562,3
7568,8911,2562,2
7569,8931,2562,3
7570,8873,2562,3
7571,2999,2563,2
7572,3045,2563,1
7573,2743,2563,2
7574,12840,2564,3
7575,8970,2564,1
7576,8861,2564,2
7577,14007,2565,1
7578,12883,2565,3
7579,9116,2565,3
7580,11497,2566,2
7581,709,2566,3
7582,566,2566,1
7583,13504,2567,2
7584,11822,2567,1
7585,3081,2567,2
7586,3073,2567,3
7587,9800,2568,2
7588,9758,2568,3
7589,9782,2568,1
7590,12978,2568,3
7591,8950,2569,3
7592,8856,2569,2
7593,8958,2569,2
7594,3046,2570,2
7595,2507,2570,2
7596,2498,2570,1
7597,12827,2571,1
7598,8853,2571,1
7599,13889,2572,1
7600,8192,2572,2
7601,7912,2572,2
7602,12628,2572,1
7603,8049,2572,3
7604,11353,2573,1
7605,11322,2573,1
7606,10935,2573,3
7607,10980,2573,1
7608,6648,2574,3
7609,6503,2574,2
7610,6524,2574,3
7611,6802,2574,3
7612,3397,2575,1
7613,3305,2575,1
7614,3325,2575,2
7615,3194,2575,1
7616,3337,2575,1
7617,8956,2576,1
7618,8829,2576,3
7619,12844,2576,3
7620,7038,2577,3
7621,7090,2577,2
7622,13852,2577,3
7623,7131,2577,3
7624,236,2578,3
7625,13293,2578,3
7626,13221,2579,2
7627,11283,2579,1
7628,12424,2580,2
7629,6636,2581,1
7630,12292,2582,3
7631,5668,2582,2
7632,5496,2582,1
7633,12314,2582,3
7634,13744,2582,2
7635,13834,2583,2
7636,13857,2583,1
7637,7093,2583,1
7638,6960,2583,1
7639,13855,2583,1
7640,5620,2584,1
7641,6588,2585,2
7642,13810,2585,1
7643,14713,2585,1
7644,3682,2586,3
7645,3551,2586,3
7646,3525,2586,3
7647,3566,2586,2
7648,13222,2587,3
7649,11005,2587,2
7650,10891,2587,2
7651,11007,2588,1
7652,10869,2588,1
7653,11017,2588,3
7654,5011,2589,2
7655,4948,2589,1
7656,5083,2589,2
7657,4998,2589,3
7658,4996,2589,3
7659,6491,2590,1
7660,6579,2590,3
7661,6998,2591,3
7662,6929,2591,3
7663,7186,2591,2
7664,9792,2592,3
7665,8906,2593,3
7666,13979,2593,1
7667,12838,2593,1
7668,8889,2593,2
7669,6242,2594,2
7670,6213,2594,3
7671,14705,2594,1
7672,6268,2594,1
7673,14898,2595,2
7674,8856,2595,2
7675,8927,2595,2
7676,8885,2595,3
7677,79,2596,1
7678,182,2596,1
7679,73,2596,1
7680,125,2596,2
7681,12458,2597,1
7682,6721,2597,2
7683,6668,2597,1
7684,6614,2597,1
7685,8983,2598,3
7686,12812,2599,3
7687,8167,2600,3
7688,14823,2600,2
7689,8069,2600,2
7690,8042,2600,2
7691,11946,2601,2
7692,3618,2601,2
7693,3468,2601,2
7694,3570,2601,2
7695,9995,2602,2
7696,13048,2602,2
7697,390,2603,3
7698,2959,2604,2
7699,2566,2604,1
7700,2508,2604,3
7701,2791,2604,2
7702,13503,2604,1
7703,12939,2605,2
7704,9425,2605,2
7705,9806,2606,1
7706,10094,2606,1
7707,9942,2606,3
7708,1083,2607,3
7709,885,2607,3
7710,1422,2607,3
7711,14961,2608,1
7712,9561,2608,3
7713,12937,2608,1
7714,8661,2609,2
7715,8711,2609,3
7716,14891,2609,2
7717,12786,2609,3
7718,14883,2609,2
7719,13965,2610,1
7720,8722,2610,3
7721,14875,2610,3
7722,8789,2610,3
7723,8654,2610,2
7724,353,2611,2
7725,10146,2612,3
7726,10154,2612,1
7727,10086,2612,2
7728,9967,2612,1
7729,9827,2612,2
7730,5235,2613,2
7731,5259,2613,2
7732,5453,2613,2
7733,5231,2613,1
7734,5339,2613,3
7735,4936,2614,2
7736,5040,2614,1
7737,5056,2614,1
7738,5091,2614,3
7739,13688,2614,3
7740,1916,2615,1
7741,2155,2616,2
7742,2090,2616,3
7743,12089,2617,3
7744,4651,2617,3
7745,4406,2617,2
7746,4383,2618,2
7747,4845,2618,3
7748,2909,2619,2
7749,2542,2619,1
7750,2926,2619,1
7751,5435,2620,3
7752,14609,2620,3
7753,5321,2620,1
7754,5288,2620,2
7755,14626,2620,2
7756,87,2621,2
7757,13729,2622,1
7758,5718,2622,2
7759,5865,2622,2
7760,8797,2623,2
7761,7267,2624,2
7762,7494,2624,2
7763,7489,2624,2
7764,7535,2624,1
7765,7587,2624,3
7766,14052,2625,2
7767,9778,2625,3
7768,9750,2625,3
7769,9757,2625,3
7770,14486,2626,2
7771,3606,2626,1
7772,3680,2626,1
7773,4636,2627,3
7774,4610,2627,3
7775,2688,2628,3
7776,11839,2628,2
7777,13519,2628,2
7778,2719,2628,3
7779,2603,2628,2
7780,9552,2629,1
7781,6017,2630,3
7782,12346,2630,3
7783,6106,2630,2
7784,6138,2631,1
7785,1281,2632,1
7786,11541,2632,2
7787,11606,2632,1
7788,11960,2633,2
7789,3585,2633,2
7790,12713,2634,1
7791,14813,2634,1
7792,2469,2635,3
7793,12333,2636,3
7794,5689,2636,1
7795,13742,2636,3
7796,5612,2637,1
7797,5841,2637,3
7798,5805,2637,1
7799,5833,2637,2
7800,5750,2637,3
7801,13449,2638,1
7802,2107,2638,1
7803,13446,2638,3
7804,2054,2638,3
7805,12751,2639,2
7806,8395,2639,1
7807,8296,2639,2
7808,7133,2640,3
7809,6917,2640,1
7810,13843,2640,2
7811,421,2641,2
7812,417,2641,3
7813,376,2641,2
7814,255,2641,2
7815,247,2641,3
7816,8549,2642,3
7817,8492,2642,3
7818,12764,2642,3
7819,8533,2642,2
7820,8561,2642,1
7821,6295,2643,3
7822,6126,2643,3
7823,6347,2643,2
7824,12422,2643,3
7825,6475,2643,3
7826,9764,2644,2
7827,9783,2644,3
7828,9792,2644,1
7829,9765,2644,2
7830,10831,2645,2
7831,11122,2645,1
7832,12387,2646,1
7833,13763,2646,2
7834,12404,2646,3
7835,6332,2646,2
7836,12407,2646,3
7837,6393,2647,1
7838,6184,2647,2
7839,12394,2647,3
7840,6429,2647,2
7841,2379,2648,3
7842,2383,2648,1
7843,2316,2648,1
7844,2035,2649,2
7845,2114,2649,1
7846,2037,2649,1
7847,2219,2649,3
7848,10660,2650,3
7849,11501,2651,3
7850,572,2651,3
7851,13314,2651,3
7852,578,2651,1
7853,11947,2652,1
7854,3526,2652,1
7855,15036,2653,1
7856,10545,2653,2
7857,9469,2654,3
7858,9411,2654,1
7859,9528,2654,1
7860,12976,2654,1
7861,14694,2655,3
7862,6213,2655,1
7863,6270,2655,1
7864,6221,2655,3
7865,8471,2656,1
7866,8246,2656,3
7867,8053,2657,1
7868,14835,2657,3
7869,8028,2657,3
7870,14814,2657,2
7871,5049,2658,2
7872,12201,2658,3
7873,14594,2658,1
7874,4988,2658,2
7875,10080,2659,3
7876,9818,2659,3
7877,10018,2659,3
7878,13047,2659,1
7879,14085,2659,2
7880,9952,2660,1
7881,6978,2661,1
7882,7011,2661,2
7883,7110,2661,1
7884,6973,2661,1
7885,7113,2661,2
7886,9387,2662,1
7887,14026,2662,3
7888,9543,2662,1
7889,9590,2662,2
7890,9394,2662,2
7891,12207,2663,3
7892,13677,2663,3
7893,4917,2663,2
7894,12199,2664,3
7895,4982,2664,2
7896,12195,2664,2
7897,12190,2664,1
7898,12203,2664,3
7899,2115,2665,1
7900,2129,2665,1
7901,2197,2665,3
7902,13621,2666,3
7903,11983,2666,1
7904,4125,2666,2
7905,14601,2667,2
7906,12756,2668,2
7907,8425,2668,3
7908,8296,2668,2
7909,8318,2669,2
7910,73,2670,1
7911,178,2670,1
7912,13272,2670,3
7913,97,2670,2
7914,78,2670,1
7915,4566,2671,2
7916,12147,2671,1
7917,4310,2671,3
7918,12120,2671,2
7919,9535,2672,3
7920,9377,2672,2
7921,9716,2672,1
7922,14039,2672,3
7923,9432,2672,2
7924,8887,2673,1
7925,8921,2673,3
7926,14902,2674,1
7927,8855,2674,1
7928,14903,2674,2
7929,8885,2674,1
7930,12829,2674,2
7931,6812,2675,1
7932,6562,2675,3
7933,12991,2676,3
7934,12995,2676,2
7935,12978,2676,3
7936,9797,2676,1
7937,12151,2677,2
7938,4871,2677,3
7939,6798,2678,1
7940,6640,2678,2
7941,11056,2679,2
7942,11238,2679,1
7943,3493,2680,1
7944,867,2681,1
7945,11543,2681,3
7946,10034,2682,1
7947,9,2683,2
7948,220,2683,2
7949,39,2683,2
7950,11044,2684,2
7951,10818,2684,3
7952,11365,2684,2
7953,931,2685,1
7954,1019,2685,2
7955,1388,2685,1
7956,12897,2686,3
7957,9184,2686,3
7958,14923,2686,1
7959,8889,2687,1
7960,6869,2688,2
7961,12542,2688,2
7962,14637,2689,2
7963,5644,2689,3
7964,5533,2689,3
7965,6678,2690,3
7966,6489,2690,3
7967,6680,2690,1
7968,6557,2690,2
7969,14981,2691,3
7970,9830,2691,1
7971,13306,2692,3
7972,12186,2693,2
7973,12197,2693,3
7974,9769,2694,3
7975,9787,2694,3
7976,9802,2694,1
7977,8123,2695,1
7978,7706,2695,2
7979,8142,2695,2
7980,8836,2696,2
7981,8830,2696,3
7982,8964,2696,2
7983,8862,2696,2
7984,8863,2696,3
7985,5250,2697,2
7986,13698,2697,3
7987,5278,2697,2
7988,5227,2697,1
7989,5171,2697,1
7990,14049,2698,1
7991,14052,2698,2
7992,9761,2698,2
7993,13570,2699,3
7994,9296,2700,1
7995,9133,2700,3
7996,9124,2700,2
7997,9077,2700,2
7998,12885,2700,3
7999,5041,2701,1
8000,4979,2701,1
8001,4957,2701,1
8002,4902,2701,1
8003,14580,2701,1
8004,9635,2702,3
8005,6940,2703,2
8006,7070,2703,3
8007,14479,2704,2
8008,3675,2704,3
8009,13566,2704,3
8010,14467,2704,3
8011,3670,2704,3
8012,11372,2705,2
8013,9823,2706,1
8014,10182,2706,2
8015,9946,2706,1
8016,2301,2707,2
8017,2453,2707,2
8018,2463,2707,1
8019,13572,2708,3
8020,9557,2709,2
8021,9361,2709,1
8022,9414,2709,3
8023,9360,2709,3
8024,14740,2710,1
8025,6755,2710,3
8026,14723,2710,3
8027,6806,2710,1
8028,12450,2710,1
8029,13274,2711,3
8030,331,2711,2
8031,377,2711,1
8032,11427,2711,1
8033,415,2711,3
8034,9975,2712,3
8035,10109,2712,3
8036,5126,2713,3
8037,14613,2713,1
8038,12233,2713,3
8039,5237,2713,2
8040,7486,2714,2
8041,7314,2714,1
8042,753,2715,1
8043,524,2715,1
8044,11498,2715,1
8045,589,2715,2
8046,5921,2716,2
8047,13577,2717,3
8048,3550,2717,1
8049,8958,2718,2
8050,12827,2718,1
8051,8857,2718,2
8052,12366,2719,2
8053,5978,2719,2
8054,5972,2719,2
8055,6006,2719,2
8056,5888,2719,1
8057,3485,2720,3
8058,3530,2720,2
8059,3590,2720,1
8060,3616,2720,3
8061,14477,2720,2
8062,5946,2721,3
8063,5915,2721,2
8064,5931,2721,2
8065,5903,2721,3
8066,8681,2722,2
8067,8765,2722,2
8068,14276,2723,1
8069,14288,2723,1
8070,7421,2724,3
8071,5800,2725,3
8072,5623,2725,1
8073,2440,2726,2
8074,2376,2726,2
8075,2473,2726,3
8076,1289,2727,3
8077,13374,2727,1
8078,938,2727,3
8079,11593,2727,3
8080,7213,2728,1
8081,6890,2728,1
8082,7171,2728,2
8083,12975,2729,1
8084,9662,2729,3
8085,9360,2729,1
8086,9446,2729,3
8087,9366,2729,1
8088,9344,2730,1
8089,7635,2731,2
8090,7771,2731,2
8091,7685,2731,3
8092,7619,2731,2
8093,10236,2732,3
8094,10501,2732,1
8095,9549,2733,3
8096,9684,2733,3
8097,11753,2734,2
8098,2483,2734,3
8099,4669,2735,2
8100,4774,2735,3
8101,4855,2735,1
8102,11100,2736,1
8103,2408,2737,3
8104,14672,2738,3
8105,6011,2738,3
8106,6026,2739,1
8107,6086,2739,2
8108,2319,2740,2
8109,2368,2740,2
8110,2288,2740,3
8111,3536,2741,3
8112,3627,2741,2
8113,928,2742,2
8114,11585,2742,1
8115,1354,2742,1
8116,11510,2742,2
8117,11567,2742,2
8118,279,2743,1
8119,255,2743,2
8120,9540,2744,2
8121,9368,2744,2
8122,14043,2744,2
8123,9780,2745,1
8124,9768,2745,3
8125,12986,2745,1
8126,182,2746,1
8127,62,2747,1
8128,206,2747,3
8129,14551,2748,1
8130,4856,2748,2
8131,4576,2748,1
8132,6225,2749,3
8133,3502,2750,2
8134,13566,2750,3
8135,13565,2750,3
8136,3552,2750,2
8137,11270,2751,2
8138,11110,2751,1
8139,2034,2752,2
8140,11380,2753,3
8141,14205,2753,2
8142,14608,2754,1
8143,5259,2754,2
8144,5227,2754,3
8145,5410,2754,2
8146,11880,2755,2
8147,14642,2756,3
8148,12280,2756,3
8149,5660,2756,2
8150,5655,2756,3
8151,5726,2756,3
8152,7866,2757,2
8153,8177,2757,3
8154,9799,2758,1
8155,9800,2758,1
8156,9781,2758,1
8157,9746,2758,3
8158,9753,2758,2
8159,7956,2759,3
8160,185,2760,2
8161,11391,2760,3
8162,6661,2761,3
8163,8685,2762,2
8164,8739,2762,3
8165,5410,2763,1
8166,5429,2763,2
8167,5296,2764,3
8168,13696,2764,3
8169,5447,2764,2
8170,8919,2765,3
8171,8914,2765,3
8172,8897,2765,3
8173,9791,2766,1
8174,192,2767,2
8175,153,2767,2
8176,9635,2768,2
8177,9361,2768,2
8178,9628,2768,1
8179,9681,2768,3
8180,14024,2768,2
8181,1818,2769,3
8182,1960,2769,1
8183,6436,2770,2
8184,9321,2771,1
8185,13992,2771,1
8186,4022,2772,2
8187,3843,2772,2
8188,4130,2772,3
8189,3822,2772,3
8190,13612,2772,2
8191,5088,2773,3
8192,4900,2773,3
8193,5064,2773,3
8194,4925,2773,3
8195,4899,2773,1
8196,5280,2774,3
8197,5313,2774,3
8198,14630,2774,1
8199,5487,2774,3
8200,5208,2774,2
8201,9555,2775,3
8202,12923,2775,2
8203,9556,2775,3
8204,9542,2775,2
8205,12610,2776,1
8206,7288,2776,2
8207,7319,2776,1
8208,7274,2776,3
8209,6754,2777,3
8210,12483,2777,3
8211,6535,2777,2
8212,6496,2777,2
8213,6540,2777,2
8214,428,2778,1
8215,308,2778,3
8216,332,2778,1
8217,8163,2779,1
8218,9039,2780,3
8219,9241,2780,1
8220,1752,2781,3
8221,1473,2781,1
8222,1739,2781,3
8223,1765,2781,3
8224,1447,2781,1
8225,1762,2782,1
8226,1475,2782,2
8227,11666,2782,2
8228,1736,2782,2
8229,1699,2782,1
8230,9438,2783,1
8231,14658,2784,2
8232,5752,2784,2
8233,5520,2784,2
8234,286,2785,1
8235,345,2785,1
8236,296,2785,1
8237,1148,2786,3
8238,11565,2786,2
8239,825,2786,3
8240,1079,2786,1
8241,11554,2786,2
8242,7568,2787,1
8243,12188,2788,2
8244,4899,2788,2
8245,5076,2788,1
8246,4939,2788,3
8247,9741,2789,3
8248,9780,2789,2
8249,9758,2789,2
8250,9753,2789,1
8251,10678,2790,2
8252,13136,2790,2
8253,10334,2790,1
8254,10586,2790,2
8255,13614,2791,3
8256,3735,2791,3
8257,14529,2791,2
8258,4235,2791,1
8259,5730,2792,1
8260,5628,2792,2
8261,5817,2792,1
8262,12315,2792,3
8263,6614,2793,2
8264,6496,2793,2
8265,6663,2793,3
8266,6631,2793,3
8267,2940,2794,1
8268,3069,2794,2
8269,2303,2795,1
8270,2370,2795,1
8271,8439,2796,2
8272,10625,2797,3
8273,10508,2797,2
8274,10321,2797,1
8275,11092,2798,1
8276,11328,2798,2
8277,14150,2798,1
8278,12977,2799,3
8279,9734,2799,2
8280,9735,2799,1
8281,9795,2799,1
8282,14876,2800,3
8283,12818,2800,2
8284,8773,2800,1
8285,8704,2800,3
8286,8643,2800,1
8287,11426,2801,2
8288,370,2801,2
8289,13558,2802,3
8290,3091,2802,1
8291,8782,2803,1
8292,8613,2803,3
8293,8759,2803,1
8294,12793,2803,3
8295,8687,2803,1
8296,6028,2804,3
8297,14360,2805,1
8298,2100,2805,2
8299,11737,2805,2
8300,3816,2806,2
8301,3670,2807,2
8302,3682,2807,3
8303,2416,2808,1
8304,13476,2808,2
8305,2403,2808,1
8306,188,2809,1
8307,11399,2809,3
8308,13471,2810,2
8309,13468,2810,3
8310,2439,2810,2
8311,11746,2810,3
8312,3588,2811,2
8313,3473,2811,2
8314,11953,2811,3
8315,3501,2811,1
8316,3544,2811,3
8317,3475,2812,1
8318,3677,2812,3
8319,3643,2812,3
8320,11454,2813,1
8321,762,2813,3
8322,11468,2813,3
8323,801,2813,2
8324,9522,2814,3
8325,14033,2814,2
8326,12385,2815,1
8327,6271,2815,3
8328,10125,2816,1
8329,14062,2816,1
8330,10094,2816,2
8331,9947,2816,2
8332,7345,2817,1
8333,7283,2817,1
8334,9614,2818,3
8335,9468,2818,3
8336,9352,2818,3
8337,9548,2818,1
8338,287,2819,2
8339,11441,2819,3
8340,401,2819,3
8341,11444,2819,2
8342,14222,2819,1
8343,10247,2820,1
8344,13083,2820,3
8345,10300,2820,1
8346,10201,2820,2
8347,12929,2821,1
8348,8971,2822,1
8349,429,2823,3
8350,276,2823,1
8351,11451,2823,3
8352,11448,2823,1
8353,13132,2824,2
8354,10317,2824,3
8355,637,2825,2
8356,795,2825,1
8357,806,2826,1
8358,522,2826,3
8359,638,2826,1
8360,1603,2827,3
8361,1526,2827,2
8362,5489,2828,2
8363,5250,2828,1
8364,13476,2829,3
8365,14861,2830,1
8366,8513,2830,1
8367,8421,2831,1
8368,8482,2831,3
8369,12783,2831,1
8370,7556,2832,3
8371,14806,2832,1
8372,7493,2832,3
8373,7281,2832,2
8374,9792,2833,3
8375,9796,2833,3
8376,9762,2833,2
8377,9415,2834,3
8378,2389,2835,3
8379,11741,2835,3
8380,13461,2835,3
8381,2369,2835,1
8382,9005,2836,1
8383,9011,2836,3
8384,9145,2836,3
8385,9152,2836,1
8386,9335,2836,2
8387,5128,2837,2
8388,5393,2837,3
8389,13709,2837,3
8390,789,2838,2
8391,5083,2839,2
8392,4974,2839,1
8393,4891,2839,2
8394,4960,2839,1
8395,5454,2840,2
8396,5234,2840,1
8397,10547,2841,2
8398,13459,2842,1
8399,3187,2843,2
8400,1580,2844,1
8401,11632,2844,1
8402,1225,2845,3
8403,1061,2845,2
8404,1030,2845,2
8405,857,2845,2
8406,3718,2846,1
8407,4828,2847,2
8408,4441,2847,3
8409,4876,2847,1
8410,12103,2847,1
8411,10872,2848,1
8412,10918,2848,2
8413,11160,2848,1
8414,9789,2849,2
8415,9760,2849,2
8416,9757,2849,3
8417,9772,2849,1
8418,9754,2849,3
8419,273,2850,2
8420,13282,2850,1
8421,424,2850,1
8422,9519,2851,2
8423,5029,2852,3
8424,4936,2852,3
8425,4908,2852,3
8426,4907,2852,3
8427,4956,2852,2
8428,6930,2853,2
8429,7219,2853,2
8430,7111,2853,2
8431,6685,2854,2
8432,6626,2854,1
8433,9631,2855,2
8434,12948,2855,1
8435,9646,2855,2
8436,1275,2856,3
8437,13379,2856,3
8438,13366,2856,1
8439,1077,2856,1
8440,985,2856,1
8441,10090,2857,1
8442,9133,2858,2
8443,6811,2859,3
8444,5658,2860,1
8445,5521,2860,2
8446,28,2861,2
8447,14188,2861,2
8448,8732,2862,1
8449,8734,2862,3
8450,5383,2863,3
8451,12251,2863,3
8452,5151,2863,1
8453,5446,2863,3
8454,3138,2864,3
8455,7225,2865,2
8456,7415,2865,2
8457,9751,2866,1
8458,9798,2866,2
8459,9742,2866,2
8460,9783,2866,3
8461,3482,2867,3
8462,11947,2867,2
8463,3633,2867,2
8464,1298,2868,3
8465,10577,2869,3
8466,3163,2870,3
8467,3252,2870,1
8468,5049,2871,1
8469,4929,2871,2
8470,4994,2871,3
8471,4926,2871,1
8472,13302,2872,2
8473,11463,2872,3
8474,622,2872,1
8475,4322,2873,1
8476,4757,2873,2
8477,12167,2873,1
8478,4501,2873,2
8479,8935,2874,1
8480,8885,2874,1
8481,8877,2874,2
8482,7431,2875,3
8483,7242,2875,2
8484,7389,2875,1
8485,7482,2875,2
8486,2035,2876,1
8487,2055,2877,1
8488,11739,2877,1
8489,2067,2877,2
8490,2155,2877,1
8491,2057,2877,3
8492,14701,2878,1
8493,6261,2878,1
8494,6254,2878,3
8495,6184,2878,2
8496,8749,2879,2
8497,3217,2880,3
8498,3349,2880,1
8499,3388,2880,3
8500,3202,2880,1
8501,3565,2881,2
8502,3501,2881,3
8503,14485,2881,2
8504,11947,2881,3
8505,14558,2882,2
8506,4955,2883,1
8507,4894,2883,1
8508,13689,2883,2
8509,5106,2883,1
8510,5039,2883,3
8511,7086,2884,3
8512,9738,2885,2
8513,12978,2885,1
8514,2311,2886,1
8515,11761,2886,1
8516,13472,2886,2
8517,12228,2887,2
8518,8653,2888,1
8519,8671,2888,1
8520,8621,2888,3
8521,8762,2888,2
8522,8682,2888,2
8523,14298,2889,1
8524,1733,2889,1
8525,1510,2889,2
8526,12820,2890,2
8527,8820,2890,2
8528,455,2891,2
8529,770,2891,1
8530,13324,2891,3
8531,12430,2892,1
8532,6437,2892,1
8533,12392,2892,1
8534,6192,2892,2
8535,6400,2892,3
8536,791,2893,1
8537,710,2893,3
8538,13306,2893,2
8539,598,2893,1
8540,631,2893,1
8541,3652,2894,2
8542,3599,2894,2
8543,3512,2894,2
8544,14467,2894,2
8545,6667,2895,2
8546,6565,2895,3
8547,6704,2895,1
8548,6736,2895,3
8549,7542,2896,2
8550,12577,2896,3
8551,7340,2896,3
8552,7455,2896,2
8553,14712,2897,2
8554,2360,2898,1
8555,2277,2898,3
8556,2333,2898,3
8557,2471,2898,1
8558,6065,2899,1
8559,6027,2899,2
8560,6083,2899,1
8561,2122,2900,2
8562,2057,2900,1
8563,2135,2900,3
8564,2236,2900,2
8565,2072,2900,1
8566,5629,2901,3
8567,5556,2901,3
8568,5828,2901,1
8569,5744,2901,2
8570,14860,2902,1
8571,14494,2903,3
8572,3957,2903,3
8573,4206,2903,3
8574,3873,2903,3
8575,3898,2903,2
8576,12430,2904,2
8577,6378,2904,3
8578,6157,2904,2
8579,6341,2904,3
8580,7452,2905,1
8581,7521,2905,1
8582,7331,2905,2
8583,7596,2905,2
8584,7258,2905,1
8585,5807,2906,1
8586,12298,2906,2
8587,5601,2906,2
8588,12303,2906,2
8589,12472,2907,1
8590,6694,2907,1
8591,6681,2907,3
8592,5136,2908,2
8593,5480,2908,3
8594,5150,2908,1
8595,8970,2909,3
8596,10391,2910,3
8597,15022,2910,3
8598,10615,2910,1
8599,1581,2911,3
8600,1613,2911,1
8601,1899,2911,2
8602,14330,2911,1
8603,1739,2911,2
8604,14208,2912,2
8605,13285,2912,3
8606,12215,2913,3
8607,8973,2914,3
8608,10080,2915,1
8609,12237,2916,3
8610,3632,2917,3
8611,14484,2917,2
8612,4158,2918,1
8613,3935,2918,2
8614,4103,2918,3
8615,4094,2918,1
8616,4178,2918,3
8617,2416,2919,2
8618,2403,2919,2
8619,2329,2919,1
8620,11757,2919,3
8621,13408,2920,3
8622,1884,2920,3
8623,1661,2920,1
8624,1848,2920,1
8625,1958,2920,2
8626,2374,2921,1
8627,11761,2921,3
8628,2460,2921,2
8629,2341,2921,3
8630,8316,2922,3
8631,8217,2922,3
8632,14921,2923,3
8633,9181,2923,2
8634,12870,2923,1
8635,9228,2923,3
8636,9212,2923,1
8637,7652,2924,2
8638,8157,2924,3
8639,7758,2924,2
8640,12283,2925,2
8641,3732,2926,3
8642,2289,2927,1
8643,2470,2927,1
8644,2437,2927,1
8645,11915,2928,1
8646,9739,2929,3
8647,9772,2929,2
8648,10950,2930,3
8649,11043,2930,2
8650,15043,2930,1
8651,11053,2930,3
8652,10850,2930,3
8653,11729,2931,1
8654,14349,2931,3
8655,2256,2931,3
8656,14350,2931,1
8657,2097,2931,1
8658,1747,2932,2
8659,11642,2932,2
8660,1865,2932,2
8661,1434,2932,1
8662,10942,2933,2
8663,15065,2933,1
8664,11209,2933,2
8665,11118,2933,1
8666,10994,2933,2
8667,9460,2934,3
8668,9447,2934,2
8669,4667,2935,3
8670,12108,2935,1
8671,1215,2936,1
8672,844,2936,1
8673,1413,2936,2
8674,14265,2936,1
8675,984,2936,3
8676,15005,2937,1
8677,10199,2937,1
8678,6717,2938,3
8679,12485,2938,1
8680,6651,2938,2
8681,13832,2939,3
8682,491,2940,2
8683,814,2940,3
8684,579,2940,1
8685,448,2940,1
8686,708,2940,3
8687,8227,2941,3
8688,8385,2941,3
8689,8456,2941,3
8690,8523,2941,3
8691,1440,2942,3
8692,14321,2942,3
8693,1673,2943,1
8694,1826,2943,1
8695,1516,2943,2
8696,9764,2944,2
8697,9771,2944,2
8698,9743,2944,1
8699,9736,2944,2
8700,10006,2945,2
8701,14072,2945,1
8702,9890,2945,1
8703,7197,2946,3
8704,7077,2946,2
8705,3438,2947,2
8706,9899,2948,2
8707,13591,2949,1
8708,6163,2950,1
8709,6165,2950,2
8710,12373,2950,1
8711,6345,2950,1
8712,6749,2951,1
8713,6829,2951,3
8714,14718,2951,3
8715,14715,2951,1
8716,8145,2952,2
8717,7643,2952,3
8718,8029,2952,2
8719,7821,2952,2
8720,8112,2952,2
8721,9760,2953,3
8722,2376,2954,1
8723,2385,2954,2
8724,13467,2954,1
8725,14673,2955,3
8726,5255,2956,2
8727,5282,2956,1
8728,5391,2956,1
8729,12212,2956,3
8730,9252,2957,1
8731,9088,2957,3
8732,9309,2957,2
8733,12006,2958,1
8734,949,2959,1
8735,1003,2959,2
8736,1369,2959,1
8737,6743,2960,1
8738,6685,2960,3
8739,6543,2960,1
8740,14741,2960,2
8741,6500,2960,2
8742,11485,2961,2
8743,11493,2961,1
8744,11462,2961,2
8745,9047,2962,1
8746,8989,2962,1
8747,8980,2962,2
8748,9295,2962,2
8749,7262,2963,3
8750,7335,2963,3
8751,13884,2963,2
8752,14795,2963,2
8753,12615,2963,1
8754,9756,2964,2
8755,545,2965,3
8756,789,2965,1
8757,611,2965,2
8758,667,2965,3
8759,638,2965,1
8760,14400,2966,2
8761,3019,2966,2
8762,5272,2967,1
8763,5489,2967,2
8764,5465,2967,2
8765,12823,2968,1
8766,8756,2968,2
8767,8810,2968,2
8768,13587,2969,3
8769,4214,2969,1
8770,3823,2969,3
8771,2984,2970,1
8772,14398,2970,3
8773,2799,2970,1
8774,11795,2970,3
8775,2998,2970,3
8776,2073,2971,1
8777,2199,2971,3
8778,2038,2971,2
8779,2159,2971,2
8780,2224,2971,2
8781,13723,2972,1
8782,5150,2972,1
8783,5360,2972,1
8784,5233,2972,3
8785,5435,2972,2
8786,13932,2973,2
8787,12713,2973,3
8788,8199,2973,2
8789,11820,2974,1
8790,13487,2974,1
8791,13505,2974,1
8792,2530,2974,3
8793,9820,2975,2
